Accession,Pangolin,Protein,Length,State,Collection_Date,Year,Month,Day,Country
WBR40468,BQ.1.12,ORF6 protein,61,AL,2022-12-26,2022,12,26,USA
WBR40469,BQ.1.12,ORF7a protein,121,AL,2022-12-26,2022,12,26,USA
WBR40470,BQ.1.12,ORF7b protein,43,AL,2022-12-26,2022,12,26,USA
WBR40471,BQ.1.12,ORF8 protein,121,AL,2022-12-26,2022,12,26,USA
WBR40472,BQ.1.12,nucleocapsid phosphoprotein,416,AL,2022-12-26,2022,12,26,USA
WBR40473,BQ.1.12,ORF10 protein,38,AL,2022-12-26,2022,12,26,USA
WBR40985,CK.2.1,ORF1ab polyprotein,7093,AL,2022-12-26,2022,12,26,USA
WBR40986,CK.2.1,ORF1a polyprotein,4402,AL,2022-12-26,2022,12,26,USA
WBR40987,CK.2.1,surface glycoprotein,1268,AL,2022-12-26,2022,12,26,USA
WBR40988,CK.2.1,ORF3a protein,275,AL,2022-12-26,2022,12,26,USA
WBR40989,CK.2.1,envelope protein,75,AL,2022-12-26,2022,12,26,USA
WBR40990,CK.2.1,membrane glycoprotein,222,AL,2022-12-26,2022,12,26,USA
WBR40991,CK.2.1,ORF6 protein,61,AL,2022-12-26,2022,12,26,USA
WBR40992,CK.2.1,ORF7a protein,121,AL,2022-12-26,2022,12,26,USA
WBR40993,CK.2.1,ORF7b protein,43,AL,2022-12-26,2022,12,26,USA
WBR40994,CK.2.1,ORF8 protein,121,AL,2022-12-26,2022,12,26,USA
WBR40995,CK.2.1,nucleocapsid phosphoprotein,416,AL,2022-12-26,2022,12,26,USA
WBR40996,CK.2.1,ORF10 protein,38,AL,2022-12-26,2022,12,26,USA
WBR41518,BN.1,ORF1ab polyprotein,7093,AL,2022-12-26,2022,12,26,USA
WBR41519,BN.1,ORF1a polyprotein,4402,AL,2022-12-26,2022,12,26,USA
WBR41520,BN.1,surface glycoprotein,1270,AL,2022-12-26,2022,12,26,USA
WBR41521,BN.1,ORF3a protein,275,AL,2022-12-26,2022,12,26,USA
WBR41522,BN.1,envelope protein,75,AL,2022-12-26,2022,12,26,USA
WBR41523,BN.1,membrane glycoprotein,222,AL,2022-12-26,2022,12,26,USA
WBR41524,BN.1,ORF6 protein,61,AL,2022-12-26,2022,12,26,USA
WBR41525,BN.1,ORF7a protein,121,AL,2022-12-26,2022,12,26,USA
WBR41526,BN.1,ORF7b protein,43,AL,2022-12-26,2022,12,26,USA
WBR41527,BN.1,ORF8 protein,121,AL,2022-12-26,2022,12,26,USA
WBR41528,BN.1,nucleocapsid phosphoprotein,416,AL,2022-12-26,2022,12,26,USA
WBR41529,BN.1,ORF10 protein,38,AL,2022-12-26,2022,12,26,USA
WBR41743,BQ.1.2,ORF1ab polyprotein,7093,AL,2022-12-26,2022,12,26,USA
WBR41744,BQ.1.2,ORF1a polyprotein,4402,AL,2022-12-26,2022,12,26,USA
WBR41745,BQ.1.2,surface glycoprotein,1268,AL,2022-12-26,2022,12,26,USA
WBR41746,BQ.1.2,ORF3a protein,275,AL,2022-12-26,2022,12,26,USA
WBR41747,BQ.1.2,envelope protein,75,AL,2022-12-26,2022,12,26,USA
WBR41748,BQ.1.2,membrane glycoprotein,222,AL,2022-12-26,2022,12,26,USA
WBR41749,BQ.1.2,ORF6 protein,61,AL,2022-12-26,2022,12,26,USA
WBR41750,BQ.1.2,ORF7a protein,121,AL,2022-12-26,2022,12,26,USA
WBR41751,BQ.1.2,ORF7b protein,43,AL,2022-12-26,2022,12,26,USA
WBR41752,BQ.1.2,ORF8 protein,121,AL,2022-12-26,2022,12,26,USA
WBR41753,BQ.1.2,nucleocapsid phosphoprotein,416,AL,2022-12-26,2022,12,26,USA
WBR41754,BQ.1.2,ORF10 protein,38,AL,2022-12-26,2022,12,26,USA
WBR42111,BQ.1.1,ORF1ab polyprotein,7093,AL,2022-12-27,2022,12,27,USA
WBR42112,BQ.1.1,ORF1a polyprotein,4402,AL,2022-12-27,2022,12,27,USA
WBR42113,BQ.1.1,surface glycoprotein,1268,AL,2022-12-27,2022,12,27,USA
WBR42114,BQ.1.1,ORF3a protein,275,AL,2022-12-27,2022,12,27,USA
WBR42115,BQ.1.1,envelope protein,75,AL,2022-12-27,2022,12,27,USA
WBR42116,BQ.1.1,membrane glycoprotein,222,AL,2022-12-27,2022,12,27,USA
WBR42117,BQ.1.1,ORF6 protein,61,AL,2022-12-27,2022,12,27,USA
WBR42118,BQ.1.1,ORF7a protein,121,AL,2022-12-27,2022,12,27,USA
WBR42119,BQ.1.1,ORF7b protein,43,AL,2022-12-27,2022,12,27,USA
WBR42120,BQ.1.1,ORF8 protein,121,AL,2022-12-27,2022,12,27,USA
WBR42121,BQ.1.1,nucleocapsid phosphoprotein,416,AL,2022-12-27,2022,12,27,USA
WBR42122,BQ.1.1,ORF10 protein,38,AL,2022-12-27,2022,12,27,USA
WBR42158,BQ.1,ORF1ab polyprotein,7093,AL,2022-12-27,2022,12,27,USA
WBR42159,BQ.1,ORF1a polyprotein,4402,AL,2022-12-27,2022,12,27,USA
WBR42160,BQ.1,surface glycoprotein,1268,AL,2022-12-27,2022,12,27,USA
WBR42161,BQ.1,ORF3a protein,275,AL,2022-12-27,2022,12,27,USA
WBR42162,BQ.1,envelope protein,75,AL,2022-12-27,2022,12,27,USA
WBR42163,BQ.1,membrane glycoprotein,222,AL,2022-12-27,2022,12,27,USA
WBR42164,BQ.1,ORF6 protein,61,AL,2022-12-27,2022,12,27,USA
WBR42165,BQ.1,ORF7a protein,121,AL,2022-12-27,2022,12,27,USA
WBR42166,BQ.1,ORF7b protein,43,AL,2022-12-27,2022,12,27,USA
WBR42167,BQ.1,ORF8 protein,121,AL,2022-12-27,2022,12,27,USA
WBR42168,BQ.1,nucleocapsid phosphoprotein,416,AL,2022-12-27,2022,12,27,USA
WBR42169,BQ.1,ORF10 protein,38,AL,2022-12-27,2022,12,27,USA
WBQ92533,BQ.1.1.18,ORF1ab polyprotein,7093,AL,2022-12-26,2022,12,26,USA
WBQ92534,BQ.1.1.18,ORF1a polyprotein,4402,AL,2022-12-26,2022,12,26,USA
WBQ92535,BQ.1.1.18,surface glycoprotein,1268,AL,2022-12-26,2022,12,26,USA
WBQ92536,BQ.1.1.18,ORF3a protein,275,AL,2022-12-26,2022,12,26,USA
WBQ92537,BQ.1.1.18,envelope protein,75,AL,2022-12-26,2022,12,26,USA
WBQ92538,BQ.1.1.18,membrane glycoprotein,222,AL,2022-12-26,2022,12,26,USA
WBQ92539,BQ.1.1.18,ORF6 protein,61,AL,2022-12-26,2022,12,26,USA
WBQ92540,BQ.1.1.18,ORF7a protein,121,AL,2022-12-26,2022,12,26,USA
WBQ92541,BQ.1.1.18,ORF7b protein,43,AL,2022-12-26,2022,12,26,USA
WBQ92542,BQ.1.1.18,ORF8 protein,121,AL,2022-12-26,2022,12,26,USA
WBQ92543,BQ.1.1.18,nucleocapsid phosphoprotein,416,AL,2022-12-26,2022,12,26,USA
WBQ92544,BQ.1.1.18,ORF10 protein,38,AL,2022-12-26,2022,12,26,USA
WBQ93021,BQ.1.1.41,ORF1ab polyprotein,7093,AL,2022-12-26,2022,12,26,USA
WBQ93022,BQ.1.1.41,ORF1a polyprotein,4402,AL,2022-12-26,2022,12,26,USA
WBQ93023,BQ.1.1.41,surface glycoprotein,1268,AL,2022-12-26,2022,12,26,USA
WBQ93024,BQ.1.1.41,ORF3a protein,275,AL,2022-12-26,2022,12,26,USA
WBQ93025,BQ.1.1.41,envelope protein,75,AL,2022-12-26,2022,12,26,USA
WBQ93026,BQ.1.1.41,membrane glycoprotein,222,AL,2022-12-26,2022,12,26,USA
WBQ93027,BQ.1.1.41,ORF6 protein,61,AL,2022-12-26,2022,12,26,USA
WBQ93028,BQ.1.1.41,ORF7a protein,121,AL,2022-12-26,2022,12,26,USA
WBQ93029,BQ.1.1.41,ORF7b protein,43,AL,2022-12-26,2022,12,26,USA
WBQ93030,BQ.1.1.41,ORF8 protein,121,AL,2022-12-26,2022,12,26,USA
WBQ93031,BQ.1.1.41,nucleocapsid phosphoprotein,416,AL,2022-12-26,2022,12,26,USA
WBQ93032,BQ.1.1.41,ORF10 protein,38,AL,2022-12-26,2022,12,26,USA
WBQ94242,BN.1.4,ORF1ab polyprotein,7088,AL,2022-12-27,2022,12,27,USA
WBQ94243,BN.1.4,ORF1a polyprotein,4397,AL,2022-12-27,2022,12,27,USA
WBQ94244,BN.1.4,surface glycoprotein,1270,AL,2022-12-27,2022,12,27,USA
WBQ94245,BN.1.4,ORF3a protein,275,AL,2022-12-27,2022,12,27,USA
WBQ94246,BN.1.4,envelope protein,75,AL,2022-12-27,2022,12,27,USA
WBQ94247,BN.1.4,membrane glycoprotein,222,AL,2022-12-27,2022,12,27,USA
WBQ94248,BN.1.4,ORF6 protein,61,AL,2022-12-27,2022,12,27,USA
WBQ94249,BN.1.4,ORF7a protein,121,AL,2022-12-27,2022,12,27,USA
WBQ94250,BN.1.4,ORF7b protein,43,AL,2022-12-27,2022,12,27,USA
WBQ94251,BN.1.4,ORF8 protein,121,AL,2022-12-27,2022,12,27,USA
WBQ94252,BN.1.4,nucleocapsid phosphoprotein,416,AL,2022-12-27,2022,12,27,USA
WBQ94253,BN.1.4,ORF10 protein,38,AL,2022-12-27,2022,12,27,USA
WBQ95513,BQ.1.1.1,ORF1ab polyprotein,7093,AL,2022-12-27,2022,12,27,USA
WBQ95514,BQ.1.1.1,ORF1a polyprotein,4402,AL,2022-12-27,2022,12,27,USA
WBQ95515,BQ.1.1.1,surface glycoprotein,1267,AL,2022-12-27,2022,12,27,USA
WBQ95516,BQ.1.1.1,ORF3a protein,275,AL,2022-12-27,2022,12,27,USA
WBQ95517,BQ.1.1.1,envelope protein,75,AL,2022-12-27,2022,12,27,USA
WBQ95518,BQ.1.1.1,membrane glycoprotein,222,AL,2022-12-27,2022,12,27,USA
WBQ95519,BQ.1.1.1,ORF6 protein,61,AL,2022-12-27,2022,12,27,USA
WBQ95520,BQ.1.1.1,ORF7a protein,121,AL,2022-12-27,2022,12,27,USA
WBQ95521,BQ.1.1.1,ORF7b protein,43,AL,2022-12-27,2022,12,27,USA
WBQ95522,BQ.1.1.1,ORF8 protein,121,AL,2022-12-27,2022,12,27,USA
WBQ95523,BQ.1.1.1,nucleocapsid phosphoprotein,416,AL,2022-12-27,2022,12,27,USA
WBQ95524,BQ.1.1.1,ORF10 protein,38,AL,2022-12-27,2022,12,27,USA
WBQ97461,BQ.1.1.51,ORF1ab polyprotein,7093,AL,2022-12-27,2022,12,27,USA
WBQ97462,BQ.1.1.51,ORF1a polyprotein,4402,AL,2022-12-27,2022,12,27,USA
WBQ97463,BQ.1.1.51,surface glycoprotein,1268,AL,2022-12-27,2022,12,27,USA
WBQ97464,BQ.1.1.51,ORF3a protein,275,AL,2022-12-27,2022,12,27,USA
WBQ97465,BQ.1.1.51,envelope protein,75,AL,2022-12-27,2022,12,27,USA
WBQ97466,BQ.1.1.51,membrane glycoprotein,222,AL,2022-12-27,2022,12,27,USA
WBQ97467,BQ.1.1.51,ORF6 protein,61,AL,2022-12-27,2022,12,27,USA
WBQ97468,BQ.1.1.51,ORF7a protein,121,AL,2022-12-27,2022,12,27,USA
WBQ97469,BQ.1.1.51,ORF7b protein,43,AL,2022-12-27,2022,12,27,USA
WBQ97470,BQ.1.1.51,ORF8 protein,121,AL,2022-12-27,2022,12,27,USA
WBQ97471,BQ.1.1.51,nucleocapsid phosphoprotein,416,AL,2022-12-27,2022,12,27,USA
WBQ97472,BQ.1.1.51,ORF10 protein,38,AL,2022-12-27,2022,12,27,USA
WBQ98014,BQ.1.1.43,ORF1ab polyprotein,7093,AL,2022-12-28,2022,12,28,USA
WBQ98015,BQ.1.1.43,ORF1a polyprotein,4402,AL,2022-12-28,2022,12,28,USA
WBQ98016,BQ.1.1.43,surface glycoprotein,1268,AL,2022-12-28,2022,12,28,USA
WBQ98017,BQ.1.1.43,ORF3a protein,275,AL,2022-12-28,2022,12,28,USA
WBQ98018,BQ.1.1.43,envelope protein,75,AL,2022-12-28,2022,12,28,USA
WBQ98019,BQ.1.1.43,membrane glycoprotein,222,AL,2022-12-28,2022,12,28,USA
WBQ98020,BQ.1.1.43,ORF6 protein,61,AL,2022-12-28,2022,12,28,USA
WBQ98021,BQ.1.1.43,ORF7a protein,121,AL,2022-12-28,2022,12,28,USA
WBQ98022,BQ.1.1.43,ORF7b protein,43,AL,2022-12-28,2022,12,28,USA
WBQ98023,BQ.1.1.43,ORF8 protein,121,AL,2022-12-28,2022,12,28,USA
WBQ98024,BQ.1.1.43,nucleocapsid phosphoprotein,416,AL,2022-12-28,2022,12,28,USA
WBQ98025,BQ.1.1.43,ORF10 protein,38,AL,2022-12-28,2022,12,28,USA
WBQ98333,BQ.1.1.13,ORF1ab polyprotein,7093,AL,2022-12-28,2022,12,28,USA
WBQ98334,BQ.1.1.13,ORF1a polyprotein,4402,AL,2022-12-28,2022,12,28,USA
WBQ98335,BQ.1.1.13,surface glycoprotein,1267,AL,2022-12-28,2022,12,28,USA
WBQ98336,BQ.1.1.13,ORF3a protein,275,AL,2022-12-28,2022,12,28,USA
WBQ98337,BQ.1.1.13,envelope protein,75,AL,2022-12-28,2022,12,28,USA
WBQ98338,BQ.1.1.13,membrane glycoprotein,222,AL,2022-12-28,2022,12,28,USA
WBQ98339,BQ.1.1.13,ORF6 protein,61,AL,2022-12-28,2022,12,28,USA
WBQ98340,BQ.1.1.13,ORF7a protein,121,AL,2022-12-28,2022,12,28,USA
WBQ98341,BQ.1.1.13,ORF7b protein,43,AL,2022-12-28,2022,12,28,USA
WBQ98342,BQ.1.1.13,ORF8 protein,121,AL,2022-12-28,2022,12,28,USA
WBQ98343,BQ.1.1.13,nucleocapsid phosphoprotein,416,AL,2022-12-28,2022,12,28,USA
WBQ98344,BQ.1.1.13,ORF10 protein,38,AL,2022-12-28,2022,12,28,USA
WBQ99824,DF.1.1,ORF1ab polyprotein,7093,AL,2022-12-28,2022,12,28,USA
WBQ99825,DF.1.1,ORF1a polyprotein,4402,AL,2022-12-28,2022,12,28,USA
WBQ99826,DF.1.1,surface glycoprotein,1267,AL,2022-12-28,2022,12,28,USA
WBQ99827,DF.1.1,ORF3a protein,275,AL,2022-12-28,2022,12,28,USA
WBQ99828,DF.1.1,envelope protein,75,AL,2022-12-28,2022,12,28,USA
WBQ99829,DF.1.1,membrane glycoprotein,222,AL,2022-12-28,2022,12,28,USA
WBQ99830,DF.1.1,ORF6 protein,61,AL,2022-12-28,2022,12,28,USA
WBQ99831,DF.1.1,ORF7a protein,121,AL,2022-12-28,2022,12,28,USA
WBQ99832,DF.1.1,ORF7b protein,43,AL,2022-12-28,2022,12,28,USA
WBQ99833,DF.1.1,ORF8 protein,121,AL,2022-12-28,2022,12,28,USA
WBQ99834,DF.1.1,nucleocapsid phosphoprotein,416,AL,2022-12-28,2022,12,28,USA
WBQ99835,DF.1.1,ORF10 protein,38,AL,2022-12-28,2022,12,28,USA
WBR01882,BA.5.2.21,ORF1ab polyprotein,7093,AL,2022-12-28,2022,12,28,USA
WBR01883,BA.5.2.21,ORF1a polyprotein,4402,AL,2022-12-28,2022,12,28,USA
WBR01884,BA.5.2.21,surface glycoprotein,1267,AL,2022-12-28,2022,12,28,USA
WBR01885,BA.5.2.21,ORF3a protein,275,AL,2022-12-28,2022,12,28,USA
WBR01886,BA.5.2.21,envelope protein,75,AL,2022-12-28,2022,12,28,USA
WBR01887,BA.5.2.21,membrane glycoprotein,222,AL,2022-12-28,2022,12,28,USA
WBR01888,BA.5.2.21,ORF6 protein,61,AL,2022-12-28,2022,12,28,USA
WBR01889,BA.5.2.21,ORF7a protein,121,AL,2022-12-28,2022,12,28,USA
WBR01890,BA.5.2.21,ORF7b protein,43,AL,2022-12-28,2022,12,28,USA
WBR01891,BA.5.2.21,ORF8 protein,121,AL,2022-12-28,2022,12,28,USA
WBR01892,BA.5.2.21,nucleocapsid phosphoprotein,416,AL,2022-12-28,2022,12,28,USA
WBR01893,BA.5.2.21,ORF10 protein,38,AL,2022-12-28,2022,12,28,USA
WBR06240,BQ.1.1.5,ORF1ab polyprotein,7093,AL,2022-12-29,2022,12,29,USA
WBR06241,BQ.1.1.5,ORF1a polyprotein,4402,AL,2022-12-29,2022,12,29,USA
WBR06242,BQ.1.1.5,surface glycoprotein,1268,AL,2022-12-29,2022,12,29,USA
WBR06243,BQ.1.1.5,ORF3a protein,275,AL,2022-12-29,2022,12,29,USA
WBR06244,BQ.1.1.5,envelope protein,75,AL,2022-12-29,2022,12,29,USA
WBR06245,BQ.1.1.5,membrane glycoprotein,222,AL,2022-12-29,2022,12,29,USA
WBR06246,BQ.1.1.5,ORF6 protein,61,AL,2022-12-29,2022,12,29,USA
WBR06247,BQ.1.1.5,ORF7a protein,121,AL,2022-12-29,2022,12,29,USA
WBR06248,BQ.1.1.5,ORF7b protein,43,AL,2022-12-29,2022,12,29,USA
WBR06249,BQ.1.1.5,ORF8 protein,121,AL,2022-12-29,2022,12,29,USA
WBR06250,BQ.1.1.5,nucleocapsid phosphoprotein,416,AL,2022-12-29,2022,12,29,USA
WBR06251,BQ.1.1.5,ORF10 protein,38,AL,2022-12-29,2022,12,29,USA
WBR09092,BA.5.2,ORF1ab polyprotein,7093,AL,2022-12-29,2022,12,29,USA
WBR09093,BA.5.2,ORF1a polyprotein,4402,AL,2022-12-29,2022,12,29,USA
WBR09094,BA.5.2,surface glycoprotein,1268,AL,2022-12-29,2022,12,29,USA
WBR09095,BA.5.2,ORF3a protein,275,AL,2022-12-29,2022,12,29,USA
WBR09096,BA.5.2,envelope protein,75,AL,2022-12-29,2022,12,29,USA
WBR09097,BA.5.2,membrane glycoprotein,222,AL,2022-12-29,2022,12,29,USA
WBR09098,BA.5.2,ORF6 protein,61,AL,2022-12-29,2022,12,29,USA
WBR09099,BA.5.2,ORF7a protein,121,AL,2022-12-29,2022,12,29,USA
WBR09100,BA.5.2,ORF7b protein,43,AL,2022-12-29,2022,12,29,USA
WBR09101,BA.5.2,ORF8 protein,121,AL,2022-12-29,2022,12,29,USA
WBR09102,BA.5.2,nucleocapsid phosphoprotein,416,AL,2022-12-29,2022,12,29,USA
WBR09103,BA.5.2,ORF10 protein,38,AL,2022-12-29,2022,12,29,USA
WBR10644,BE.1.2,ORF1ab polyprotein,7093,AL,2022-12-30,2022,12,30,USA
WBR10645,BE.1.2,ORF1a polyprotein,4402,AL,2022-12-30,2022,12,30,USA
WBR10646,BE.1.2,surface glycoprotein,1268,AL,2022-12-30,2022,12,30,USA
WBR10647,BE.1.2,ORF3a protein,275,AL,2022-12-30,2022,12,30,USA
WBR10648,BE.1.2,envelope protein,75,AL,2022-12-30,2022,12,30,USA
WBR10649,BE.1.2,membrane glycoprotein,222,AL,2022-12-30,2022,12,30,USA
WBR10650,BE.1.2,ORF6 protein,61,AL,2022-12-30,2022,12,30,USA
WBR10651,BE.1.2,ORF7a protein,121,AL,2022-12-30,2022,12,30,USA
WBR10652,BE.1.2,ORF7b protein,43,AL,2022-12-30,2022,12,30,USA
WBR10653,BE.1.2,ORF8 protein,121,AL,2022-12-30,2022,12,30,USA
WBR10654,BE.1.2,nucleocapsid phosphoprotein,416,AL,2022-12-30,2022,12,30,USA
WBR10655,BE.1.2,ORF10 protein,38,AL,2022-12-30,2022,12,30,USA
WBO41055,BA.5.2.6,ORF1ab polyprotein,7093,AL,2022-12-26,2022,12,26,USA
WBO41056,BA.5.2.6,ORF1a polyprotein,4402,AL,2022-12-26,2022,12,26,USA
WBO41057,BA.5.2.6,surface glycoprotein,1268,AL,2022-12-26,2022,12,26,USA
WBO41058,BA.5.2.6,ORF3a protein,275,AL,2022-12-26,2022,12,26,USA
WBO41059,BA.5.2.6,envelope protein,75,AL,2022-12-26,2022,12,26,USA
WBO41060,BA.5.2.6,membrane glycoprotein,222,AL,2022-12-26,2022,12,26,USA
WBO41061,BA.5.2.6,ORF6 protein,61,AL,2022-12-26,2022,12,26,USA
WBO41062,BA.5.2.6,ORF7a protein,121,AL,2022-12-26,2022,12,26,USA
WBO41063,BA.5.2.6,ORF7b protein,43,AL,2022-12-26,2022,12,26,USA
WBO41064,BA.5.2.6,ORF8 protein,121,AL,2022-12-26,2022,12,26,USA
WBO41065,BA.5.2.6,nucleocapsid phosphoprotein,416,AL,2022-12-26,2022,12,26,USA
WBO41066,BA.5.2.6,ORF10 protein,38,AL,2022-12-26,2022,12,26,USA
WBO45725,XBB.1.10,ORF1ab polyprotein,7093,AL,2022-12-27,2022,12,27,USA
WBO45726,XBB.1.10,ORF1a polyprotein,4402,AL,2022-12-27,2022,12,27,USA
WBO45727,XBB.1.10,surface glycoprotein,1269,AL,2022-12-27,2022,12,27,USA
WBO45728,XBB.1.10,ORF3a protein,275,AL,2022-12-27,2022,12,27,USA
WBO45729,XBB.1.10,envelope protein,75,AL,2022-12-27,2022,12,27,USA
WBO45730,XBB.1.10,membrane glycoprotein,222,AL,2022-12-27,2022,12,27,USA
WBO45731,XBB.1.10,ORF6 protein,61,AL,2022-12-27,2022,12,27,USA
WBO45732,XBB.1.10,ORF7a protein,121,AL,2022-12-27,2022,12,27,USA
WBO45733,XBB.1.10,ORF7b protein,43,AL,2022-12-27,2022,12,27,USA
WBO45734,XBB.1.10,ORF8 protein,121,AL,2022-12-27,2022,12,27,USA
WBO45735,XBB.1.10,nucleocapsid phosphoprotein,416,AL,2022-12-27,2022,12,27,USA
WBO45736,XBB.1.10,ORF10 protein,38,AL,2022-12-27,2022,12,27,USA
WBG99824,BQ.1.23,ORF1ab polyprotein,7093,AL,2022-12-20,2022,12,20,USA
WBG99825,BQ.1.23,ORF1a polyprotein,4402,AL,2022-12-20,2022,12,20,USA
WBG99826,BQ.1.23,surface glycoprotein,1267,AL,2022-12-20,2022,12,20,USA
WBG99827,BQ.1.23,ORF3a protein,275,AL,2022-12-20,2022,12,20,USA
WBG99828,BQ.1.23,envelope protein,75,AL,2022-12-20,2022,12,20,USA
WBG99829,BQ.1.23,membrane glycoprotein,222,AL,2022-12-20,2022,12,20,USA
WBG99830,BQ.1.23,ORF6 protein,61,AL,2022-12-20,2022,12,20,USA
WBG99831,BQ.1.23,ORF7a protein,121,AL,2022-12-20,2022,12,20,USA
WBG99832,BQ.1.23,ORF7b protein,43,AL,2022-12-20,2022,12,20,USA
WBG99833,BQ.1.23,ORF8 protein,121,AL,2022-12-20,2022,12,20,USA
WBG99834,BQ.1.23,nucleocapsid phosphoprotein,416,AL,2022-12-20,2022,12,20,USA
WBG99835,BQ.1.23,ORF10 protein,38,AL,2022-12-20,2022,12,20,USA
WBH01661,CH.1.1,ORF1ab polyprotein,7093,AL,2022-12-21,2022,12,21,USA
WBH01662,CH.1.1,ORF1a polyprotein,4402,AL,2022-12-21,2022,12,21,USA
