Accession,Pangolin,Length,Country,Collection_Date,Year,Month,Day
OQ084976,AY.4.2,29840,Mexico,2021-12-29,2021,12,29
OQ087139,BA.1.15,29789,Mexico,2021-12-20,2021,12,20
OQ087140,BA.1.15,29785,Mexico,2022-01-05,2022,1,5
OQ087143,BA.1.1,29794,Mexico,2022-01-05,2022,1,5
OQ087145,BA.1,29794,Mexico,2022-01-04,2022,1,4
OQ087150,BA.1,29818,Mexico,2021-12-20,2021,12,20
OQ087151,BA.1.18,29818,Mexico,2021-12-29,2021,12,29
OQ087153,BA.1.1.16,29799,Mexico,2021-12-21,2021,12,21
OQ087159,BA.1.1,29795,Mexico,2021-12-23,2021,12,23
OQ087176,BA.1.1.2,29796,Mexico,2021-12-28,2021,12,28
OQ087178,BA.2.2.1,29793,Mexico,2021-12-30,2021,12,30
OQ087184,BA.1.1.18,29827,Mexico,2022-01-03,2022,1,3
OQ087212,BA.1.1.14,29796,Mexico,2022-01-04,2022,1,4
OQ087233,BA.1.15.1,29797,Mexico,2021-12-27,2021,12,27
OQ087243,BA.1.17.2,29796,Mexico,2021-12-28,2021,12,28
OQ087255,BA.1.18,29798,Mexico,2022-01-05,2022,1,5
OQ087285,BA.1.15.2,29793,Mexico,2021-12-29,2021,12,29
OQ087298,BA.1.20,29835,Mexico,2021-12-30,2021,12,30
OQ087346,BA.1.17,29796,Mexico,2021-12-27,2021,12,27
OQ087411,BA.1.1.1,29777,Mexico,2021-12-23,2021,12,23
OQ087511,BA.1.17,29783,Mexico,2022-01-02,2022,1,2
OQ087566,BA.1.17.2,29791,Mexico,2022-01-02,2022,1,2
OQ087575,BA.1.15.2,29781,Mexico,2022-01-02,2022,1,2
OQ087588,BA.1.13,29810,Mexico,2022-01-04,2022,1,4
OQ087698,BA.1.20,29788,Mexico,2022-01-05,2022,1,5
OQ087719,BA.1.13,29815,Mexico,2021-12-31,2021,12,31
OQ088094,BA.1.14,29786,Mexico,2021-12-28,2021,12,28
OQ088155,BA.2.2.1,29792,Mexico,2022-01-17,2022,1,17
OQ088163,BA.1.1,29799,Mexico,2022-02-01,2022,2,1
OQ088258,BA.1.15,29777,Mexico,2022-02-02,2022,2,2
OQ088303,BA.1,29794,Mexico,2022-02-02,2022,2,2
OQ088311,BA.1.1.14,29791,Mexico,2022-02-03,2022,2,3
OQ088375,BA.1.1.18,29796,Mexico,2022-02-03,2022,2,3
OQ088552,BA.2.9,29761,Mexico,2022-01-26,2022,1,26
OQ088751,BA.1.1.1,29793,Mexico,2022-01-10,2022,1,10
OQ088795,B.1.1.529,29802,Mexico,2022-01-10,2022,1,10
OQ088888,BA.1.1.2,29780,Mexico,2022-01-07,2022,1,7
OQ089035,BA.1.15.1,29826,Mexico,2022-01-20,2022,1,20
OQ089413,BA.1.14,29839,Mexico,2022-01-19,2022,1,19
OQ089625,BA.1.13,29789,Mexico,2022-02-03,2022,2,3
OQ089627,BA.1.18,29789,Mexico,2022-02-04,2022,2,4
OQ089653,BA.2,29797,Mexico,2022-02-10,2022,2,10
OQ089662,BA.1.17.2,29790,Mexico,2022-02-03,2022,2,3
OQ089671,BA.1.15.2,29814,Mexico,2022-02-02,2022,2,2
OQ089760,BA.1.1.16,29828,Mexico,2022-02-10,2022,2,10
OQ089771,BA.1.17,29787,Mexico,2022-02-02,2022,2,2
OQ089799,BA.2.9,29764,Mexico,2022-02-09,2022,2,9
OQ089876,BA.1.20,29813,Mexico,2022-02-02,2022,2,2
OQ089887,BA.1.1.16,29802,Mexico,2022-01-25,2022,1,25
OQ089937,BA.1.1.1,29799,Mexico,2022-02-10,2022,2,10
OQ090171,BA.1.1,29793,Mexico,2022-03-03,2022,3,3
OQ090172,BA.1.15,29785,Mexico,2022-03-23,2022,3,23
OQ090184,BA.2.9,29798,Mexico,2022-03-23,2022,3,23
OQ090214,BA.1,29772,Mexico,2022-03-07,2022,3,7
OQ090229,BA.1.18,29791,Mexico,2022-03-14,2022,3,14
OQ090267,BA.1.15.2,29776,Mexico,2022-03-19,2022,3,19
OQ090273,BA.1.20,29779,Mexico,2022-03-21,2022,3,21
OQ090336,BA.1.17,29813,Mexico,2022-03-03,2022,3,3
OQ090373,BA.1.13,29788,Mexico,2022-03-02,2022,3,2
OQ090414,BA.1.1.18,29792,Mexico,2022-03-05,2022,3,5
OQ090455,BA.2.3,29718,Mexico,2022-03-12,2022,3,12
OQ090509,BA.1.1.1,29818,Mexico,2022-03-03,2022,3,3
OQ090548,BA.2,29729,Mexico,2022-03-29,2022,3,29
OQ090736,BA.1.5,29794,Mexico,2022-02-18,2022,2,18
OQ090872,BA.2.2.1,29790,Mexico,2022-03-01,2022,3,1
OP268178,B,29903,Mexico,2022-08-19,2022,8,19
OP136952,BA.5.2,29711,Mexico,2022-06-15,2022,6,15
ON482355,AY.20,29745,Mexico,2021-10-04,2021,10,4
ON482445,AY.25.1,29745,Mexico,2021-10-13,2021,10,13
ON482446,AY.25,29745,Mexico,2021-10-19,2021,10,19
ON482450,AY.26,29745,Mexico,2021-09-30,2021,9,30
ON482451,AY.26,29745,Mexico,2021-10-17,2021,10,17
ON482494,AY.3,29745,Mexico,2021-10-04,2021,10,4
ON482513,AY.43,29745,Mexico,2021-10-09,2021,10,9
ON482514,AY.100,29740,Mexico,2021-10-16,2021,10,16
ON482515,AY.44,29745,Mexico,2021-10-18,2021,10,18
ON482517,AY.47,29745,Mexico,2021-10-12,2021,10,12
ON482527,AY.113,29745,Mexico,2021-10-17,2021,10,17
ON482541,AY.62,29745,Mexico,2021-10-19,2021,10,19
ON482550,AY.103,29745,Mexico,2021-10-19,2021,10,19
ON482590,AY.20,29803,Mexico,2021-09-29,2021,9,29
ON482592,AY.100,29812,Mexico,2021-09-29,2021,9,29
ON482625,AY.122,29811,Mexico,2021-10-23,2021,10,23
ON482628,AY.13,29832,Mexico,2021-09-27,2021,9,27
ON482652,B.1.617.2,29847,Mexico,2021-09-29,2021,9,29
ON482849,AY.25.1,29806,Mexico,2021-09-29,2021,9,29
ON482957,AY.3,29805,Mexico,2021-09-24,2021,9,24
ON482980,AY.105,29847,Mexico,2021-09-27,2021,9,27
ON482988,AY.103,29844,Mexico,2021-09-27,2021,9,27
ON482989,AY.122,29826,Mexico,2021-09-26,2021,9,26
ON483007,AY.62,29866,Mexico,2021-09-27,2021,9,27
ON483010,AY.113,29846,Mexico,2021-09-28,2021,9,28
ON483037,AY.47,29810,Mexico,2021-09-27,2021,9,27
ON483042,AY.75,29845,Mexico,2021-09-27,2021,9,27
ON483075,AY.44,29843,Mexico,2021-09-23,2021,9,23
ON483093,AY.101,29844,Mexico,2021-09-28,2021,9,28
ON483160,B.1.617.2,29818,Mexico,2021-10-06,2021,10,6
ON483442,AY.39,29817,Mexico,2021-10-12,2021,10,12
ON483727,AY.99.2,29745,Mexico,2021-10-19,2021,10,19
ON483732,AY.119.2,29745,Mexico,2021-10-20,2021,10,20
ON483753,AY.118,29745,Mexico,2021-10-19,2021,10,19
ON483762,AY.26,29837,Mexico,2021-06-17,2021,6,17
ON483937,AY.20,29820,Mexico,2021-08-05,2021,8,5
ON483942,AY.25,29803,Mexico,2021-09-09,2021,9,9
ON484043,AY.26,29820,Mexico,2021-08-05,2021,8,5
ON484068,AY.3,29847,Mexico,2021-08-06,2021,8,6
ON484143,AY.119,29821,Mexico,2021-09-09,2021,9,9
ON484162,B.1.617.2,29866,Mexico,2021-08-24,2021,8,24
ON484281,AY.43,29745,Mexico,2021-09-20,2021,9,20
ON484306,AY.39,29745,Mexico,2021-09-24,2021,9,24
ON484571,AY.103,29813,Mexico,2021-08-18,2021,8,18
ON484678,AY.122,29843,Mexico,2021-08-18,2021,8,18
ON484745,AY.74,29809,Mexico,2021-08-06,2021,8,6
ON484884,AY.100,29805,Mexico,2021-08-13,2021,8,13
ON484894,AY.25.1,29830,Mexico,2021-08-14,2021,8,14
ON484897,AY.26,29843,Mexico,2021-07-26,2021,7,26
ON484925,AY.113,29863,Mexico,2021-08-13,2021,8,13
ON484926,AY.62,29853,Mexico,2021-08-13,2021,8,13
ON484981,AY.13,29813,Mexico,2021-08-12,2021,8,12
ON484987,AY.54,29840,Mexico,2021-08-13,2021,8,13
ON485042,AY.98.1,29845,Mexico,2021-08-12,2021,8,12
ON485087,AY.14,29807,Mexico,2021-08-17,2021,8,17
ON485124,AY.20,29844,Mexico,2021-07-19,2021,7,19
ON485133,AY.53,29840,Mexico,2021-07-16,2021,7,16
ON485134,AY.100,29812,Mexico,2021-07-19,2021,7,19
ON485202,AY.25.1,29745,Mexico,2021-07-31,2021,7,31
ON485233,AY.3,29745,Mexico,2021-07-30,2021,7,30
ON485258,AY.13,29745,Mexico,2021-07-26,2021,7,26
ON485291,AY.62,29745,Mexico,2021-07-27,2021,7,27
ON485295,B.1.617.2,29751,Mexico,2021-07-25,2021,7,25
ON485308,AY.43,29745,Mexico,2021-07-26,2021,7,26
ON485369,AY.113,29745,Mexico,2021-07-28,2021,7,28
ON485378,AY.15,29745,Mexico,2021-07-27,2021,7,27
ON485419,AY.25,29745,Mexico,2021-07-27,2021,7,27
ON485460,AY.122,29745,Mexico,2021-07-30,2021,7,30
ON485531,A.2,29802,Mexico,2021-08-03,2021,8,3
ON485599,AY.38,29810,Mexico,2021-08-02,2021,8,2
ON485742,AY.44,29845,Mexico,2021-07-31,2021,7,31
ON485745,AY.44,29823,Mexico,2021-08-04,2021,8,4
ON485747,AY.25,29809,Mexico,2021-08-05,2021,8,5
ON485879,AY.53,29849,Mexico,2021-08-01,2021,8,1
ON485885,AY.15,29848,Mexico,2021-08-04,2021,8,4
ON485975,AY.20,29812,Mexico,2021-05-30,2021,5,30
ON486038,AY.20,29745,Mexico,2021-06-29,2021,6,29
ON486039,AY.100,29745,Mexico,2021-06-29,2021,6,29
ON486095,AY.103,29745,Mexico,2021-07-02,2021,7,2
ON486150,AY.75,29745,Mexico,2021-07-08,2021,7,8
ON486197,AY.2,29834,Mexico,2021-07-24,2021,7,24
ON486254,AY.74,29839,Mexico,2021-07-12,2021,7,12
ON486632,AY.2,29828,Mexico,2021-06-28,2021,6,28
ON486635,AY.74,29865,Mexico,2021-06-20,2021,6,20
ON486640,AY.62,29850,Mexico,2021-06-22,2021,6,22
ON486648,AY.3,29838,Mexico,2021-06-21,2021,6,21
ON486754,AY.122,29852,Mexico,2021-06-28,2021,6,28
ON486760,AY.105,29853,Mexico,2021-07-01,2021,7,1
ON486885,B.1.617.2,29857,Mexico,2021-05-22,2021,5,22
ON486888,AY.26,29819,Mexico,2021-05-28,2021,5,28
ON486900,AY.100,29808,Mexico,2021-05-28,2021,5,28
ON486992,AY.2,29745,Mexico,2021-08-27,2021,8,27
ON487326,AY.47,29745,Mexico,2021-08-23,2021,8,23
ON487348,AY.14,29843,Mexico,2021-09-01,2021,9,1
ON487761,AY.75,29810,Mexico,2021-08-27,2021,8,27
ON487901,AY.74,29844,Mexico,2021-09-09,2021,9,9
ON487918,AY.54,29840,Mexico,2021-09-03,2021,9,3
ON488156,AY.75,29806,Mexico,2021-10-25,2021,10,25
ON488204,AY.5,29844,Mexico,2021-10-21,2021,10,21
ON488288,AY.121,29841,Mexico,2021-10-24,2021,10,24
ON488574,AY.67,29812,Mexico,2021-10-30,2021,10,30
ON457663,B.1.1,29816,Mexico,2020-06-15,2020,6,15
OL790169,B.1.1.519,29831,Mexico,2021-02-12,2021,2,12
OL790171,B.1.1.519,29835,Mexico,2020-08-28,2020,8,28
OL790174,B.1.1.322,29809,Mexico,2020-12-08,2020,12,8
OL790175,B.1.243,29845,Mexico,2020-12-01,2020,12,1
OL790176,B.1.1.519,29825,Mexico,2020-12-01,2020,12,1
OL790178,B.1.1,29835,Mexico,2020-11-03,2020,11,3
OL790179,B.1,29831,Mexico,2020-11-03,2020,11,3
OL790180,B.1.1.222,29769,Mexico,2020-10-31,2020,10,31
OL790182,B.1.1,29830,Mexico,2020-08-05,2020,8,5
OL790183,B.1.1.222,29834,Mexico,2020-08-04,2020,8,4
OL790184,B.1.1.222,29834,Mexico,2020-07-01,2020,7,1
OL790186,B.1.1,29820,Mexico,2020-07-01,2020,7,1
OL790187,B.1.1.222,29900,Mexico,2020-06-08,2020,6,8
OL790190,B.1.609,29902,Mexico,2020-10-02,2020,10,2
OL790191,B.1.1,29900,Mexico,2020-05-20,2020,5,20
OL790192,B.1.189,29826,Mexico,2020-04-23,2020,4,23
OL790193,B.1,29834,Mexico,2020-04-20,2020,4,20
OL580734,B.1.1.7,29805,Mexico,2021-05-30,2021,5,30
OL461235,B.1.1.7,29815,Mexico,2021-06-04,2021,6,4
OL461237,Q.3,29846,Mexico,2021-06-18,2021,6,18
OL461241,B.1.1.7,29793,Mexico,2021-03-17,2021,3,17
OL461246,B.1.1.7,29739,Mexico,2021-04-29,2021,4,29
OL461488,B.1.1.7,29818,Mexico,2021-07-01,2021,7,1
OL461510,Q.3,29807,Mexico,2021-05-31,2021,5,31
OK546752,B.1.429,29888,Mexico,2021-03-24,2021,3,24
OK547165,B.1.551,29598,Mexico,2020-11-12,2020,11,12
OK547172,B.1.243,29598,Mexico,2020-11-18,2020,11,18
OK547173,B.1.427,29598,Mexico,2020-11-19,2020,11,19
OK547175,B.1.232,29598,Mexico,2020-11-20,2020,11,20
OK547177,B.1.1.222,29598,Mexico,2020-11-20,2020,11,20
OK547189,B.1.561,29598,Mexico,2020-11-24,2020,11,24
OK547191,B.1.241,29598,Mexico,2020-11-24,2020,11,24
OK547206,B.1.2,29598,Mexico,2020-11-25,2020,11,25
OK547229,B.1.1.432,29598,Mexico,2020-11-30,2020,11,30
OK547232,B.1.561,29598,Mexico,2020-12-01,2020,12,1
OK547233,B.1.551,29598,Mexico,2020-12-02,2020,12,2
OK547234,B.1.1.362,29598,Mexico,2020-12-02,2020,12,2
OK547235,B.1.1.222,29598,Mexico,2020-12-02,2020,12,2
OK547237,B.1.2,29598,Mexico,2020-12-02,2020,12,2
OK547242,B.1.1,29598,Mexico,2020-12-02,2020,12,2
OK547245,B.1.427,29598,Mexico,2020-12-03,2020,12,3
OK547246,B.1.429,29598,Mexico,2020-12-03,2020,12,3
OK547247,B.1.1.432,29598,Mexico,2020-12-03,2020,12,3
OK547254,B.1.1.316,29598,Mexico,2020-12-04,2020,12,4
OK547274,B.1,29598,Mexico,2020-12-09,2020,12,9
OK547374,B.1.427,29598,Mexico,2021-02-02,2021,2,2
OK547381,B.1.427,29598,Mexico,2021-01-25,2021,1,25
OK547405,B.1.1.519,29598,Mexico,2021-01-28,2021,1,28
OK547410,B.1,29598,Mexico,2021-01-29,2021,1,29
OK547416,B.1.2,29598,Mexico,2021-01-29,2021,1,29
OK547417,B.1,29598,Mexico,2021-02-18,2021,2,18
OK547429,B.1.232,29598,Mexico,2021-01-22,2021,1,22
OK547430,B.1.1.362,29598,Mexico,2021-02-02,2021,2,2
OK547437,B.1.429,29598,Mexico,2021-01-25,2021,1,25
OK547527,B.1.232,29598,Mexico,2020-12-11,2020,12,11
OK547530,B.1.396,29598,Mexico,2020-12-11,2020,12,11
OK547586,B.1.599,29598,Mexico,2020-12-22,2020,12,22
OK547587,B.1.558,29598,Mexico,2020-12-22,2020,12,22
OK547591,B.1.177.53,29598,Mexico,2020-12-22,2020,12,22
OK547609,B.1.397,29598,Mexico,2020-11-27,2020,11,27
OK547785,B.1.1.519,29598,Mexico,2021-05-04,2021,5,4
OK548920,B.1.267,29598,Mexico,2020-04-03,2020,4,3
OK548924,B.1.243,29598,Mexico,2020-04-08,2020,4,8
OK548925,B.1.320,29598,Mexico,2020-04-09,2020,4,9
OK548926,B.1.397,29598,Mexico,2020-04-07,2020,4,7
OK548936,B.1.609,29598,Mexico,2020-04-08,2020,4,8
OK548937,B.1.239,29598,Mexico,2020-04-09,2020,4,9
OK548941,B.1.1,29598,Mexico,2020-04-10,2020,4,10
OK548993,B.1.243,29598,Mexico,2020-05-04,2020,5,4
OK548995,B.1.241,29598,Mexico,2020-04-28,2020,4,28
OK549000,B.1.239,29598,Mexico,2020-05-01,2020,5,1
OK549005,A.5,29598,Mexico,2020-05-03,2020,5,3
OK549006,B.1.609,29598,Mexico,2020-05-03,2020,5,3
OK549010,B.1.558,29598,Mexico,2020-05-05,2020,5,5
OK549016,B.1,29598,Mexico,2020-05-07,2020,5,7
OK549017,B.1.1.71,29598,Mexico,2020-05-09,2020,5,9
OK549033,B.1.405,29598,Mexico,2020-05-08,2020,5,8
OK549049,B.1.397,29598,Mexico,2020-05-08,2020,5,8
OK549164,B.1.533,29598,Mexico,2020-04-24,2020,4,24
OK549205,B.1.400,29598,Mexico,2020-04-27,2020,4,27
OK549207,B.1.245,29598,Mexico,2020-04-28,2020,4,28
OK549220,B.1.241,29595,Mexico,2020-05-14,2020,5,14
OK549225,B.1.245,29598,Mexico,2020-05-13,2020,5,13
OK549228,B.1.320,29598,Mexico,2020-05-16,2020,5,16
OK549244,B.1.399,29598,Mexico,2020-05-17,2020,5,17
OK549342,B.1.243,29598,Mexico,2020-06-08,2020,6,8
OK549346,B.1,29598,Mexico,2020-06-19,2020,6,19
OK549350,B.1.243,29598,Mexico,2020-07-04,2020,7,4
OK549354,B.1,29598,Mexico,2020-09-07,2020,9,7
OK549355,B.1.243,29598,Mexico,2020-09-09,2020,9,9
OK549356,B.1.1,29598,Mexico,2020-09-25,2020,9,25
OK549357,B.1.1.432,29598,Mexico,2020-09-28,2020,9,28
OK549367,B.1.609,29598,Mexico,2020-12-01,2020,12,1
OK550224,P.1.10,29593,Mexico,2021-06-28,2021,6,28
OK550226,P.1,29593,Mexico,2021-06-29,2021,6,29
OK550228,P.1,29593,Mexico,2021-07-03,2021,7,3
OK550233,P.1.7,29593,Mexico,2021-06-30,2021,6,30
OK550235,P.1.17,29593,Mexico,2021-06-28,2021,6,28
OK550245,P.1.7,29593,Mexico,2021-07-02,2021,7,2
OK550249,P.1.15,29593,Mexico,2021-06-28,2021,6,28
OK550250,B.1.1.519,29598,Mexico,2021-07-02,2021,7,2
OK550278,C.37,29568,Mexico,2021-07-04,2021,7,4
OK550284,B.1.427,29598,Mexico,2021-07-03,2021,7,3
OK550286,P.1.15,29593,Mexico,2021-07-04,2021,7,4
OK435170,B.1.2,29823,Mexico,2021-02-11,2021,2,11
OK435174,B.1.429,29820,Mexico,2021-02-09,2021,2,9
OK435194,B.1.1.344,29824,Mexico,2020-04-09,2020,4,9
OK435210,B.1.1.222,29823,Mexico,2020-04-30,2020,4,30
OK435227,B.1.609,29882,Mexico,2021-01-30,2021,1,30
OK435232,B.1.243,29824,Mexico,2021-02-11,2021,2,11
OK435237,B.1.609,29870,Mexico,2021-02-28,2021,2,28
OK435239,B.1.609,29892,Mexico,2020-06-06,2020,6,6
OK435248,B.1.1.432,29823,Mexico,2021-02-10,2021,2,10
OK435307,B.1.1.7,29772,Mexico,2021-02-10,2021,2,10
OK435311,P.1,29794,Mexico,2021-02-03,2021,2,3
OK435343,B.1.1,29885,Mexico,2021-01-30,2021,1,30
OK435356,B.1.189,29869,Mexico,2020-12-23,2020,12,23
OK435377,B.1.551,29822,Mexico,2021-02-11,2021,2,11
OK435397,B.1.1.222,29822,Mexico,2021-02-12,2021,2,12
OK435440,B,29823,Mexico,2020-12-10,2020,12,10
OK435441,B.1.1.222,29853,Mexico,2020-05-04,2020,5,4
OK435452,B.1.609,29815,Mexico,2020-03-28,2020,3,28
OK435546,A.1,29819,Mexico,2020-03-27,2020,3,27
OK435584,B.1.189,29831,Mexico,2020-05-05,2020,5,5
OK435602,B.1,29822,Mexico,2020-03-30,2020,3,30
OK435663,B.1.1,29791,Mexico,2021-02-23,2021,2,23
OK435674,B.1.558,29759,Mexico,2021-02-12,2021,2,12
OK435698,B.1.1.316,29799,Mexico,2021-02-15,2021,2,15
OK435807,B.1.609,29851,Mexico,2020-07-11,2020,7,11
OK435809,B.1,29818,Mexico,2020-08-02,2020,8,2
OK435924,B.1.635,29811,Mexico,2021-02-22,2021,2,22
OK436001,B.1.241,29825,Mexico,2020-06-03,2020,6,3
OK436016,B.1.396,29798,Mexico,2021-02-11,2021,2,11
OK436038,B.1.1.207,29832,Mexico,2021-02-16,2021,2,16
OK436046,A.2.5,29799,Mexico,2021-02-19,2021,2,19
OK436185,B.1.1.244,29856,Mexico,2020-12-21,2020,12,21
OK436274,B.1.111,29844,Mexico,2020-05-17,2020,5,17
OK436296,B.1.1.329,29851,Mexico,2020-06-02,2020,6,2
OK436305,B.1.1.344,29821,Mexico,2020-06-26,2020,6,26
OK436340,B.1.239,29821,Mexico,2021-02-11,2021,2,11
OK436359,B.1.561,29798,Mexico,2021-02-18,2021,2,18
OK436367,B.1.241,29792,Mexico,2021-02-23,2021,2,23
OK436506,B.1.1.432,29852,Mexico,2020-05-19,2020,5,19
OK436534,B.1.397,29799,Mexico,2021-02-19,2021,2,19
OK436586,B.1.366,29823,Mexico,2020-05-02,2020,5,2
OK436677,B.1.400,29793,Mexico,2021-02-18,2021,2,18
MZ375854,B.1.427,29870,Mexico,2021-05-06,2021,5,6
MW884219,P.2,29895,Mexico,2021-01-04,2021,1,4
MW595908,B.1.397,29855,Mexico,2020-09-21,2020,9,21
MW315215,B.1.400,29862,Mexico,2020-05-28,2020,5,28
MT810775,B.1.558,29409,Mexico,2020-04-22,2020,4,22
MT810783,B.1.267,29409,Mexico,2020-03-27,2020,3,27
OQ592578,BA.5.2,29749,Viet Nam,2022-08-02,2022,8,2
