Accession,Pangolin,Protein,Length,State,Collection_Date,Year,Month,Day,Country
WCS94761,BF.7,ORF1ab polyprotein,7093,CT,2022-11-08,2022,11,8,USA
WCS94762,BF.7,ORF1a polyprotein,4402,CT,2022-11-08,2022,11,8,USA
WCS94763,BF.7,surface glycoprotein,1268,CT,2022-11-08,2022,11,8,USA
WCS94764,BF.7,ORF3a protein,275,CT,2022-11-08,2022,11,8,USA
WCS94765,BF.7,envelope protein,75,CT,2022-11-08,2022,11,8,USA
WCS94766,BF.7,membrane glycoprotein,222,CT,2022-11-08,2022,11,8,USA
WCS94767,BF.7,ORF6 protein,61,CT,2022-11-08,2022,11,8,USA
WCS94768,BF.7,ORF7a protein,121,CT,2022-11-08,2022,11,8,USA
WCS94769,BF.7,ORF7b protein,43,CT,2022-11-08,2022,11,8,USA
WCS94770,BF.7,ORF8 protein,121,CT,2022-11-08,2022,11,8,USA
WCS94771,BF.7,nucleocapsid phosphoprotein,416,CT,2022-11-08,2022,11,8,USA
WCS94772,BF.7,ORF10 protein,38,CT,2022-11-08,2022,11,8,USA
WCS94784,BA.5.1.33,ORF1ab polyprotein,7093,CT,2022-11-11,2022,11,11,USA
WCS94785,BA.5.1.33,ORF1a polyprotein,4402,CT,2022-11-11,2022,11,11,USA
WCS94786,BA.5.1.33,surface glycoprotein,1268,CT,2022-11-11,2022,11,11,USA
WCS94787,BA.5.1.33,ORF3a protein,275,CT,2022-11-11,2022,11,11,USA
WCS94788,BA.5.1.33,envelope protein,75,CT,2022-11-11,2022,11,11,USA
WCS94789,BA.5.1.33,membrane glycoprotein,222,CT,2022-11-11,2022,11,11,USA
WCS94790,BA.5.1.33,ORF6 protein,61,CT,2022-11-11,2022,11,11,USA
WCS94791,BA.5.1.33,ORF7a protein,121,CT,2022-11-11,2022,11,11,USA
WCS94792,BA.5.1.33,ORF7b protein,43,CT,2022-11-11,2022,11,11,USA
WCS94793,BA.5.1.33,ORF8 protein,121,CT,2022-11-11,2022,11,11,USA
WCS94794,BA.5.1.33,nucleocapsid phosphoprotein,416,CT,2022-11-11,2022,11,11,USA
WCS94795,BA.5.1.33,ORF10 protein,38,CT,2022-11-11,2022,11,11,USA
WCS94796,BA.5.2.34,ORF1ab polyprotein,7093,CT,2022-11-11,2022,11,11,USA
WCS94797,BA.5.2.34,ORF1a polyprotein,4402,CT,2022-11-11,2022,11,11,USA
WCS94798,BA.5.2.34,surface glycoprotein,1268,CT,2022-11-11,2022,11,11,USA
WCS94799,BA.5.2.34,ORF3a protein,275,CT,2022-11-11,2022,11,11,USA
WCS94800,BA.5.2.34,envelope protein,75,CT,2022-11-11,2022,11,11,USA
WCS94801,BA.5.2.34,membrane glycoprotein,222,CT,2022-11-11,2022,11,11,USA
WCS94802,BA.5.2.34,ORF6 protein,61,CT,2022-11-11,2022,11,11,USA
WCS94803,BA.5.2.34,ORF7a protein,121,CT,2022-11-11,2022,11,11,USA
WCS94804,BA.5.2.34,ORF7b protein,43,CT,2022-11-11,2022,11,11,USA
WCS94805,BA.5.2.34,ORF8 protein,121,CT,2022-11-11,2022,11,11,USA
WCS94806,BA.5.2.34,nucleocapsid phosphoprotein,416,CT,2022-11-11,2022,11,11,USA
WCS94807,BA.5.2.34,ORF10 protein,38,CT,2022-11-11,2022,11,11,USA
WCI23057,CQ.2,ORF1ab polyprotein,7093,CT,2022-12-25,2022,12,25,USA
WCI23058,CQ.2,ORF1a polyprotein,4402,CT,2022-12-25,2022,12,25,USA
WCI23059,CQ.2,surface glycoprotein,1267,CT,2022-12-25,2022,12,25,USA
WCI23060,CQ.2,ORF3a protein,275,CT,2022-12-25,2022,12,25,USA
WCI23061,CQ.2,envelope protein,75,CT,2022-12-25,2022,12,25,USA
WCI23062,CQ.2,membrane glycoprotein,222,CT,2022-12-25,2022,12,25,USA
WCI23063,CQ.2,ORF6 protein,61,CT,2022-12-25,2022,12,25,USA
WCI23064,CQ.2,ORF7a protein,121,CT,2022-12-25,2022,12,25,USA
WCI23065,CQ.2,ORF7b protein,43,CT,2022-12-25,2022,12,25,USA
WCI23066,CQ.2,ORF8 protein,121,CT,2022-12-25,2022,12,25,USA
WCI23067,CQ.2,nucleocapsid phosphoprotein,416,CT,2022-12-25,2022,12,25,USA
WCI23068,CQ.2,ORF10 protein,38,CT,2022-12-25,2022,12,25,USA
WCI23172,BQ.1.1,ORF1ab polyprotein,7093,CT,2022-12-26,2022,12,26,USA
WCI23173,BQ.1.1,ORF1a polyprotein,4402,CT,2022-12-26,2022,12,26,USA
WCI23174,BQ.1.1,surface glycoprotein,1268,CT,2022-12-26,2022,12,26,USA
WCI23175,BQ.1.1,ORF3a protein,275,CT,2022-12-26,2022,12,26,USA
WCI23176,BQ.1.1,envelope protein,75,CT,2022-12-26,2022,12,26,USA
WCI23177,BQ.1.1,membrane glycoprotein,222,CT,2022-12-26,2022,12,26,USA
WCI23178,BQ.1.1,ORF6 protein,61,CT,2022-12-26,2022,12,26,USA
WCI23179,BQ.1.1,ORF7a protein,121,CT,2022-12-26,2022,12,26,USA
WCI23180,BQ.1.1,ORF7b protein,43,CT,2022-12-26,2022,12,26,USA
WCI23181,BQ.1.1,ORF8 protein,121,CT,2022-12-26,2022,12,26,USA
WCI23182,BQ.1.1,nucleocapsid phosphoprotein,416,CT,2022-12-26,2022,12,26,USA
WCI23183,BQ.1.1,ORF10 protein,38,CT,2022-12-26,2022,12,26,USA
WCI23484,BA.2.12.1,ORF1ab polyprotein,7093,CT,2022-12-29,2022,12,29,USA
WCI23485,BA.2.12.1,ORF1a polyprotein,4402,CT,2022-12-29,2022,12,29,USA
WCI23486,BA.2.12.1,surface glycoprotein,1265,CT,2022-12-29,2022,12,29,USA
WCI23487,BA.2.12.1,ORF3a protein,275,CT,2022-12-29,2022,12,29,USA
WCI23488,BA.2.12.1,envelope protein,75,CT,2022-12-29,2022,12,29,USA
WCI23489,BA.2.12.1,membrane glycoprotein,222,CT,2022-12-29,2022,12,29,USA
WCI23490,BA.2.12.1,ORF6 protein,61,CT,2022-12-29,2022,12,29,USA
WCI23491,BA.2.12.1,ORF7a protein,121,CT,2022-12-29,2022,12,29,USA
WCI23492,BA.2.12.1,ORF7b protein,43,CT,2022-12-29,2022,12,29,USA
WCI23493,BA.2.12.1,ORF8 protein,121,CT,2022-12-29,2022,12,29,USA
WCI23494,BA.2.12.1,nucleocapsid phosphoprotein,416,CT,2022-12-29,2022,12,29,USA
WCI23495,BA.2.12.1,ORF10 protein,38,CT,2022-12-29,2022,12,29,USA
WCF78275,BA.4.6.5,ORF1ab polyprotein,7090,CT,2022-11-09,2022,11,9,USA
WCF78276,BA.4.6.5,ORF1a polyprotein,4399,CT,2022-11-09,2022,11,9,USA
WCF78277,BA.4.6.5,surface glycoprotein,1268,CT,2022-11-09,2022,11,9,USA
WCF78278,BA.4.6.5,ORF3a protein,275,CT,2022-11-09,2022,11,9,USA
WCF78279,BA.4.6.5,envelope protein,75,CT,2022-11-09,2022,11,9,USA
WCF78280,BA.4.6.5,membrane glycoprotein,222,CT,2022-11-09,2022,11,9,USA
WCF78281,BA.4.6.5,ORF6 protein,61,CT,2022-11-09,2022,11,9,USA
WCF78282,BA.4.6.5,ORF7a protein,121,CT,2022-11-09,2022,11,9,USA
WCF78283,BA.4.6.5,ORF7b protein,43,CT,2022-11-09,2022,11,9,USA
WCF78284,BA.4.6.5,ORF8 protein,121,CT,2022-11-09,2022,11,9,USA
WCF78285,BA.4.6.5,nucleocapsid phosphoprotein,416,CT,2022-11-09,2022,11,9,USA
WCF78286,BA.4.6.5,ORF10 protein,38,CT,2022-11-09,2022,11,9,USA
WCB30800,BQ.1.1.18,ORF1ab polyprotein,7093,CT,2022-12-02,2022,12,2,USA
WCB30801,BQ.1.1.18,ORF1a polyprotein,4402,CT,2022-12-02,2022,12,2,USA
WCB30802,BQ.1.1.18,surface glycoprotein,1268,CT,2022-12-02,2022,12,2,USA
WCB30803,BQ.1.1.18,ORF3a protein,275,CT,2022-12-02,2022,12,2,USA
WCB30804,BQ.1.1.18,envelope protein,75,CT,2022-12-02,2022,12,2,USA
WCB30805,BQ.1.1.18,membrane glycoprotein,222,CT,2022-12-02,2022,12,2,USA
WCB30806,BQ.1.1.18,ORF6 protein,61,CT,2022-12-02,2022,12,2,USA
WCB30807,BQ.1.1.18,ORF7a protein,121,CT,2022-12-02,2022,12,2,USA
WCB30808,BQ.1.1.18,ORF7b protein,43,CT,2022-12-02,2022,12,2,USA
WCB30809,BQ.1.1.18,ORF8 protein,121,CT,2022-12-02,2022,12,2,USA
WCB30810,BQ.1.1.18,nucleocapsid phosphoprotein,416,CT,2022-12-02,2022,12,2,USA
WCB30811,BQ.1.1.18,ORF10 protein,38,CT,2022-12-02,2022,12,2,USA
WBT64144,BQ.1.2,ORF1ab polyprotein,7093,CT,2022-12-30,2022,12,30,USA
WBT64145,BQ.1.2,ORF1a polyprotein,4402,CT,2022-12-30,2022,12,30,USA
WBT64146,BQ.1.2,surface glycoprotein,1268,CT,2022-12-30,2022,12,30,USA
WBT64147,BQ.1.2,ORF3a protein,275,CT,2022-12-30,2022,12,30,USA
WBT64148,BQ.1.2,envelope protein,75,CT,2022-12-30,2022,12,30,USA
WBT64149,BQ.1.2,membrane glycoprotein,222,CT,2022-12-30,2022,12,30,USA
WBT64150,BQ.1.2,ORF6 protein,61,CT,2022-12-30,2022,12,30,USA
WBT64151,BQ.1.2,ORF7a protein,121,CT,2022-12-30,2022,12,30,USA
WBT64152,BQ.1.2,ORF7b protein,43,CT,2022-12-30,2022,12,30,USA
WBT64153,BQ.1.2,ORF8 protein,121,CT,2022-12-30,2022,12,30,USA
WBT64154,BQ.1.2,nucleocapsid phosphoprotein,416,CT,2022-12-30,2022,12,30,USA
WBT64155,BQ.1.2,ORF10 protein,38,CT,2022-12-30,2022,12,30,USA
WBT65495,BQ.1.12,ORF1ab polyprotein,7093,CT,2022-12-31,2022,12,31,USA
WBT65496,BQ.1.12,ORF1a polyprotein,4402,CT,2022-12-31,2022,12,31,USA
WBT65497,BQ.1.12,surface glycoprotein,1268,CT,2022-12-31,2022,12,31,USA
WBT65498,BQ.1.12,ORF3a protein,275,CT,2022-12-31,2022,12,31,USA
WBT65499,BQ.1.12,envelope protein,75,CT,2022-12-31,2022,12,31,USA
WBT65500,BQ.1.12,membrane glycoprotein,222,CT,2022-12-31,2022,12,31,USA
WBT65501,BQ.1.12,ORF6 protein,61,CT,2022-12-31,2022,12,31,USA
WBT65502,BQ.1.12,ORF7a protein,121,CT,2022-12-31,2022,12,31,USA
WBT65503,BQ.1.12,ORF7b protein,43,CT,2022-12-31,2022,12,31,USA
WBT65504,BQ.1.12,ORF8 protein,121,CT,2022-12-31,2022,12,31,USA
WBT65505,BQ.1.12,nucleocapsid phosphoprotein,416,CT,2022-12-31,2022,12,31,USA
WBT65506,BQ.1.12,ORF10 protein,38,CT,2022-12-31,2022,12,31,USA
WBO38965,BE.1.1,ORF1ab polyprotein,7093,CT,2022-12-23,2022,12,23,USA
WBO38966,BE.1.1,ORF1a polyprotein,4402,CT,2022-12-23,2022,12,23,USA
WBO38967,BE.1.1,surface glycoprotein,1268,CT,2022-12-23,2022,12,23,USA
WBO38968,BE.1.1,ORF3a protein,275,CT,2022-12-23,2022,12,23,USA
WBO38969,BE.1.1,envelope protein,75,CT,2022-12-23,2022,12,23,USA
WBO38970,BE.1.1,membrane glycoprotein,222,CT,2022-12-23,2022,12,23,USA
WBO38971,BE.1.1,ORF6 protein,61,CT,2022-12-23,2022,12,23,USA
WBO38972,BE.1.1,ORF7a protein,121,CT,2022-12-23,2022,12,23,USA
WBO38973,BE.1.1,ORF7b protein,43,CT,2022-12-23,2022,12,23,USA
WBO38974,BE.1.1,ORF8 protein,121,CT,2022-12-23,2022,12,23,USA
WBO38975,BE.1.1,nucleocapsid phosphoprotein,416,CT,2022-12-23,2022,12,23,USA
WBO38976,BE.1.1,ORF10 protein,38,CT,2022-12-23,2022,12,23,USA
WBO40153,DL.1,ORF1ab polyprotein,7093,CT,2022-12-26,2022,12,26,USA
WBO40154,DL.1,ORF1a polyprotein,4402,CT,2022-12-26,2022,12,26,USA
WBO40155,DL.1,surface glycoprotein,1268,CT,2022-12-26,2022,12,26,USA
WBO40156,DL.1,ORF3a protein,275,CT,2022-12-26,2022,12,26,USA
WBO40157,DL.1,envelope protein,75,CT,2022-12-26,2022,12,26,USA
WBO40158,DL.1,membrane glycoprotein,222,CT,2022-12-26,2022,12,26,USA
WBO40159,DL.1,ORF6 protein,61,CT,2022-12-26,2022,12,26,USA
WBO40160,DL.1,ORF7a protein,121,CT,2022-12-26,2022,12,26,USA
WBO40161,DL.1,ORF7b protein,43,CT,2022-12-26,2022,12,26,USA
WBO40162,DL.1,ORF8 protein,121,CT,2022-12-26,2022,12,26,USA
WBO40163,DL.1,nucleocapsid phosphoprotein,416,CT,2022-12-26,2022,12,26,USA
WBO40164,DL.1,ORF10 protein,38,CT,2022-12-26,2022,12,26,USA
WBO40453,BQ.1.18,ORF1ab polyprotein,7093,CT,2022-12-26,2022,12,26,USA
WBO40454,BQ.1.18,ORF1a polyprotein,4402,CT,2022-12-26,2022,12,26,USA
WBO40455,BQ.1.18,surface glycoprotein,1267,CT,2022-12-26,2022,12,26,USA
WBO40456,BQ.1.18,ORF3a protein,275,CT,2022-12-26,2022,12,26,USA
WBO40457,BQ.1.18,envelope protein,75,CT,2022-12-26,2022,12,26,USA
WBO40458,BQ.1.18,membrane glycoprotein,222,CT,2022-12-26,2022,12,26,USA
WBO40459,BQ.1.18,ORF6 protein,61,CT,2022-12-26,2022,12,26,USA
WBO40460,BQ.1.18,ORF7a protein,121,CT,2022-12-26,2022,12,26,USA
WBO40461,BQ.1.18,ORF7b protein,43,CT,2022-12-26,2022,12,26,USA
WBO40462,BQ.1.18,ORF8 protein,121,CT,2022-12-26,2022,12,26,USA
WBO40463,BQ.1.18,nucleocapsid phosphoprotein,416,CT,2022-12-26,2022,12,26,USA
WBO40464,BQ.1.18,ORF10 protein,38,CT,2022-12-26,2022,12,26,USA
WBO40465,BQ.1,ORF1ab polyprotein,7093,CT,2022-12-26,2022,12,26,USA
WBO40466,BQ.1,ORF1a polyprotein,4402,CT,2022-12-26,2022,12,26,USA
WBO40467,BQ.1,surface glycoprotein,1267,CT,2022-12-26,2022,12,26,USA
WBO40468,BQ.1,ORF3a protein,275,CT,2022-12-26,2022,12,26,USA
WBO40469,BQ.1,envelope protein,75,CT,2022-12-26,2022,12,26,USA
WBO40470,BQ.1,membrane glycoprotein,222,CT,2022-12-26,2022,12,26,USA
WBO40471,BQ.1,ORF6 protein,61,CT,2022-12-26,2022,12,26,USA
WBO40472,BQ.1,ORF7a protein,121,CT,2022-12-26,2022,12,26,USA
WBO40473,BQ.1,ORF7b protein,43,CT,2022-12-26,2022,12,26,USA
WBO40474,BQ.1,ORF8 protein,121,CT,2022-12-26,2022,12,26,USA
WBO40475,BQ.1,nucleocapsid phosphoprotein,416,CT,2022-12-26,2022,12,26,USA
WBO40476,BQ.1,ORF10 protein,38,CT,2022-12-26,2022,12,26,USA
WBO43001,BQ.1.1.68,ORF1ab polyprotein,7093,CT,2022-12-26,2022,12,26,USA
WBO43002,BQ.1.1.68,ORF1a polyprotein,4402,CT,2022-12-26,2022,12,26,USA
WBO43003,BQ.1.1.68,surface glycoprotein,1268,CT,2022-12-26,2022,12,26,USA
WBO43004,BQ.1.1.68,ORF3a protein,275,CT,2022-12-26,2022,12,26,USA
WBO43005,BQ.1.1.68,envelope protein,75,CT,2022-12-26,2022,12,26,USA
WBO43006,BQ.1.1.68,membrane glycoprotein,222,CT,2022-12-26,2022,12,26,USA
WBO43007,BQ.1.1.68,ORF6 protein,61,CT,2022-12-26,2022,12,26,USA
WBO43008,BQ.1.1.68,ORF7a protein,121,CT,2022-12-26,2022,12,26,USA
WBO43009,BQ.1.1.68,ORF7b protein,43,CT,2022-12-26,2022,12,26,USA
WBO43010,BQ.1.1.68,ORF8 protein,121,CT,2022-12-26,2022,12,26,USA
WBO43011,BQ.1.1.68,nucleocapsid phosphoprotein,416,CT,2022-12-26,2022,12,26,USA
WBO43012,BQ.1.1.68,ORF10 protein,38,CT,2022-12-26,2022,12,26,USA
WBO43147,CH.1.1,ORF1ab polyprotein,7093,CT,2022-12-26,2022,12,26,USA
WBO43148,CH.1.1,ORF1a polyprotein,4402,CT,2022-12-26,2022,12,26,USA
WBO43149,CH.1.1,surface glycoprotein,1270,CT,2022-12-26,2022,12,26,USA
WBO43150,CH.1.1,ORF3a protein,275,CT,2022-12-26,2022,12,26,USA
WBO43151,CH.1.1,envelope protein,75,CT,2022-12-26,2022,12,26,USA
WBO43152,CH.1.1,membrane glycoprotein,222,CT,2022-12-26,2022,12,26,USA
WBO43153,CH.1.1,ORF6 protein,61,CT,2022-12-26,2022,12,26,USA
WBO43154,CH.1.1,ORF7a protein,121,CT,2022-12-26,2022,12,26,USA
WBO43155,CH.1.1,ORF7b protein,43,CT,2022-12-26,2022,12,26,USA
WBO43156,CH.1.1,ORF8 protein,121,CT,2022-12-26,2022,12,26,USA
WBO43157,CH.1.1,nucleocapsid phosphoprotein,416,CT,2022-12-26,2022,12,26,USA
WBO43158,CH.1.1,ORF10 protein,38,CT,2022-12-26,2022,12,26,USA
WBO43264,CK.1,ORF1ab polyprotein,7093,CT,2022-12-26,2022,12,26,USA
WBO43265,CK.1,ORF1a polyprotein,4402,CT,2022-12-26,2022,12,26,USA
WBO43266,CK.1,surface glycoprotein,1267,CT,2022-12-26,2022,12,26,USA
WBO43267,CK.1,ORF3a protein,275,CT,2022-12-26,2022,12,26,USA
WBO43268,CK.1,envelope protein,75,CT,2022-12-26,2022,12,26,USA
WBO43269,CK.1,membrane glycoprotein,222,CT,2022-12-26,2022,12,26,USA
WBO43270,CK.1,ORF6 protein,61,CT,2022-12-26,2022,12,26,USA
WBO43271,CK.1,ORF7a protein,121,CT,2022-12-26,2022,12,26,USA
WBO43272,CK.1,ORF7b protein,43,CT,2022-12-26,2022,12,26,USA
WBO43273,CK.1,ORF8 protein,121,CT,2022-12-26,2022,12,26,USA
WBO43274,CK.1,nucleocapsid phosphoprotein,416,CT,2022-12-26,2022,12,26,USA
WBO43275,CK.1,ORF10 protein,38,CT,2022-12-26,2022,12,26,USA
WBO53668,XBB.1.5,ORF1ab polyprotein,7093,CT,2022-12-30,2022,12,30,USA
WBO53669,XBB.1.5,ORF1a polyprotein,4402,CT,2022-12-30,2022,12,30,USA
WBO53670,XBB.1.5,surface glycoprotein,1269,CT,2022-12-30,2022,12,30,USA
WBO53671,XBB.1.5,ORF3a protein,275,CT,2022-12-30,2022,12,30,USA
WBO53672,XBB.1.5,envelope protein,75,CT,2022-12-30,2022,12,30,USA
WBO53673,XBB.1.5,membrane glycoprotein,222,CT,2022-12-30,2022,12,30,USA
WBO53674,XBB.1.5,ORF6 protein,61,CT,2022-12-30,2022,12,30,USA
WBO53675,XBB.1.5,ORF7a protein,121,CT,2022-12-30,2022,12,30,USA
WBO53676,XBB.1.5,ORF7b protein,43,CT,2022-12-30,2022,12,30,USA
WBO53677,XBB.1.5,ORF8 protein,121,CT,2022-12-30,2022,12,30,USA
WBO53678,XBB.1.5,nucleocapsid phosphoprotein,416,CT,2022-12-30,2022,12,30,USA
WBO53679,XBB.1.5,ORF10 protein,38,CT,2022-12-30,2022,12,30,USA
WBK40556,BA.5.2,ORF1ab polyprotein,7093,CT,2022-12-07,2022,12,7,USA
WBK40557,BA.5.2,ORF1a polyprotein,4402,CT,2022-12-07,2022,12,7,USA
WBK40558,BA.5.2,surface glycoprotein,1268,CT,2022-12-07,2022,12,7,USA
WBK40559,BA.5.2,ORF3a protein,275,CT,2022-12-07,2022,12,7,USA
WBK40560,BA.5.2,envelope protein,75,CT,2022-12-07,2022,12,7,USA
WBK40561,BA.5.2,membrane glycoprotein,222,CT,2022-12-07,2022,12,7,USA
WBK40562,BA.5.2,ORF6 protein,61,CT,2022-12-07,2022,12,7,USA
WBK40563,BA.5.2,ORF7a protein,121,CT,2022-12-07,2022,12,7,USA
WBK40564,BA.5.2,ORF7b protein,43,CT,2022-12-07,2022,12,7,USA
WBK40565,BA.5.2,ORF8 protein,121,CT,2022-12-07,2022,12,7,USA
WBK40566,BA.5.2,nucleocapsid phosphoprotein,416,CT,2022-12-07,2022,12,7,USA
WBK40567,BA.5.2,ORF10 protein,38,CT,2022-12-07,2022,12,7,USA
WBG33719,BQ.1.13,ORF1ab polyprotein,7093,CT,2022-12-19,2022,12,19,USA
WBG33720,BQ.1.13,ORF1a polyprotein,4402,CT,2022-12-19,2022,12,19,USA
WBG33721,BQ.1.13,surface glycoprotein,1268,CT,2022-12-19,2022,12,19,USA
WBG33722,BQ.1.13,ORF3a protein,275,CT,2022-12-19,2022,12,19,USA
WBG33723,BQ.1.13,envelope protein,75,CT,2022-12-19,2022,12,19,USA
WBG33724,BQ.1.13,membrane glycoprotein,222,CT,2022-12-19,2022,12,19,USA
WBG33725,BQ.1.13,ORF6 protein,61,CT,2022-12-19,2022,12,19,USA
WBG33726,BQ.1.13,ORF7a protein,121,CT,2022-12-19,2022,12,19,USA
WBG33727,BQ.1.13,ORF7b protein,43,CT,2022-12-19,2022,12,19,USA
WBG33728,BQ.1.13,ORF8 protein,121,CT,2022-12-19,2022,12,19,USA
WBG33729,BQ.1.13,nucleocapsid phosphoprotein,416,CT,2022-12-19,2022,12,19,USA
WBG33730,BQ.1.13,ORF10 protein,38,CT,2022-12-19,2022,12,19,USA
WBG50003,BQ.1.1.51,ORF1ab polyprotein,7090,CT,2022-12-23,2022,12,23,USA
WBG50004,BQ.1.1.51,ORF1a polyprotein,4399,CT,2022-12-23,2022,12,23,USA
WBG50005,BQ.1.1.51,surface glycoprotein,1268,CT,2022-12-23,2022,12,23,USA
WBG50006,BQ.1.1.51,ORF3a protein,275,CT,2022-12-23,2022,12,23,USA
WBG50007,BQ.1.1.51,envelope protein,75,CT,2022-12-23,2022,12,23,USA
WBG50008,BQ.1.1.51,membrane glycoprotein,222,CT,2022-12-23,2022,12,23,USA
WBG50009,BQ.1.1.51,ORF6 protein,61,CT,2022-12-23,2022,12,23,USA
WBG50010,BQ.1.1.51,ORF7a protein,121,CT,2022-12-23,2022,12,23,USA
WBG50011,BQ.1.1.51,ORF7b protein,43,CT,2022-12-23,2022,12,23,USA
WBG50012,BQ.1.1.51,ORF8 protein,121,CT,2022-12-23,2022,12,23,USA
WBG50013,BQ.1.1.51,nucleocapsid phosphoprotein,416,CT,2022-12-23,2022,12,23,USA
WBG50014,BQ.1.1.51,ORF10 protein,38,CT,2022-12-23,2022,12,23,USA
WBG50082,BQ.1.1.4,ORF1ab polyprotein,7093,CT,2022-12-23,2022,12,23,USA
WBG50083,BQ.1.1.4,ORF1a polyprotein,4402,CT,2022-12-23,2022,12,23,USA
WBG50084,BQ.1.1.4,surface glycoprotein,1268,CT,2022-12-23,2022,12,23,USA
WBG50085,BQ.1.1.4,ORF3a protein,275,CT,2022-12-23,2022,12,23,USA
WBG50086,BQ.1.1.4,envelope protein,75,CT,2022-12-23,2022,12,23,USA
WBG50087,BQ.1.1.4,membrane glycoprotein,222,CT,2022-12-23,2022,12,23,USA
WBG50088,BQ.1.1.4,ORF6 protein,61,CT,2022-12-23,2022,12,23,USA
WBG50089,BQ.1.1.4,ORF7a protein,121,CT,2022-12-23,2022,12,23,USA
WBG50090,BQ.1.1.4,ORF7b protein,43,CT,2022-12-23,2022,12,23,USA
WBG50091,BQ.1.1.4,ORF8 protein,121,CT,2022-12-23,2022,12,23,USA
WBG50092,BQ.1.1.4,nucleocapsid phosphoprotein,416,CT,2022-12-23,2022,12,23,USA
WBG50093,BQ.1.1.4,ORF10 protein,38,CT,2022-12-23,2022,12,23,USA
WBG50094,BF.7.4,ORF1ab polyprotein,7093,CT,2022-12-23,2022,12,23,USA
WBG50095,BF.7.4,ORF1a polyprotein,4402,CT,2022-12-23,2022,12,23,USA
WBG50096,BF.7.4,surface glycoprotein,1268,CT,2022-12-23,2022,12,23,USA
WBG50097,BF.7.4,ORF3a protein,275,CT,2022-12-23,2022,12,23,USA
WBG50098,BF.7.4,envelope protein,75,CT,2022-12-23,2022,12,23,USA
WBG50099,BF.7.4,membrane glycoprotein,222,CT,2022-12-23,2022,12,23,USA
WBG50100,BF.7.4,ORF6 protein,61,CT,2022-12-23,2022,12,23,USA
WBG50101,BF.7.4,ORF7a protein,121,CT,2022-12-23,2022,12,23,USA
