Accession,Pangolin,Protein,Length,State,Collection_Date,Year,Month,Day,Country
WCF78296,BF.25,ORF8 protein,121,UT,2022-11-09,2022,11,9,USA
WCF78297,BF.25,nucleocapsid phosphoprotein,416,UT,2022-11-09,2022,11,9,USA
WCF78298,BF.25,ORF10 protein,38,UT,2022-11-09,2022,11,9,USA
WCB30219,CM.8.1,ORF1ab polyprotein,7093,UT,2022-11-18,2022,11,18,USA
WCB30220,CM.8.1,ORF1a polyprotein,4402,UT,2022-11-18,2022,11,18,USA
WCB30221,CM.8.1,surface glycoprotein,1270,UT,2022-11-18,2022,11,18,USA
WCB30222,CM.8.1,ORF3a protein,275,UT,2022-11-18,2022,11,18,USA
WCB30223,CM.8.1,envelope protein,75,UT,2022-11-18,2022,11,18,USA
WCB30224,CM.8.1,membrane glycoprotein,222,UT,2022-11-18,2022,11,18,USA
WCB30225,CM.8.1,ORF6 protein,61,UT,2022-11-18,2022,11,18,USA
WCB30226,CM.8.1,ORF7a protein,121,UT,2022-11-18,2022,11,18,USA
WCB30227,CM.8.1,ORF7b protein,43,UT,2022-11-18,2022,11,18,USA
WCB30228,CM.8.1,ORF8 protein,121,UT,2022-11-18,2022,11,18,USA
WCB30229,CM.8.1,nucleocapsid phosphoprotein,416,UT,2022-11-18,2022,11,18,USA
WCB30230,CM.8.1,ORF10 protein,38,UT,2022-11-18,2022,11,18,USA
WCC01513,BA.5.2.18,ORF1ab polyprotein,7093,UT,2022-11-01,2022,11,1,USA
WCC01514,BA.5.2.18,ORF1a polyprotein,4402,UT,2022-11-01,2022,11,1,USA
WCC01515,BA.5.2.18,surface glycoprotein,1268,UT,2022-11-01,2022,11,1,USA
WCC01516,BA.5.2.18,ORF3a protein,275,UT,2022-11-01,2022,11,1,USA
WCC01517,BA.5.2.18,envelope protein,75,UT,2022-11-01,2022,11,1,USA
WCC01518,BA.5.2.18,membrane glycoprotein,222,UT,2022-11-01,2022,11,1,USA
WCC01519,BA.5.2.18,ORF6 protein,61,UT,2022-11-01,2022,11,1,USA
WCC01520,BA.5.2.18,ORF7a protein,121,UT,2022-11-01,2022,11,1,USA
WCC01521,BA.5.2.18,ORF7b protein,43,UT,2022-11-01,2022,11,1,USA
WCC01522,BA.5.2.18,ORF8 protein,121,UT,2022-11-01,2022,11,1,USA
WCC01523,BA.5.2.18,nucleocapsid phosphoprotein,416,UT,2022-11-01,2022,11,1,USA
WCC01524,BA.5.2.18,ORF10 protein,38,UT,2022-11-01,2022,11,1,USA
WCC02435,BE.1.1,ORF1ab polyprotein,7093,UT,2022-11-01,2022,11,1,USA
WCC02436,BE.1.1,ORF1a polyprotein,4402,UT,2022-11-01,2022,11,1,USA
WCC02437,BE.1.1,surface glycoprotein,1268,UT,2022-11-01,2022,11,1,USA
WCC02438,BE.1.1,ORF3a protein,275,UT,2022-11-01,2022,11,1,USA
WCC02439,BE.1.1,envelope protein,75,UT,2022-11-01,2022,11,1,USA
WCC02440,BE.1.1,membrane glycoprotein,222,UT,2022-11-01,2022,11,1,USA
WCC02441,BE.1.1,ORF6 protein,61,UT,2022-11-01,2022,11,1,USA
WCC02442,BE.1.1,ORF7a protein,121,UT,2022-11-01,2022,11,1,USA
WCC02443,BE.1.1,ORF7b protein,43,UT,2022-11-01,2022,11,1,USA
WCC02444,BE.1.1,ORF8 protein,121,UT,2022-11-01,2022,11,1,USA
WCC02445,BE.1.1,nucleocapsid phosphoprotein,416,UT,2022-11-01,2022,11,1,USA
WCC02446,BE.1.1,ORF10 protein,38,UT,2022-11-01,2022,11,1,USA
WCC04324,BA.5.1.30,ORF1ab polyprotein,7093,UT,2022-11-02,2022,11,2,USA
WCC04325,BA.5.1.30,ORF1a polyprotein,4402,UT,2022-11-02,2022,11,2,USA
WCC04326,BA.5.1.30,surface glycoprotein,1268,UT,2022-11-02,2022,11,2,USA
WCC04327,BA.5.1.30,ORF3a protein,275,UT,2022-11-02,2022,11,2,USA
WCC04328,BA.5.1.30,envelope protein,75,UT,2022-11-02,2022,11,2,USA
WCC04329,BA.5.1.30,membrane glycoprotein,222,UT,2022-11-02,2022,11,2,USA
WCC04330,BA.5.1.30,ORF6 protein,61,UT,2022-11-02,2022,11,2,USA
WCC04331,BA.5.1.30,ORF7a protein,121,UT,2022-11-02,2022,11,2,USA
WCC04332,BA.5.1.30,ORF7b protein,43,UT,2022-11-02,2022,11,2,USA
WCC04333,BA.5.1.30,ORF8 protein,121,UT,2022-11-02,2022,11,2,USA
WCC04334,BA.5.1.30,nucleocapsid phosphoprotein,416,UT,2022-11-02,2022,11,2,USA
WCC04335,BA.5.1.30,ORF10 protein,38,UT,2022-11-02,2022,11,2,USA
WBY66067,BQ.1,ORF1ab polyprotein,7093,UT,2022-12-25,2022,12,25,USA
WBY66068,BQ.1,ORF1a polyprotein,4402,UT,2022-12-25,2022,12,25,USA
WBY66069,BQ.1,surface glycoprotein,1268,UT,2022-12-25,2022,12,25,USA
WBY66070,BQ.1,ORF3a protein,275,UT,2022-12-25,2022,12,25,USA
WBY66071,BQ.1,envelope protein,75,UT,2022-12-25,2022,12,25,USA
WBY66072,BQ.1,membrane glycoprotein,222,UT,2022-12-25,2022,12,25,USA
WBY66073,BQ.1,ORF6 protein,61,UT,2022-12-25,2022,12,25,USA
WBY66074,BQ.1,ORF7a protein,121,UT,2022-12-25,2022,12,25,USA
WBY66075,BQ.1,ORF7b protein,43,UT,2022-12-25,2022,12,25,USA
WBY66076,BQ.1,ORF8 protein,121,UT,2022-12-25,2022,12,25,USA
WBY66077,BQ.1,nucleocapsid phosphoprotein,416,UT,2022-12-25,2022,12,25,USA
WBY66078,BQ.1,ORF10 protein,38,UT,2022-12-25,2022,12,25,USA
WBY66160,BF.7.5,ORF1ab polyprotein,7093,UT,2022-12-30,2022,12,30,USA
WBY66161,BF.7.5,ORF1a polyprotein,4402,UT,2022-12-30,2022,12,30,USA
WBY66162,BF.7.5,surface glycoprotein,1268,UT,2022-12-30,2022,12,30,USA
WBY66163,BF.7.5,ORF3a protein,275,UT,2022-12-30,2022,12,30,USA
WBY66164,BF.7.5,envelope protein,75,UT,2022-12-30,2022,12,30,USA
WBY66165,BF.7.5,membrane glycoprotein,222,UT,2022-12-30,2022,12,30,USA
WBY66166,BF.7.5,ORF6 protein,61,UT,2022-12-30,2022,12,30,USA
WBY66167,BF.7.5,ORF7a protein,121,UT,2022-12-30,2022,12,30,USA
WBY66168,BF.7.5,ORF7b protein,43,UT,2022-12-30,2022,12,30,USA
WBY66169,BF.7.5,ORF8 protein,121,UT,2022-12-30,2022,12,30,USA
WBY66170,BF.7.5,nucleocapsid phosphoprotein,416,UT,2022-12-30,2022,12,30,USA
WBY66171,BF.7.5,ORF10 protein,38,UT,2022-12-30,2022,12,30,USA
WBW75678,BQ.1.1.4,ORF1ab polyprotein,7092,UT,2022-12-29,2022,12,29,USA
WBW75679,BQ.1.1.4,ORF1a polyprotein,4401,UT,2022-12-29,2022,12,29,USA
WBW75680,BQ.1.1.4,surface glycoprotein,1268,UT,2022-12-29,2022,12,29,USA
WBW75681,BQ.1.1.4,ORF3a protein,275,UT,2022-12-29,2022,12,29,USA
WBW75682,BQ.1.1.4,envelope protein,75,UT,2022-12-29,2022,12,29,USA
WBW75683,BQ.1.1.4,membrane glycoprotein,222,UT,2022-12-29,2022,12,29,USA
WBW75684,BQ.1.1.4,ORF6 protein,61,UT,2022-12-29,2022,12,29,USA
WBW75685,BQ.1.1.4,ORF7a protein,121,UT,2022-12-29,2022,12,29,USA
WBW75686,BQ.1.1.4,ORF7b protein,43,UT,2022-12-29,2022,12,29,USA
WBW75687,BQ.1.1.4,ORF8 protein,121,UT,2022-12-29,2022,12,29,USA
WBW75688,BQ.1.1.4,nucleocapsid phosphoprotein,416,UT,2022-12-29,2022,12,29,USA
WBW75689,BQ.1.1.4,ORF10 protein,38,UT,2022-12-29,2022,12,29,USA
WBW75738,BQ.1.1.28,ORF1ab polyprotein,7093,UT,2022-12-29,2022,12,29,USA
WBW75739,BQ.1.1.28,ORF1a polyprotein,4402,UT,2022-12-29,2022,12,29,USA
WBW75740,BQ.1.1.28,surface glycoprotein,1268,UT,2022-12-29,2022,12,29,USA
WBW75741,BQ.1.1.28,ORF3a protein,275,UT,2022-12-29,2022,12,29,USA
WBW75742,BQ.1.1.28,envelope protein,75,UT,2022-12-29,2022,12,29,USA
WBW75743,BQ.1.1.28,membrane glycoprotein,222,UT,2022-12-29,2022,12,29,USA
WBW75744,BQ.1.1.28,ORF6 protein,61,UT,2022-12-29,2022,12,29,USA
WBW75745,BQ.1.1.28,ORF7a protein,121,UT,2022-12-29,2022,12,29,USA
WBW75746,BQ.1.1.28,ORF7b protein,43,UT,2022-12-29,2022,12,29,USA
WBW75747,BQ.1.1.28,ORF8 protein,121,UT,2022-12-29,2022,12,29,USA
WBW75748,BQ.1.1.28,nucleocapsid phosphoprotein,416,UT,2022-12-29,2022,12,29,USA
WBW75749,BQ.1.1.28,ORF10 protein,38,UT,2022-12-29,2022,12,29,USA
WBW75785,BE.1.1.1,ORF1ab polyprotein,7093,UT,2022-12-29,2022,12,29,USA
WBW75786,BE.1.1.1,ORF1a polyprotein,4402,UT,2022-12-29,2022,12,29,USA
WBW75787,BE.1.1.1,surface glycoprotein,1268,UT,2022-12-29,2022,12,29,USA
WBW75788,BE.1.1.1,ORF3a protein,275,UT,2022-12-29,2022,12,29,USA
WBW75789,BE.1.1.1,envelope protein,75,UT,2022-12-29,2022,12,29,USA
WBW75790,BE.1.1.1,membrane glycoprotein,222,UT,2022-12-29,2022,12,29,USA
WBW75791,BE.1.1.1,ORF6 protein,61,UT,2022-12-29,2022,12,29,USA
WBW75792,BE.1.1.1,ORF7a protein,121,UT,2022-12-29,2022,12,29,USA
WBW75793,BE.1.1.1,ORF7b protein,43,UT,2022-12-29,2022,12,29,USA
WBW75794,BE.1.1.1,ORF8 protein,121,UT,2022-12-29,2022,12,29,USA
WBW75795,BE.1.1.1,nucleocapsid phosphoprotein,416,UT,2022-12-29,2022,12,29,USA
WBW75796,BE.1.1.1,ORF10 protein,38,UT,2022-12-29,2022,12,29,USA
WBW75844,BQ.1.1,ORF1ab polyprotein,7093,UT,2022-12-29,2022,12,29,USA
WBW75845,BQ.1.1,ORF1a polyprotein,4402,UT,2022-12-29,2022,12,29,USA
WBW75846,BQ.1.1,surface glycoprotein,1268,UT,2022-12-29,2022,12,29,USA
WBW75847,BQ.1.1,ORF3a protein,275,UT,2022-12-29,2022,12,29,USA
WBW75848,BQ.1.1,envelope protein,75,UT,2022-12-29,2022,12,29,USA
WBW75849,BQ.1.1,membrane glycoprotein,222,UT,2022-12-29,2022,12,29,USA
WBW75850,BQ.1.1,ORF6 protein,61,UT,2022-12-29,2022,12,29,USA
WBW75851,BQ.1.1,ORF7a protein,121,UT,2022-12-29,2022,12,29,USA
WBW75852,BQ.1.1,ORF7b protein,43,UT,2022-12-29,2022,12,29,USA
WBW75853,BQ.1.1,ORF8 protein,121,UT,2022-12-29,2022,12,29,USA
WBW75854,BQ.1.1,nucleocapsid phosphoprotein,416,UT,2022-12-29,2022,12,29,USA
WBW75855,BQ.1.1,ORF10 protein,38,UT,2022-12-29,2022,12,29,USA
WBW76430,BQ.1.1.5,ORF1ab polyprotein,7093,UT,2022-12-30,2022,12,30,USA
WBW76431,BQ.1.1.5,ORF1a polyprotein,4402,UT,2022-12-30,2022,12,30,USA
WBW76432,BQ.1.1.5,surface glycoprotein,1268,UT,2022-12-30,2022,12,30,USA
WBW76433,BQ.1.1.5,ORF3a protein,275,UT,2022-12-30,2022,12,30,USA
WBW76434,BQ.1.1.5,envelope protein,75,UT,2022-12-30,2022,12,30,USA
WBW76435,BQ.1.1.5,membrane glycoprotein,222,UT,2022-12-30,2022,12,30,USA
WBW76436,BQ.1.1.5,ORF6 protein,61,UT,2022-12-30,2022,12,30,USA
WBW76437,BQ.1.1.5,ORF7a protein,121,UT,2022-12-30,2022,12,30,USA
WBW76438,BQ.1.1.5,ORF7b protein,43,UT,2022-12-30,2022,12,30,USA
WBW76439,BQ.1.1.5,ORF8 protein,121,UT,2022-12-30,2022,12,30,USA
WBW76440,BQ.1.1.5,nucleocapsid phosphoprotein,416,UT,2022-12-30,2022,12,30,USA
WBW76441,BQ.1.1.5,ORF10 protein,38,UT,2022-12-30,2022,12,30,USA
WBU83461,BQ.1.1.32,ORF1ab polyprotein,7093,UT,2022-12-31,2022,12,31,USA
WBU83462,BQ.1.1.32,ORF1a polyprotein,4402,UT,2022-12-31,2022,12,31,USA
WBU83463,BQ.1.1.32,surface glycoprotein,1267,UT,2022-12-31,2022,12,31,USA
WBU83464,BQ.1.1.32,ORF3a protein,275,UT,2022-12-31,2022,12,31,USA
WBU83465,BQ.1.1.32,envelope protein,75,UT,2022-12-31,2022,12,31,USA
WBU83466,BQ.1.1.32,membrane glycoprotein,222,UT,2022-12-31,2022,12,31,USA
WBU83467,BQ.1.1.32,ORF6 protein,61,UT,2022-12-31,2022,12,31,USA
WBU83468,BQ.1.1.32,ORF7a protein,121,UT,2022-12-31,2022,12,31,USA
WBU83469,BQ.1.1.32,ORF7b protein,43,UT,2022-12-31,2022,12,31,USA
WBU83470,BQ.1.1.32,ORF8 protein,121,UT,2022-12-31,2022,12,31,USA
WBU83471,BQ.1.1.32,nucleocapsid phosphoprotein,416,UT,2022-12-31,2022,12,31,USA
WBU83472,BQ.1.1.32,ORF10 protein,38,UT,2022-12-31,2022,12,31,USA
WBT79269,BQ.1.8,ORF1ab polyprotein,7093,UT,2022-12-26,2022,12,26,USA
WBT79270,BQ.1.8,ORF1a polyprotein,4402,UT,2022-12-26,2022,12,26,USA
WBT79271,BQ.1.8,surface glycoprotein,1267,UT,2022-12-26,2022,12,26,USA
WBT79272,BQ.1.8,ORF3a protein,275,UT,2022-12-26,2022,12,26,USA
WBT79273,BQ.1.8,envelope protein,75,UT,2022-12-26,2022,12,26,USA
WBT79274,BQ.1.8,membrane glycoprotein,222,UT,2022-12-26,2022,12,26,USA
WBT79275,BQ.1.8,ORF6 protein,61,UT,2022-12-26,2022,12,26,USA
WBT79276,BQ.1.8,ORF7a protein,121,UT,2022-12-26,2022,12,26,USA
WBT79277,BQ.1.8,ORF7b protein,43,UT,2022-12-26,2022,12,26,USA
WBT79278,BQ.1.8,ORF8 protein,121,UT,2022-12-26,2022,12,26,USA
WBT79279,BQ.1.8,nucleocapsid phosphoprotein,416,UT,2022-12-26,2022,12,26,USA
WBT79280,BQ.1.8,ORF10 protein,38,UT,2022-12-26,2022,12,26,USA
WBT79317,BQ.1.12,ORF1ab polyprotein,7093,UT,2022-12-26,2022,12,26,USA
WBT79318,BQ.1.12,ORF1a polyprotein,4402,UT,2022-12-26,2022,12,26,USA
WBT79319,BQ.1.12,surface glycoprotein,1268,UT,2022-12-26,2022,12,26,USA
WBT79320,BQ.1.12,ORF3a protein,275,UT,2022-12-26,2022,12,26,USA
WBT79321,BQ.1.12,envelope protein,75,UT,2022-12-26,2022,12,26,USA
WBT79322,BQ.1.12,membrane glycoprotein,222,UT,2022-12-26,2022,12,26,USA
WBT79323,BQ.1.12,ORF6 protein,61,UT,2022-12-26,2022,12,26,USA
WBT79324,BQ.1.12,ORF7a protein,121,UT,2022-12-26,2022,12,26,USA
WBT79325,BQ.1.12,ORF7b protein,43,UT,2022-12-26,2022,12,26,USA
WBT79326,BQ.1.12,ORF8 protein,121,UT,2022-12-26,2022,12,26,USA
WBT79327,BQ.1.12,nucleocapsid phosphoprotein,416,UT,2022-12-26,2022,12,26,USA
WBT79328,BQ.1.12,ORF10 protein,38,UT,2022-12-26,2022,12,26,USA
WBR25296,BA.5.2.1,ORF1ab polyprotein,7093,UT,2022-12-21,2022,12,21,USA
WBR25297,BA.5.2.1,ORF1a polyprotein,4402,UT,2022-12-21,2022,12,21,USA
WBR25298,BA.5.2.1,surface glycoprotein,1268,UT,2022-12-21,2022,12,21,USA
WBR25299,BA.5.2.1,ORF3a protein,275,UT,2022-12-21,2022,12,21,USA
WBR25300,BA.5.2.1,envelope protein,75,UT,2022-12-21,2022,12,21,USA
WBR25301,BA.5.2.1,membrane glycoprotein,222,UT,2022-12-21,2022,12,21,USA
WBR25302,BA.5.2.1,ORF6 protein,61,UT,2022-12-21,2022,12,21,USA
WBR25303,BA.5.2.1,ORF7a protein,121,UT,2022-12-21,2022,12,21,USA
WBR25304,BA.5.2.1,ORF7b protein,43,UT,2022-12-21,2022,12,21,USA
WBR25305,BA.5.2.1,ORF8 protein,121,UT,2022-12-21,2022,12,21,USA
WBR25306,BA.5.2.1,nucleocapsid phosphoprotein,416,UT,2022-12-21,2022,12,21,USA
WBR25307,BA.5.2.1,ORF10 protein,38,UT,2022-12-21,2022,12,21,USA
WBR26165,DB.1,ORF1ab polyprotein,7093,UT,2022-12-21,2022,12,21,USA
WBR26166,DB.1,ORF1a polyprotein,4402,UT,2022-12-21,2022,12,21,USA
WBR26167,DB.1,surface glycoprotein,1268,UT,2022-12-21,2022,12,21,USA
WBR26168,DB.1,ORF3a protein,275,UT,2022-12-21,2022,12,21,USA
WBR26169,DB.1,envelope protein,75,UT,2022-12-21,2022,12,21,USA
WBR26170,DB.1,membrane glycoprotein,222,UT,2022-12-21,2022,12,21,USA
WBR26171,DB.1,ORF6 protein,61,UT,2022-12-21,2022,12,21,USA
WBR26172,DB.1,ORF7a protein,121,UT,2022-12-21,2022,12,21,USA
WBR26173,DB.1,ORF7b protein,43,UT,2022-12-21,2022,12,21,USA
WBR26174,DB.1,ORF8 protein,121,UT,2022-12-21,2022,12,21,USA
WBR26175,DB.1,nucleocapsid phosphoprotein,416,UT,2022-12-21,2022,12,21,USA
WBR26176,DB.1,ORF10 protein,38,UT,2022-12-21,2022,12,21,USA
WBR26380,BQ.1.9,ORF1ab polyprotein,7093,UT,2022-12-21,2022,12,21,USA
WBR26381,BQ.1.9,ORF1a polyprotein,4402,UT,2022-12-21,2022,12,21,USA
WBR26382,BQ.1.9,surface glycoprotein,1268,UT,2022-12-21,2022,12,21,USA
WBR26383,BQ.1.9,ORF3a protein,275,UT,2022-12-21,2022,12,21,USA
WBR26384,BQ.1.9,envelope protein,75,UT,2022-12-21,2022,12,21,USA
WBR26385,BQ.1.9,membrane glycoprotein,222,UT,2022-12-21,2022,12,21,USA
WBR26386,BQ.1.9,ORF6 protein,61,UT,2022-12-21,2022,12,21,USA
WBR26387,BQ.1.9,ORF7a protein,121,UT,2022-12-21,2022,12,21,USA
WBR26388,BQ.1.9,ORF7b protein,43,UT,2022-12-21,2022,12,21,USA
WBR26389,BQ.1.9,ORF8 protein,121,UT,2022-12-21,2022,12,21,USA
WBR26390,BQ.1.9,nucleocapsid phosphoprotein,416,UT,2022-12-21,2022,12,21,USA
WBR26391,BQ.1.9,ORF10 protein,38,UT,2022-12-21,2022,12,21,USA
WBR26572,BQ.1.11,ORF1ab polyprotein,7093,UT,2022-12-21,2022,12,21,USA
WBR26573,BQ.1.11,ORF1a polyprotein,4402,UT,2022-12-21,2022,12,21,USA
WBR26574,BQ.1.11,surface glycoprotein,1268,UT,2022-12-21,2022,12,21,USA
WBR26575,BQ.1.11,ORF3a protein,275,UT,2022-12-21,2022,12,21,USA
WBR26576,BQ.1.11,envelope protein,75,UT,2022-12-21,2022,12,21,USA
WBR26577,BQ.1.11,membrane glycoprotein,222,UT,2022-12-21,2022,12,21,USA
WBR26578,BQ.1.11,ORF6 protein,61,UT,2022-12-21,2022,12,21,USA
WBR26579,BQ.1.11,ORF7a protein,121,UT,2022-12-21,2022,12,21,USA
WBR26580,BQ.1.11,ORF7b protein,43,UT,2022-12-21,2022,12,21,USA
WBR26581,BQ.1.11,ORF8 protein,121,UT,2022-12-21,2022,12,21,USA
WBR26582,BQ.1.11,nucleocapsid phosphoprotein,416,UT,2022-12-21,2022,12,21,USA
WBR26583,BQ.1.11,ORF10 protein,38,UT,2022-12-21,2022,12,21,USA
WBR26608,BQ.1.1.3,ORF1ab polyprotein,7088,UT,2022-12-21,2022,12,21,USA
WBR26609,BQ.1.1.3,ORF1a polyprotein,4397,UT,2022-12-21,2022,12,21,USA
WBR26610,BQ.1.1.3,surface glycoprotein,1268,UT,2022-12-21,2022,12,21,USA
WBR26611,BQ.1.1.3,ORF3a protein,275,UT,2022-12-21,2022,12,21,USA
WBR26612,BQ.1.1.3,envelope protein,75,UT,2022-12-21,2022,12,21,USA
WBR26613,BQ.1.1.3,membrane glycoprotein,222,UT,2022-12-21,2022,12,21,USA
WBR26614,BQ.1.1.3,ORF6 protein,61,UT,2022-12-21,2022,12,21,USA
WBR26615,BQ.1.1.3,ORF7a protein,121,UT,2022-12-21,2022,12,21,USA
WBR26616,BQ.1.1.3,ORF7b protein,43,UT,2022-12-21,2022,12,21,USA
WBR26617,BQ.1.1.3,ORF8 protein,121,UT,2022-12-21,2022,12,21,USA
WBR26618,BQ.1.1.3,nucleocapsid phosphoprotein,416,UT,2022-12-21,2022,12,21,USA
WBR26619,BQ.1.1.3,ORF10 protein,38,UT,2022-12-21,2022,12,21,USA
WBQ36896,BF.14,ORF1ab polyprotein,7088,UT,2022-12-13,2022,12,13,USA
WBQ36897,BF.14,ORF1a polyprotein,4397,UT,2022-12-13,2022,12,13,USA
WBQ36898,BF.14,surface glycoprotein,1268,UT,2022-12-13,2022,12,13,USA
WBQ36899,BF.14,ORF3a protein,275,UT,2022-12-13,2022,12,13,USA
WBQ36900,BF.14,envelope protein,75,UT,2022-12-13,2022,12,13,USA
WBQ36901,BF.14,membrane glycoprotein,222,UT,2022-12-13,2022,12,13,USA
WBQ36902,BF.14,ORF6 protein,61,UT,2022-12-13,2022,12,13,USA
WBQ36903,BF.14,ORF7a protein,121,UT,2022-12-13,2022,12,13,USA
WBQ36904,BF.14,ORF7b protein,43,UT,2022-12-13,2022,12,13,USA
WBQ36905,BF.14,ORF8 protein,121,UT,2022-12-13,2022,12,13,USA
WBQ36906,BF.14,nucleocapsid phosphoprotein,416,UT,2022-12-13,2022,12,13,USA
WBQ36907,BF.14,ORF10 protein,38,UT,2022-12-13,2022,12,13,USA
WBL03233,BQ.1.13.1,ORF1ab polyprotein,7093,UT,2022-12-17,2022,12,17,USA
WBL03234,BQ.1.13.1,ORF1a polyprotein,4402,UT,2022-12-17,2022,12,17,USA
WBL03235,BQ.1.13.1,surface glycoprotein,1267,UT,2022-12-17,2022,12,17,USA
WBL03236,BQ.1.13.1,ORF3a protein,275,UT,2022-12-17,2022,12,17,USA
WBL03237,BQ.1.13.1,envelope protein,75,UT,2022-12-17,2022,12,17,USA
WBL03238,BQ.1.13.1,membrane glycoprotein,222,UT,2022-12-17,2022,12,17,USA
WBL03239,BQ.1.13.1,ORF6 protein,61,UT,2022-12-17,2022,12,17,USA
WBL03240,BQ.1.13.1,ORF7a protein,121,UT,2022-12-17,2022,12,17,USA
WBL03241,BQ.1.13.1,ORF7b protein,43,UT,2022-12-17,2022,12,17,USA
WBL03242,BQ.1.13.1,ORF8 protein,121,UT,2022-12-17,2022,12,17,USA
WBL03243,BQ.1.13.1,nucleocapsid phosphoprotein,416,UT,2022-12-17,2022,12,17,USA
WBL03244,BQ.1.13.1,ORF10 protein,38,UT,2022-12-17,2022,12,17,USA
WBL03257,BF.7.4.1,ORF1ab polyprotein,7093,UT,2022-12-17,2022,12,17,USA
WBL03258,BF.7.4.1,ORF1a polyprotein,4402,UT,2022-12-17,2022,12,17,USA
WBL03259,BF.7.4.1,surface glycoprotein,1268,UT,2022-12-17,2022,12,17,USA
WBL03260,BF.7.4.1,ORF3a protein,275,UT,2022-12-17,2022,12,17,USA
