Accession,Pangolin,Protein,Length,State,Collection_Date,Year,Month,Day,Country
WBT95407,BA.5.2.33,ORF6 protein,61,SD,2022-10-31,2022,10,31,USA
WBT95408,BA.5.2.33,ORF7a protein,121,SD,2022-10-31,2022,10,31,USA
WBT95409,BA.5.2.33,ORF7b protein,43,SD,2022-10-31,2022,10,31,USA
WBT95410,BA.5.2.33,ORF8 protein,121,SD,2022-10-31,2022,10,31,USA
WBT95411,BA.5.2.33,nucleocapsid phosphoprotein,416,SD,2022-10-31,2022,10,31,USA
WBT95412,BA.5.2.33,ORF10 protein,38,SD,2022-10-31,2022,10,31,USA
WBT95413,BF.26,ORF1ab polyprotein,7093,SD,2022-11-04,2022,11,4,USA
WBT95414,BF.26,ORF1a polyprotein,4402,SD,2022-11-04,2022,11,4,USA
WBT95415,BF.26,surface glycoprotein,1268,SD,2022-11-04,2022,11,4,USA
WBT95416,BF.26,ORF3a protein,275,SD,2022-11-04,2022,11,4,USA
WBT95417,BF.26,envelope protein,75,SD,2022-11-04,2022,11,4,USA
WBT95418,BF.26,membrane glycoprotein,222,SD,2022-11-04,2022,11,4,USA
WBT95419,BF.26,ORF6 protein,61,SD,2022-11-04,2022,11,4,USA
WBT95420,BF.26,ORF7a protein,121,SD,2022-11-04,2022,11,4,USA
WBT95421,BF.26,ORF7b protein,43,SD,2022-11-04,2022,11,4,USA
WBT95422,BF.26,ORF8 protein,121,SD,2022-11-04,2022,11,4,USA
WBT95423,BF.26,nucleocapsid phosphoprotein,416,SD,2022-11-04,2022,11,4,USA
WBT95424,BF.26,ORF10 protein,38,SD,2022-11-04,2022,11,4,USA
WBT95554,BA.5.1.22,ORF1ab polyprotein,7093,SD,2022-11-02,2022,11,2,USA
WBT95555,BA.5.1.22,ORF1a polyprotein,4402,SD,2022-11-02,2022,11,2,USA
WBT95556,BA.5.1.22,surface glycoprotein,1268,SD,2022-11-02,2022,11,2,USA
WBT95557,BA.5.1.22,ORF3a protein,275,SD,2022-11-02,2022,11,2,USA
WBT95558,BA.5.1.22,envelope protein,75,SD,2022-11-02,2022,11,2,USA
WBT95559,BA.5.1.22,membrane glycoprotein,222,SD,2022-11-02,2022,11,2,USA
WBT95560,BA.5.1.22,ORF6 protein,61,SD,2022-11-02,2022,11,2,USA
WBT95561,BA.5.1.22,ORF7a protein,121,SD,2022-11-02,2022,11,2,USA
WBT95562,BA.5.1.22,ORF7b protein,43,SD,2022-11-02,2022,11,2,USA
WBT95563,BA.5.1.22,ORF8 protein,121,SD,2022-11-02,2022,11,2,USA
WBT95564,BA.5.1.22,nucleocapsid phosphoprotein,416,SD,2022-11-02,2022,11,2,USA
WBT95565,BA.5.1.22,ORF10 protein,38,SD,2022-11-02,2022,11,2,USA
WBT95625,BF.29,ORF1ab polyprotein,7093,SD,2022-10-06,2022,10,6,USA
WBT95626,BF.29,ORF1a polyprotein,4402,SD,2022-10-06,2022,10,6,USA
WBT95627,BF.29,surface glycoprotein,1268,SD,2022-10-06,2022,10,6,USA
WBT95628,BF.29,ORF3a protein,275,SD,2022-10-06,2022,10,6,USA
WBT95629,BF.29,envelope protein,75,SD,2022-10-06,2022,10,6,USA
WBT95630,BF.29,membrane glycoprotein,222,SD,2022-10-06,2022,10,6,USA
WBT95631,BF.29,ORF6 protein,61,SD,2022-10-06,2022,10,6,USA
WBT95632,BF.29,ORF7a protein,121,SD,2022-10-06,2022,10,6,USA
WBT95633,BF.29,ORF7b protein,43,SD,2022-10-06,2022,10,6,USA
WBT95634,BF.29,ORF8 protein,121,SD,2022-10-06,2022,10,6,USA
WBT95635,BF.29,nucleocapsid phosphoprotein,416,SD,2022-10-06,2022,10,6,USA
WBT95636,BF.29,ORF10 protein,38,SD,2022-10-06,2022,10,6,USA
WBT95802,BF.7,ORF1ab polyprotein,7093,SD,2022-10-31,2022,10,31,USA
WBT95803,BF.7,ORF1a polyprotein,4402,SD,2022-10-31,2022,10,31,USA
WBT95804,BF.7,surface glycoprotein,1268,SD,2022-10-31,2022,10,31,USA
WBT95805,BF.7,ORF3a protein,275,SD,2022-10-31,2022,10,31,USA
WBT95806,BF.7,envelope protein,75,SD,2022-10-31,2022,10,31,USA
WBT95807,BF.7,membrane glycoprotein,222,SD,2022-10-31,2022,10,31,USA
WBT95808,BF.7,ORF6 protein,61,SD,2022-10-31,2022,10,31,USA
WBT95809,BF.7,ORF7a protein,121,SD,2022-10-31,2022,10,31,USA
WBT95810,BF.7,ORF7b protein,43,SD,2022-10-31,2022,10,31,USA
WBT95811,BF.7,ORF8 protein,121,SD,2022-10-31,2022,10,31,USA
WBT95812,BF.7,nucleocapsid phosphoprotein,416,SD,2022-10-31,2022,10,31,USA
WBT95813,BF.7,ORF10 protein,38,SD,2022-10-31,2022,10,31,USA
WBT95991,BA.5.2.1,ORF1ab polyprotein,7093,SD,2022-10-31,2022,10,31,USA
WBT95992,BA.5.2.1,ORF1a polyprotein,4402,SD,2022-10-31,2022,10,31,USA
WBT95993,BA.5.2.1,surface glycoprotein,1268,SD,2022-10-31,2022,10,31,USA
WBT95994,BA.5.2.1,ORF3a protein,275,SD,2022-10-31,2022,10,31,USA
WBT95995,BA.5.2.1,envelope protein,75,SD,2022-10-31,2022,10,31,USA
WBT95996,BA.5.2.1,membrane glycoprotein,222,SD,2022-10-31,2022,10,31,USA
WBT95997,BA.5.2.1,ORF6 protein,61,SD,2022-10-31,2022,10,31,USA
WBT95998,BA.5.2.1,ORF7a protein,121,SD,2022-10-31,2022,10,31,USA
WBT95999,BA.5.2.1,ORF7b protein,43,SD,2022-10-31,2022,10,31,USA
WBT96000,BA.5.2.1,ORF8 protein,121,SD,2022-10-31,2022,10,31,USA
WBT96001,BA.5.2.1,nucleocapsid phosphoprotein,416,SD,2022-10-31,2022,10,31,USA
WBT96002,BA.5.2.1,ORF10 protein,38,SD,2022-10-31,2022,10,31,USA
WBS15729,BQ.1.10,ORF1ab polyprotein,7093,SD,2022-12-07,2022,12,7,USA
WBS15730,BQ.1.10,ORF1a polyprotein,4402,SD,2022-12-07,2022,12,7,USA
WBS15731,BQ.1.10,surface glycoprotein,1268,SD,2022-12-07,2022,12,7,USA
WBS15732,BQ.1.10,ORF3a protein,275,SD,2022-12-07,2022,12,7,USA
WBS15733,BQ.1.10,envelope protein,75,SD,2022-12-07,2022,12,7,USA
WBS15734,BQ.1.10,membrane glycoprotein,222,SD,2022-12-07,2022,12,7,USA
WBS15735,BQ.1.10,ORF6 protein,61,SD,2022-12-07,2022,12,7,USA
WBS15736,BQ.1.10,ORF7a protein,121,SD,2022-12-07,2022,12,7,USA
WBS15737,BQ.1.10,ORF7b protein,43,SD,2022-12-07,2022,12,7,USA
WBS15738,BQ.1.10,ORF8 protein,121,SD,2022-12-07,2022,12,7,USA
WBS15739,BQ.1.10,nucleocapsid phosphoprotein,416,SD,2022-12-07,2022,12,7,USA
WBS15740,BQ.1.10,ORF10 protein,38,SD,2022-12-07,2022,12,7,USA
WBS15787,BF.10,ORF1ab polyprotein,7092,SD,2022-12-07,2022,12,7,USA
WBS15788,BF.10,ORF1a polyprotein,4401,SD,2022-12-07,2022,12,7,USA
WBS15789,BF.10,surface glycoprotein,1268,SD,2022-12-07,2022,12,7,USA
WBS15790,BF.10,ORF3a protein,275,SD,2022-12-07,2022,12,7,USA
WBS15791,BF.10,envelope protein,75,SD,2022-12-07,2022,12,7,USA
WBS15792,BF.10,membrane glycoprotein,222,SD,2022-12-07,2022,12,7,USA
WBS15793,BF.10,ORF6 protein,61,SD,2022-12-07,2022,12,7,USA
WBS15794,BF.10,ORF7a protein,121,SD,2022-12-07,2022,12,7,USA
WBS15795,BF.10,ORF7b protein,43,SD,2022-12-07,2022,12,7,USA
WBS15796,BF.10,ORF8 protein,121,SD,2022-12-07,2022,12,7,USA
WBS15797,BF.10,nucleocapsid phosphoprotein,416,SD,2022-12-07,2022,12,7,USA
WBS15798,BF.10,ORF10 protein,38,SD,2022-12-07,2022,12,7,USA
WBK28660,BQ.1.1.4,ORF1ab polyprotein,7093,SD,2022,2022,1,1,USA
WBK28661,BQ.1.1.4,ORF1a polyprotein,4402,SD,2022,2022,1,1,USA
WBK28662,BQ.1.1.4,surface glycoprotein,1268,SD,2022,2022,1,1,USA
WBK28663,BQ.1.1.4,ORF3a protein,275,SD,2022,2022,1,1,USA
WBK28664,BQ.1.1.4,envelope protein,75,SD,2022,2022,1,1,USA
WBK28665,BQ.1.1.4,membrane glycoprotein,222,SD,2022,2022,1,1,USA
WBK28666,BQ.1.1.4,ORF6 protein,61,SD,2022,2022,1,1,USA
WBK28667,BQ.1.1.4,ORF7a protein,121,SD,2022,2022,1,1,USA
WBK28668,BQ.1.1.4,ORF7b protein,43,SD,2022,2022,1,1,USA
WBK28669,BQ.1.1.4,ORF8 protein,121,SD,2022,2022,1,1,USA
WBK28670,BQ.1.1.4,nucleocapsid phosphoprotein,416,SD,2022,2022,1,1,USA
WBK28671,BQ.1.1.4,ORF10 protein,38,SD,2022,2022,1,1,USA
WBK28672,EE.5,ORF1ab polyprotein,7093,SD,2022,2022,1,1,USA
WBK28673,EE.5,ORF1a polyprotein,4402,SD,2022,2022,1,1,USA
WBK28674,EE.5,surface glycoprotein,1268,SD,2022,2022,1,1,USA
WBK28675,EE.5,ORF3a protein,275,SD,2022,2022,1,1,USA
WBK28676,EE.5,envelope protein,75,SD,2022,2022,1,1,USA
WBK28677,EE.5,membrane glycoprotein,222,SD,2022,2022,1,1,USA
WBK28678,EE.5,ORF6 protein,61,SD,2022,2022,1,1,USA
WBK28679,EE.5,ORF7a protein,121,SD,2022,2022,1,1,USA
WBK28680,EE.5,ORF7b protein,43,SD,2022,2022,1,1,USA
WBK28681,EE.5,ORF8 protein,121,SD,2022,2022,1,1,USA
WBK28682,EE.5,nucleocapsid phosphoprotein,416,SD,2022,2022,1,1,USA
WBK28683,EE.5,ORF10 protein,38,SD,2022,2022,1,1,USA
WBK28695,BQ.1.14,ORF1ab polyprotein,7093,SD,2022,2022,1,1,USA
WBK28696,BQ.1.14,ORF1a polyprotein,4402,SD,2022,2022,1,1,USA
WBK28697,BQ.1.14,surface glycoprotein,1268,SD,2022,2022,1,1,USA
WBK28698,BQ.1.14,ORF3a protein,275,SD,2022,2022,1,1,USA
WBK28699,BQ.1.14,envelope protein,75,SD,2022,2022,1,1,USA
WBK28700,BQ.1.14,membrane glycoprotein,222,SD,2022,2022,1,1,USA
WBK28701,BQ.1.14,ORF6 protein,61,SD,2022,2022,1,1,USA
WBK28702,BQ.1.14,ORF7a protein,121,SD,2022,2022,1,1,USA
WBK28703,BQ.1.14,ORF7b protein,43,SD,2022,2022,1,1,USA
WBK28704,BQ.1.14,ORF8 protein,121,SD,2022,2022,1,1,USA
WBK28705,BQ.1.14,nucleocapsid phosphoprotein,416,SD,2022,2022,1,1,USA
WBK28706,BQ.1.14,ORF10 protein,38,SD,2022,2022,1,1,USA
WBK28707,BQ.1,ORF1ab polyprotein,7093,SD,2022,2022,1,1,USA
WBK28708,BQ.1,ORF1a polyprotein,4402,SD,2022,2022,1,1,USA
WBK28709,BQ.1,surface glycoprotein,1267,SD,2022,2022,1,1,USA
WBK28710,BQ.1,ORF3a protein,275,SD,2022,2022,1,1,USA
WBK28711,BQ.1,envelope protein,75,SD,2022,2022,1,1,USA
WBK28712,BQ.1,membrane glycoprotein,222,SD,2022,2022,1,1,USA
WBK28713,BQ.1,ORF6 protein,61,SD,2022,2022,1,1,USA
WBK28714,BQ.1,ORF7a protein,121,SD,2022,2022,1,1,USA
WBK28715,BQ.1,ORF7b protein,43,SD,2022,2022,1,1,USA
WBK28716,BQ.1,ORF8 protein,121,SD,2022,2022,1,1,USA
WBK28717,BQ.1,nucleocapsid phosphoprotein,416,SD,2022,2022,1,1,USA
WBK28718,BQ.1,ORF10 protein,38,SD,2022,2022,1,1,USA
WBK28719,BQ.1.1.2,ORF1ab polyprotein,7093,SD,2022,2022,1,1,USA
WBK28720,BQ.1.1.2,ORF1a polyprotein,4402,SD,2022,2022,1,1,USA
WBK28721,BQ.1.1.2,surface glycoprotein,1268,SD,2022,2022,1,1,USA
WBK28722,BQ.1.1.2,ORF3a protein,275,SD,2022,2022,1,1,USA
WBK28723,BQ.1.1.2,envelope protein,75,SD,2022,2022,1,1,USA
WBK28724,BQ.1.1.2,membrane glycoprotein,222,SD,2022,2022,1,1,USA
WBK28725,BQ.1.1.2,ORF6 protein,61,SD,2022,2022,1,1,USA
WBK28726,BQ.1.1.2,ORF7a protein,121,SD,2022,2022,1,1,USA
WBK28727,BQ.1.1.2,ORF7b protein,43,SD,2022,2022,1,1,USA
WBK28728,BQ.1.1.2,ORF8 protein,121,SD,2022,2022,1,1,USA
WBK28729,BQ.1.1.2,nucleocapsid phosphoprotein,416,SD,2022,2022,1,1,USA
WBK28730,BQ.1.1.2,ORF10 protein,38,SD,2022,2022,1,1,USA
WBK28753,BW.1,ORF1ab polyprotein,7093,SD,2022,2022,1,1,USA
