Accession,Pangolin,Protein,Length,State,Collection_Date,Year,Month,Day,Country
WCS95212,BQ.1.14,membrane glycoprotein,222,ID,2022-11-27,2022,11,27,USA
WCS95213,BQ.1.14,ORF6 protein,61,ID,2022-11-27,2022,11,27,USA
WCS95214,BQ.1.14,ORF7a protein,121,ID,2022-11-27,2022,11,27,USA
WCS95215,BQ.1.14,ORF7b protein,43,ID,2022-11-27,2022,11,27,USA
WCS95216,BQ.1.14,ORF8 protein,121,ID,2022-11-27,2022,11,27,USA
WCS95217,BQ.1.14,nucleocapsid phosphoprotein,416,ID,2022-11-27,2022,11,27,USA
WCS95218,BQ.1.14,ORF10 protein,38,ID,2022-11-27,2022,11,27,USA
WCO15504,BF.7.4.1,ORF1ab polyprotein,7093,ID,2022-12-28,2022,12,28,USA
WCO15505,BF.7.4.1,ORF1a polyprotein,4402,ID,2022-12-28,2022,12,28,USA
WCO15506,BF.7.4.1,surface glycoprotein,1268,ID,2022-12-28,2022,12,28,USA
WCO15507,BF.7.4.1,ORF3a protein,275,ID,2022-12-28,2022,12,28,USA
WCO15508,BF.7.4.1,envelope protein,75,ID,2022-12-28,2022,12,28,USA
WCO15509,BF.7.4.1,membrane glycoprotein,222,ID,2022-12-28,2022,12,28,USA
WCO15510,BF.7.4.1,ORF6 protein,61,ID,2022-12-28,2022,12,28,USA
WCO15511,BF.7.4.1,ORF7a protein,121,ID,2022-12-28,2022,12,28,USA
WCO15512,BF.7.4.1,ORF7b protein,43,ID,2022-12-28,2022,12,28,USA
WCO15513,BF.7.4.1,ORF8 protein,121,ID,2022-12-28,2022,12,28,USA
WCO15514,BF.7.4.1,nucleocapsid phosphoprotein,416,ID,2022-12-28,2022,12,28,USA
WCO15515,BF.7.4.1,ORF10 protein,38,ID,2022-12-28,2022,12,28,USA
WCI23012,BA.5.1,ORF1ab polyprotein,7093,ID,2022-12-20,2022,12,20,USA
WCI23013,BA.5.1,ORF1a polyprotein,4402,ID,2022-12-20,2022,12,20,USA
WCI23014,BA.5.1,surface glycoprotein,1268,ID,2022-12-20,2022,12,20,USA
WCI23015,BA.5.1,ORF3a protein,275,ID,2022-12-20,2022,12,20,USA
WCI23016,BA.5.1,envelope protein,75,ID,2022-12-20,2022,12,20,USA
WCI23017,BA.5.1,membrane glycoprotein,222,ID,2022-12-20,2022,12,20,USA
WCI23018,BA.5.1,ORF6 protein,61,ID,2022-12-20,2022,12,20,USA
WCI23019,BA.5.1,ORF7a protein,121,ID,2022-12-20,2022,12,20,USA
WCI23020,BA.5.1,ORF7b protein,43,ID,2022-12-20,2022,12,20,USA
WCI23021,BA.5.1,ORF8 protein,121,ID,2022-12-20,2022,12,20,USA
WCI23022,BA.5.1,nucleocapsid phosphoprotein,416,ID,2022-12-20,2022,12,20,USA
WCI23023,BA.5.1,ORF10 protein,38,ID,2022-12-20,2022,12,20,USA
WCF78528,BA.5.2,ORF1ab polyprotein,7093,ID,2022-12-15,2022,12,15,USA
WCF78529,BA.5.2,ORF1a polyprotein,4402,ID,2022-12-15,2022,12,15,USA
WCF78530,BA.5.2,surface glycoprotein,1268,ID,2022-12-15,2022,12,15,USA
WCF78531,BA.5.2,ORF3a protein,275,ID,2022-12-15,2022,12,15,USA
WCF78532,BA.5.2,envelope protein,75,ID,2022-12-15,2022,12,15,USA
WCF78533,BA.5.2,membrane glycoprotein,222,ID,2022-12-15,2022,12,15,USA
WCF78534,BA.5.2,ORF6 protein,61,ID,2022-12-15,2022,12,15,USA
WCF78535,BA.5.2,ORF7a protein,121,ID,2022-12-15,2022,12,15,USA
WCF78536,BA.5.2,ORF7b protein,43,ID,2022-12-15,2022,12,15,USA
WCF78537,BA.5.2,ORF8 protein,121,ID,2022-12-15,2022,12,15,USA
WCF78538,BA.5.2,nucleocapsid phosphoprotein,416,ID,2022-12-15,2022,12,15,USA
WCF78539,BA.5.2,ORF10 protein,38,ID,2022-12-15,2022,12,15,USA
WCC88934,BE.1.4,ORF1ab polyprotein,7090,ID,2022-12-28,2022,12,28,USA
WCC88935,BE.1.4,ORF1a polyprotein,4399,ID,2022-12-28,2022,12,28,USA
WCC88936,BE.1.4,surface glycoprotein,1268,ID,2022-12-28,2022,12,28,USA
WCC88937,BE.1.4,ORF3a protein,275,ID,2022-12-28,2022,12,28,USA
WCC88938,BE.1.4,envelope protein,75,ID,2022-12-28,2022,12,28,USA
WCC88939,BE.1.4,membrane glycoprotein,222,ID,2022-12-28,2022,12,28,USA
WCC88940,BE.1.4,ORF6 protein,61,ID,2022-12-28,2022,12,28,USA
WCC88941,BE.1.4,ORF7a protein,121,ID,2022-12-28,2022,12,28,USA
WCC88942,BE.1.4,ORF7b protein,43,ID,2022-12-28,2022,12,28,USA
WCC88943,BE.1.4,ORF8 protein,121,ID,2022-12-28,2022,12,28,USA
WCC88944,BE.1.4,nucleocapsid phosphoprotein,416,ID,2022-12-28,2022,12,28,USA
WCC88945,BE.1.4,ORF10 protein,38,ID,2022-12-28,2022,12,28,USA
WBS26707,BQ.1.12,ORF1ab polyprotein,7093,ID,2022-12-28,2022,12,28,USA
WBS26708,BQ.1.12,ORF1a polyprotein,4402,ID,2022-12-28,2022,12,28,USA
WBS26709,BQ.1.12,surface glycoprotein,1268,ID,2022-12-28,2022,12,28,USA
WBS26710,BQ.1.12,ORF3a protein,275,ID,2022-12-28,2022,12,28,USA
WBS26711,BQ.1.12,envelope protein,75,ID,2022-12-28,2022,12,28,USA
WBS26712,BQ.1.12,membrane glycoprotein,222,ID,2022-12-28,2022,12,28,USA
WBS26713,BQ.1.12,ORF6 protein,61,ID,2022-12-28,2022,12,28,USA
WBS26714,BQ.1.12,ORF7a protein,121,ID,2022-12-28,2022,12,28,USA
WBS26715,BQ.1.12,ORF7b protein,43,ID,2022-12-28,2022,12,28,USA
WBS26716,BQ.1.12,ORF8 protein,121,ID,2022-12-28,2022,12,28,USA
WBS26717,BQ.1.12,nucleocapsid phosphoprotein,416,ID,2022-12-28,2022,12,28,USA
WBS26718,BQ.1.12,ORF10 protein,38,ID,2022-12-28,2022,12,28,USA
WBS29533,BA.5.2.34,ORF1ab polyprotein,7093,ID,2022-12-30,2022,12,30,USA
WBS29534,BA.5.2.34,ORF1a polyprotein,4402,ID,2022-12-30,2022,12,30,USA
WBS29535,BA.5.2.34,surface glycoprotein,1268,ID,2022-12-30,2022,12,30,USA
WBS29536,BA.5.2.34,ORF3a protein,275,ID,2022-12-30,2022,12,30,USA
WBS29537,BA.5.2.34,envelope protein,75,ID,2022-12-30,2022,12,30,USA
WBS29538,BA.5.2.34,membrane glycoprotein,222,ID,2022-12-30,2022,12,30,USA
WBS29539,BA.5.2.34,ORF6 protein,61,ID,2022-12-30,2022,12,30,USA
WBS29540,BA.5.2.34,ORF7a protein,121,ID,2022-12-30,2022,12,30,USA
WBS29541,BA.5.2.34,ORF7b protein,43,ID,2022-12-30,2022,12,30,USA
WBS29542,BA.5.2.34,ORF8 protein,121,ID,2022-12-30,2022,12,30,USA
WBS29543,BA.5.2.34,nucleocapsid phosphoprotein,416,ID,2022-12-30,2022,12,30,USA
WBS29544,BA.5.2.34,ORF10 protein,38,ID,2022-12-30,2022,12,30,USA
WBS15158,BF.7.4.1,ORF1ab polyprotein,7093,ID,2022-11-29,2022,11,29,USA
WBS15159,BF.7.4.1,ORF1a polyprotein,4402,ID,2022-11-29,2022,11,29,USA
WBS15160,BF.7.4.1,surface glycoprotein,1268,ID,2022-11-29,2022,11,29,USA
WBS15161,BF.7.4.1,ORF3a protein,275,ID,2022-11-29,2022,11,29,USA
WBS15162,BF.7.4.1,envelope protein,75,ID,2022-11-29,2022,11,29,USA
WBS15163,BF.7.4.1,membrane glycoprotein,222,ID,2022-11-29,2022,11,29,USA
WBS15164,BF.7.4.1,ORF6 protein,61,ID,2022-11-29,2022,11,29,USA
WBS15165,BF.7.4.1,ORF7a protein,121,ID,2022-11-29,2022,11,29,USA
WBS15166,BF.7.4.1,ORF7b protein,43,ID,2022-11-29,2022,11,29,USA
WBS15167,BF.7.4.1,ORF8 protein,121,ID,2022-11-29,2022,11,29,USA
WBS15168,BF.7.4.1,nucleocapsid phosphoprotein,416,ID,2022-11-29,2022,11,29,USA
WBS15169,BF.7.4.1,ORF10 protein,38,ID,2022-11-29,2022,11,29,USA
WBS15272,BA.5.2.6,ORF1ab polyprotein,7091,ID,2022-12-03,2022,12,3,USA
WBS15273,BA.5.2.6,ORF1a polyprotein,4400,ID,2022-12-03,2022,12,3,USA
WBS15274,BA.5.2.6,surface glycoprotein,1267,ID,2022-12-03,2022,12,3,USA
WBS15275,BA.5.2.6,ORF3a protein,275,ID,2022-12-03,2022,12,3,USA
WBS15276,BA.5.2.6,envelope protein,75,ID,2022-12-03,2022,12,3,USA
WBS15277,BA.5.2.6,membrane glycoprotein,222,ID,2022-12-03,2022,12,3,USA
WBS15278,BA.5.2.6,ORF6 protein,61,ID,2022-12-03,2022,12,3,USA
WBS15279,BA.5.2.6,ORF7a protein,121,ID,2022-12-03,2022,12,3,USA
WBS15280,BA.5.2.6,ORF7b protein,43,ID,2022-12-03,2022,12,3,USA
WBS15281,BA.5.2.6,ORF8 protein,121,ID,2022-12-03,2022,12,3,USA
WBS15282,BA.5.2.6,nucleocapsid phosphoprotein,416,ID,2022-12-03,2022,12,3,USA
WBS15283,BA.5.2.6,ORF10 protein,38,ID,2022-12-03,2022,12,3,USA
WBS15877,CP.5,ORF1ab polyprotein,7093,ID,2022-12-08,2022,12,8,USA
WBS15878,CP.5,ORF1a polyprotein,4402,ID,2022-12-08,2022,12,8,USA
WBS15879,CP.5,surface glycoprotein,1268,ID,2022-12-08,2022,12,8,USA
WBS15880,CP.5,ORF3a protein,275,ID,2022-12-08,2022,12,8,USA
WBS15881,CP.5,envelope protein,75,ID,2022-12-08,2022,12,8,USA
WBS15882,CP.5,membrane glycoprotein,222,ID,2022-12-08,2022,12,8,USA
WBS15883,CP.5,ORF6 protein,61,ID,2022-12-08,2022,12,8,USA
WBS15884,CP.5,ORF7a protein,121,ID,2022-12-08,2022,12,8,USA
WBS15885,CP.5,ORF7b protein,43,ID,2022-12-08,2022,12,8,USA
WBS15886,CP.5,ORF8 protein,121,ID,2022-12-08,2022,12,8,USA
WBS15887,CP.5,nucleocapsid phosphoprotein,416,ID,2022-12-08,2022,12,8,USA
WBS15888,CP.5,ORF10 protein,38,ID,2022-12-08,2022,12,8,USA
WBR19859,BQ.1.1,ORF1ab polyprotein,7093,ID,2022-12-14,2022,12,14,USA
WBR19860,BQ.1.1,ORF1a polyprotein,4402,ID,2022-12-14,2022,12,14,USA
WBR19861,BQ.1.1,surface glycoprotein,1268,ID,2022-12-14,2022,12,14,USA
WBR19862,BQ.1.1,ORF3a protein,275,ID,2022-12-14,2022,12,14,USA
WBR19863,BQ.1.1,envelope protein,75,ID,2022-12-14,2022,12,14,USA
WBR19864,BQ.1.1,membrane glycoprotein,222,ID,2022-12-14,2022,12,14,USA
WBR19865,BQ.1.1,ORF6 protein,61,ID,2022-12-14,2022,12,14,USA
WBR19866,BQ.1.1,ORF7a protein,121,ID,2022-12-14,2022,12,14,USA
WBR19867,BQ.1.1,ORF7b protein,43,ID,2022-12-14,2022,12,14,USA
WBR19868,BQ.1.1,ORF8 protein,121,ID,2022-12-14,2022,12,14,USA
WBR19869,BQ.1.1,nucleocapsid phosphoprotein,416,ID,2022-12-14,2022,12,14,USA
WBR19870,BQ.1.1,ORF10 protein,38,ID,2022-12-14,2022,12,14,USA
WBK32323,BQ.1.1.28,ORF1ab polyprotein,7093,ID,2022-12-19,2022,12,19,USA
WBK32324,BQ.1.1.28,ORF1a polyprotein,4402,ID,2022-12-19,2022,12,19,USA
WBK32325,BQ.1.1.28,surface glycoprotein,1268,ID,2022-12-19,2022,12,19,USA
WBK32326,BQ.1.1.28,ORF3a protein,275,ID,2022-12-19,2022,12,19,USA
WBK32327,BQ.1.1.28,envelope protein,75,ID,2022-12-19,2022,12,19,USA
WBK32328,BQ.1.1.28,membrane glycoprotein,222,ID,2022-12-19,2022,12,19,USA
WBK32329,BQ.1.1.28,ORF6 protein,61,ID,2022-12-19,2022,12,19,USA
WBK32330,BQ.1.1.28,ORF7a protein,121,ID,2022-12-19,2022,12,19,USA
WBK32331,BQ.1.1.28,ORF7b protein,43,ID,2022-12-19,2022,12,19,USA
WBK32332,BQ.1.1.28,ORF8 protein,121,ID,2022-12-19,2022,12,19,USA
WBK32333,BQ.1.1.28,nucleocapsid phosphoprotein,416,ID,2022-12-19,2022,12,19,USA
WBK32334,BQ.1.1.28,ORF10 protein,38,ID,2022-12-19,2022,12,19,USA
WBG25638,BQ.1.8,ORF1ab polyprotein,7093,ID,2022-12-13,2022,12,13,USA
WBG25639,BQ.1.8,ORF1a polyprotein,4402,ID,2022-12-13,2022,12,13,USA
WBG25640,BQ.1.8,surface glycoprotein,1267,ID,2022-12-13,2022,12,13,USA
WBG25641,BQ.1.8,ORF3a protein,275,ID,2022-12-13,2022,12,13,USA
WBG25642,BQ.1.8,envelope protein,75,ID,2022-12-13,2022,12,13,USA
WBG25643,BQ.1.8,membrane glycoprotein,222,ID,2022-12-13,2022,12,13,USA
WBG25644,BQ.1.8,ORF6 protein,61,ID,2022-12-13,2022,12,13,USA
WBG25645,BQ.1.8,ORF7a protein,121,ID,2022-12-13,2022,12,13,USA
WBG25646,BQ.1.8,ORF7b protein,43,ID,2022-12-13,2022,12,13,USA
WBG25647,BQ.1.8,ORF8 protein,121,ID,2022-12-13,2022,12,13,USA
WBG25648,BQ.1.8,nucleocapsid phosphoprotein,416,ID,2022-12-13,2022,12,13,USA
WBG25649,BQ.1.8,ORF10 protein,38,ID,2022-12-13,2022,12,13,USA
WBE92970,BA.5.2.8,ORF1ab polyprotein,7093,ID,2022-12-12,2022,12,12,USA
WBE92971,BA.5.2.8,ORF1a polyprotein,4402,ID,2022-12-12,2022,12,12,USA
WBE92972,BA.5.2.8,surface glycoprotein,1268,ID,2022-12-12,2022,12,12,USA
WBE92973,BA.5.2.8,ORF3a protein,275,ID,2022-12-12,2022,12,12,USA
WBE92974,BA.5.2.8,envelope protein,75,ID,2022-12-12,2022,12,12,USA
WBE92975,BA.5.2.8,membrane glycoprotein,222,ID,2022-12-12,2022,12,12,USA
WBE92976,BA.5.2.8,ORF6 protein,61,ID,2022-12-12,2022,12,12,USA
WBE92977,BA.5.2.8,ORF7a protein,121,ID,2022-12-12,2022,12,12,USA
WBE92978,BA.5.2.8,ORF7b protein,43,ID,2022-12-12,2022,12,12,USA
WBE92979,BA.5.2.8,ORF8 protein,121,ID,2022-12-12,2022,12,12,USA
WBE92980,BA.5.2.8,nucleocapsid phosphoprotein,416,ID,2022-12-12,2022,12,12,USA
WBE92981,BA.5.2.8,ORF10 protein,38,ID,2022-12-12,2022,12,12,USA
WAY02194,BQ.1,ORF1ab polyprotein,7090,ID,2022-12-05,2022,12,5,USA
WAY02195,BQ.1,ORF1a polyprotein,4399,ID,2022-12-05,2022,12,5,USA
WAY02196,BQ.1,surface glycoprotein,1267,ID,2022-12-05,2022,12,5,USA
WAY02197,BQ.1,ORF3a protein,275,ID,2022-12-05,2022,12,5,USA
WAY02198,BQ.1,envelope protein,75,ID,2022-12-05,2022,12,5,USA
WAY02199,BQ.1,membrane glycoprotein,222,ID,2022-12-05,2022,12,5,USA
WAY02200,BQ.1,ORF6 protein,61,ID,2022-12-05,2022,12,5,USA
WAY02201,BQ.1,ORF7a protein,121,ID,2022-12-05,2022,12,5,USA
WAY02202,BQ.1,ORF7b protein,43,ID,2022-12-05,2022,12,5,USA
WAY02203,BQ.1,ORF8 protein,121,ID,2022-12-05,2022,12,5,USA
WAY02204,BQ.1,nucleocapsid phosphoprotein,416,ID,2022-12-05,2022,12,5,USA
WAY02205,BQ.1,ORF10 protein,38,ID,2022-12-05,2022,12,5,USA
WAX26593,BA.5.2.1,ORF1ab polyprotein,7089,ID,2022-11-28,2022,11,28,USA
WAX26594,BA.5.2.1,ORF1a polyprotein,4398,ID,2022-11-28,2022,11,28,USA
WAX26595,BA.5.2.1,surface glycoprotein,1268,ID,2022-11-28,2022,11,28,USA
WAX26596,BA.5.2.1,ORF3a protein,275,ID,2022-11-28,2022,11,28,USA
WAX26597,BA.5.2.1,envelope protein,75,ID,2022-11-28,2022,11,28,USA
WAX26598,BA.5.2.1,membrane glycoprotein,222,ID,2022-11-28,2022,11,28,USA
WAX26599,BA.5.2.1,ORF6 protein,61,ID,2022-11-28,2022,11,28,USA
WAX26600,BA.5.2.1,ORF7a protein,121,ID,2022-11-28,2022,11,28,USA
WAX26601,BA.5.2.1,ORF7b protein,43,ID,2022-11-28,2022,11,28,USA
WAX26602,BA.5.2.1,ORF8 protein,121,ID,2022-11-28,2022,11,28,USA
WAX26603,BA.5.2.1,nucleocapsid phosphoprotein,416,ID,2022-11-28,2022,11,28,USA
WAX26604,BA.5.2.1,ORF10 protein,38,ID,2022-11-28,2022,11,28,USA
WAU60029,BQ.1.15,ORF1ab polyprotein,7093,ID,2022-12-04,2022,12,4,USA
WAU60030,BQ.1.15,ORF1a polyprotein,4402,ID,2022-12-04,2022,12,4,USA
WAU60031,BQ.1.15,surface glycoprotein,1268,ID,2022-12-04,2022,12,4,USA
WAU60032,BQ.1.15,ORF3a protein,275,ID,2022-12-04,2022,12,4,USA
WAU60033,BQ.1.15,envelope protein,75,ID,2022-12-04,2022,12,4,USA
WAU60034,BQ.1.15,membrane glycoprotein,222,ID,2022-12-04,2022,12,4,USA
WAU60035,BQ.1.15,ORF6 protein,61,ID,2022-12-04,2022,12,4,USA
WAU60036,BQ.1.15,ORF7a protein,121,ID,2022-12-04,2022,12,4,USA
WAU60037,BQ.1.15,ORF7b protein,43,ID,2022-12-04,2022,12,4,USA
WAU60038,BQ.1.15,ORF8 protein,121,ID,2022-12-04,2022,12,4,USA
WAU60039,BQ.1.15,nucleocapsid phosphoprotein,416,ID,2022-12-04,2022,12,4,USA
WAU60040,BQ.1.15,ORF10 protein,38,ID,2022-12-04,2022,12,4,USA
WAS62995,BQ.1,ORF1ab polyprotein,7093,ID,2022-11-29,2022,11,29,USA
WAS62996,BQ.1,ORF1a polyprotein,4402,ID,2022-11-29,2022,11,29,USA
WAS62997,BQ.1,surface glycoprotein,1268,ID,2022-11-29,2022,11,29,USA
WAS62998,BQ.1,ORF3a protein,275,ID,2022-11-29,2022,11,29,USA
WAS62999,BQ.1,envelope protein,75,ID,2022-11-29,2022,11,29,USA
WAS63000,BQ.1,membrane glycoprotein,222,ID,2022-11-29,2022,11,29,USA
WAS63001,BQ.1,ORF6 protein,61,ID,2022-11-29,2022,11,29,USA
WAS63002,BQ.1,ORF7a protein,121,ID,2022-11-29,2022,11,29,USA
WAS63003,BQ.1,ORF7b protein,43,ID,2022-11-29,2022,11,29,USA
WAS63004,BQ.1,ORF8 protein,121,ID,2022-11-29,2022,11,29,USA
WAS63005,BQ.1,nucleocapsid phosphoprotein,416,ID,2022-11-29,2022,11,29,USA
WAS63006,BQ.1,ORF10 protein,38,ID,2022-11-29,2022,11,29,USA
WAQ22724,BN.1,ORF1ab polyprotein,7093,ID,2022-11-29,2022,11,29,USA
WAQ22725,BN.1,ORF1a polyprotein,4402,ID,2022-11-29,2022,11,29,USA
WAQ22726,BN.1,surface glycoprotein,1270,ID,2022-11-29,2022,11,29,USA
WAQ22727,BN.1,ORF3a protein,275,ID,2022-11-29,2022,11,29,USA
WAQ22728,BN.1,envelope protein,75,ID,2022-11-29,2022,11,29,USA
WAQ22729,BN.1,membrane glycoprotein,222,ID,2022-11-29,2022,11,29,USA
WAQ22730,BN.1,ORF6 protein,61,ID,2022-11-29,2022,11,29,USA
WAQ22731,BN.1,ORF7a protein,121,ID,2022-11-29,2022,11,29,USA
WAQ22732,BN.1,ORF7b protein,43,ID,2022-11-29,2022,11,29,USA
WAQ22733,BN.1,ORF8 protein,121,ID,2022-11-29,2022,11,29,USA
WAQ22734,BN.1,nucleocapsid phosphoprotein,416,ID,2022-11-29,2022,11,29,USA
WAQ22735,BN.1,ORF10 protein,38,ID,2022-11-29,2022,11,29,USA
WAQ32040,BF.41,ORF1ab polyprotein,7092,ID,2022-12-02,2022,12,2,USA
WAQ32041,BF.41,ORF1a polyprotein,4401,ID,2022-12-02,2022,12,2,USA
WAQ32042,BF.41,surface glycoprotein,1268,ID,2022-12-02,2022,12,2,USA
WAQ32043,BF.41,ORF3a protein,275,ID,2022-12-02,2022,12,2,USA
WAQ32044,BF.41,envelope protein,75,ID,2022-12-02,2022,12,2,USA
WAQ32045,BF.41,membrane glycoprotein,222,ID,2022-12-02,2022,12,2,USA
WAQ32046,BF.41,ORF6 protein,61,ID,2022-12-02,2022,12,2,USA
WAQ32047,BF.41,ORF7a protein,121,ID,2022-12-02,2022,12,2,USA
WAQ32048,BF.41,ORF7b protein,43,ID,2022-12-02,2022,12,2,USA
WAQ32049,BF.41,ORF8 protein,121,ID,2022-12-02,2022,12,2,USA
WAQ32050,BF.41,nucleocapsid phosphoprotein,416,ID,2022-12-02,2022,12,2,USA
WAQ32051,BF.41,ORF10 protein,38,ID,2022-12-02,2022,12,2,USA
WAR32047,BA.5.9,ORF1ab polyprotein,7093,ID,2022-10-25,2022,10,25,USA
WAR32048,BA.5.9,ORF1a polyprotein,4402,ID,2022-10-25,2022,10,25,USA
WAR32049,BA.5.9,surface glycoprotein,1268,ID,2022-10-25,2022,10,25,USA
WAR32050,BA.5.9,ORF3a protein,275,ID,2022-10-25,2022,10,25,USA
WAR32051,BA.5.9,envelope protein,75,ID,2022-10-25,2022,10,25,USA
WAR32052,BA.5.9,membrane glycoprotein,222,ID,2022-10-25,2022,10,25,USA
WAR32053,BA.5.9,ORF6 protein,61,ID,2022-10-25,2022,10,25,USA
WAR32054,BA.5.9,ORF7a protein,121,ID,2022-10-25,2022,10,25,USA
WAR32055,BA.5.9,ORF7b protein,43,ID,2022-10-25,2022,10,25,USA
WAR32056,BA.5.9,ORF8 protein,121,ID,2022-10-25,2022,10,25,USA
WAR32057,BA.5.9,nucleocapsid phosphoprotein,416,ID,2022-10-25,2022,10,25,USA
WAR32058,BA.5.9,ORF10 protein,38,ID,2022-10-25,2022,10,25,USA
WAR32071,BA.5.2.6,ORF1ab polyprotein,7093,ID,2022-10-29,2022,10,29,USA
WAR32072,BA.5.2.6,ORF1a polyprotein,4402,ID,2022-10-29,2022,10,29,USA
WAR32073,BA.5.2.6,surface glycoprotein,1267,ID,2022-10-29,2022,10,29,USA
WAR32074,BA.5.2.6,ORF3a protein,275,ID,2022-10-29,2022,10,29,USA
WAR32075,BA.5.2.6,envelope protein,75,ID,2022-10-29,2022,10,29,USA
WAR32076,BA.5.2.6,membrane glycoprotein,222,ID,2022-10-29,2022,10,29,USA
WAR32077,BA.5.2.6,ORF6 protein,61,ID,2022-10-29,2022,10,29,USA
WAR32078,BA.5.2.6,ORF7a protein,121,ID,2022-10-29,2022,10,29,USA
WAR32079,BA.5.2.6,ORF7b protein,43,ID,2022-10-29,2022,10,29,USA
WAR32080,BA.5.2.6,ORF8 protein,121,ID,2022-10-29,2022,10,29,USA
WAR32081,BA.5.2.6,nucleocapsid phosphoprotein,416,ID,2022-10-29,2022,10,29,USA
WAR32082,BA.5.2.6,ORF10 protein,38,ID,2022-10-29,2022,10,29,USA
WAR32106,BA.5.2,ORF1ab polyprotein,7093,ID,2022-10-31,2022,10,31,USA
WAR32107,BA.5.2,ORF1a polyprotein,4402,ID,2022-10-31,2022,10,31,USA
WAR32108,BA.5.2,surface glycoprotein,1268,ID,2022-10-31,2022,10,31,USA
WAR32109,BA.5.2,ORF3a protein,275,ID,2022-10-31,2022,10,31,USA
WAR32110,BA.5.2,envelope protein,75,ID,2022-10-31,2022,10,31,USA
WAR32111,BA.5.2,membrane glycoprotein,222,ID,2022-10-31,2022,10,31,USA
WAR32112,BA.5.2,ORF6 protein,61,ID,2022-10-31,2022,10,31,USA
WAR32113,BA.5.2,ORF7a protein,121,ID,2022-10-31,2022,10,31,USA
