Accession,Pangolin,Length,Country,Collection_Date,Year,Month,Day
OP606534,BA.1.1.11,29663,France,2022-01-05,2022,1,5
OP606540,BA.1.17,29663,France,2022-01-05,2022,1,5
OP606542,BA.1,29663,France,2022-01-06,2022,1,6
OP606545,BA.1.17.2,29666,France,2022-01-03,2022,1,3
OP606551,BA.1.15.1,29663,France,2022-01-03,2022,1,3
OP606557,BA.1.1.14,29663,France,2022-01-03,2022,1,3
OP606564,BA.1.8,29663,France,2022-01-03,2022,1,3
OP606566,BA.1.14,29663,France,2022-01-03,2022,1,3
OP606580,AY.9.2,29689,France,2022-01-03,2022,1,3
OP606633,BA.1.16,29663,France,2022-01-04,2022,1,4
OP606649,B.1.617.2,29683,France,2022-01-04,2022,1,4
OP606698,BA.1.15,29663,France,2022-01-05,2022,1,5
OP606701,B.1.1,29678,France,2022-01-05,2022,1,5
OP606709,BA.1.1.15,29663,France,2022-01-05,2022,1,5
OP606720,AY.46.6,29674,France,2022-01-05,2022,1,5
OP606774,BA.2.10,29666,France,2022-01-06,2022,1,6
OP606799,BA.1.13,29666,France,2022-01-06,2022,1,6
OP160062,AY.122,29781,France,2021-12-30,2021,12,30
OP160113,AY.122.6,29769,France,2021-12-30,2021,12,30
OP160150,AY.122,29782,France,2022-01-09,2022,1,9
OP160155,BA.1.1,29744,France,2022-03-10,2022,3,10
OP160163,AY.9.2,29769,France,2021-12-16,2021,12,16
OP160171,BA.1.1.1,29743,France,2022-03-29,2022,3,29
OP160215,BA.1.18,29789,France,2022-03-16,2022,3,16
OP022965,P.1,29697,France,2021-01-27,2021,1,27
OP022968,B.1.526,29669,France,2021-03-25,2021,3,25
OP022970,B.1.429,29699,France,2021-02-05,2021,2,5
OP022971,B.1.617.2,29689,France,2021-11-29,2021,11,29
OP022972,BA.1.1,29663,France,2021-12-27,2021,12,27
ON898599,BA.5.1,29660,France,2022-05-13,2022,5,13
ON832655,AY.43,29751,France,2021-11,2021,11,1
ON832659,AY.122,29758,France,2021-11,2021,11,1
ON430714,AY.43,29689,France,2021-10-18,2021,10,18
ON430717,AY.98.1,29689,France,2021-10-18,2021,10,18
ON430739,AY.122,29689,France,2021-10-22,2021,10,22
ON430740,AY.122.6,29689,France,2021-10-19,2021,10,19
ON430742,AY.4,29689,France,2021-10-22,2021,10,22
ON430743,AY.4.2.3,29689,France,2021-10-26,2021,10,26
ON430744,AY.122,29689,France,2021-06-23,2021,6,23
ON430748,AY.43.8,29689,France,2021-10-19,2021,10,19
ON430770,AY.5,29689,France,2021-10-22,2021,10,22
ON430772,AY.129,29689,France,2021-10-19,2021,10,19
ON430784,AY.9.2,29689,France,2021-10-21,2021,10,21
ON430788,B.1.617.2,29689,France,2021-10-27,2021,10,27
ON430797,AY.33,29689,France,2021-10-21,2021,10,21
ON430828,AY.4.2,29689,France,2021-10-21,2021,10,21
ON430829,AY.42,29689,France,2021-10-27,2021,10,27
ON430907,AY.43.7,29689,France,2021-10-26,2021,10,26
ON430976,AY.46.6,29689,France,2021-10-23,2021,10,23
ON430987,AY.5.4,29689,France,2021-10-27,2021,10,27
ON430993,AY.103,29689,France,2021-10-27,2021,10,27
ON430998,AY.125,29689,France,2021-10-25,2021,10,25
ON431052,AY.126,29689,France,2021-10-26,2021,10,26
ON431089,AY.92,29686,France,2021-10-27,2021,10,27
ON431102,AY.109,29689,France,2021-10-25,2021,10,25
ON431108,AY.16.1,29689,France,2021-10-25,2021,10,25
ON431112,AY.100,29684,France,2021-10-08,2021,10,8
ON431123,AY.25,29689,France,2021-10-21,2021,10,21
ON431131,AY.34.1,29692,France,2021-10-26,2021,10,26
ON431133,AY.36,29689,France,2021-10-26,2021,10,26
ON431165,AY.4.5,29689,France,2021-10-25,2021,10,25
ON431310,AY.46.2,29689,France,2021-10-11,2021,10,11
ON431338,AY.7.2,29689,France,2021-10-12,2021,10,12
ON431384,AY.112,29689,France,2021-10-12,2021,10,12
ON431393,AY.4.4,29689,France,2021-10-12,2021,10,12
ON431412,AY.98,29689,France,2021-10-12,2021,10,12
ON431428,AY.34,29692,France,2021-10-12,2021,10,12
ON431434,AY.33.1,29689,France,2021-10-12,2021,10,12
ON431445,AY.9.2,29689,France,2021-11-02,2021,11,2
ON431465,AY.125,29689,France,2021-11-02,2021,11,2
ON431468,AY.126,29689,France,2021-11-02,2021,11,2
ON431475,AY.124,29689,France,2021-11-02,2021,11,2
ON431484,AY.103,29689,France,2021-11-03,2021,11,3
ON431488,AY.92,29689,France,2021-11-02,2021,11,2
ON431493,AY.119,29689,France,2021-11-02,2021,11,2
ON431494,AY.120,29689,France,2021-11-02,2021,11,2
ON431499,AY.121,29689,France,2021-11-02,2021,11,2
ON431505,AY.20,29689,France,2021-11-03,2021,11,3
ON431512,AY.33.1,29689,France,2021-11-02,2021,11,2
ON431514,AY.33,29689,France,2021-11-02,2021,11,2
ON431529,AY.34.1,29692,France,2021-11-02,2021,11,2
ON431539,AY.122.6,29689,France,2021-11-02,2021,11,2
ON431564,AY.4,29689,France,2021-11-02,2021,11,2
ON431577,AY.106,29689,France,2021-11-02,2021,11,2
ON431610,AY.4.2.3,29689,France,2021-11-02,2021,11,2
ON431613,AY.4.2,29689,France,2021-11-01,2021,11,1
ON431614,AY.4.2.1,29689,France,2021-11-02,2021,11,2
ON431617,AY.4.4,29689,France,2021-11-03,2021,11,3
ON431781,AY.43.7,29689,France,2021-11-02,2021,11,2
ON431912,AY.44,29689,France,2021-11-02,2021,11,2
ON431913,AY.46.2,29689,France,2021-11-03,2021,11,3
ON431916,AY.46.6,29689,France,2021-11-02,2021,11,2
ON431921,AY.5,29689,France,2021-11-03,2021,11,3
ON431926,AY.5.4,29689,France,2021-11-02,2021,11,2
ON431931,AY.7.1,29689,France,2021-11-02,2021,11,2
ON431932,AY.94,29689,France,2021-11-02,2021,11,2
ON431976,AY.98.1,29686,France,2021-11-02,2021,11,2
ON431978,AY.98.1.1,29689,France,2021-11-02,2021,11,2
ON432164,AY.43.8,29689,France,2021-11-03,2021,11,3
ON432201,AY.98,29689,France,2021-11-04,2021,11,4
ON432331,AY.120,29689,France,2021-10-29,2021,10,29
ON432370,AY.129,29689,France,2021-11-08,2021,11,8
ON432380,AY.116,29689,France,2021-11-08,2021,11,8
ON432487,AY.34,29692,France,2021-11-05,2021,11,5
ON432494,AY.127,29689,France,2021-11-09,2021,11,9
ON432578,AY.4.5,29689,France,2021-11-05,2021,11,5
ON432580,AY.42,29689,France,2021-11-03,2021,11,3
ON432934,AY.100,29689,France,2021-11-08,2021,11,8
ON432955,AY.62,29689,France,2021-11-05,2021,11,5
ON433027,AY.122.2,29689,France,2021-11-08,2021,11,8
ON433404,AY.46,29689,France,2021-11-08,2021,11,8
ON433517,AY.4.2.2,29689,France,2021-11-29,2021,11,29
ON433602,AY.72,29680,France,2021-11-22,2021,11,22
ON433608,AY.133,29683,France,2021-11-22,2021,11,22
ON433683,AY.65,29689,France,2021-11-15,2021,11,15
ON434089,AY.46.5,29689,France,2021-11-29,2021,11,29
ON434213,AY.36,29689,France,2021-11-10,2021,11,10
ON434416,AY.16.1,29689,France,2021-08-20,2021,8,20
ON434418,AY.42,29689,France,2021-08-20,2021,8,20
ON434428,AY.33,29689,France,2021-08-20,2021,8,20
ON434437,AY.71,29689,France,2021-08-20,2021,8,20
ON434438,AY.5,29689,France,2021-08-20,2021,8,20
ON434453,AY.122,29689,France,2021-08-20,2021,8,20
ON434456,AY.98.1,29689,France,2021-08-20,2021,8,20
ON434458,B.1.617.2,29689,France,2021-08-20,2021,8,20
ON434465,AY.124,29689,France,2021-08-20,2021,8,20
ON434466,AY.128,29689,France,2021-08-20,2021,8,20
ON434468,AY.112,29689,France,2021-08-20,2021,8,20
ON434471,AY.125,29689,France,2021-08-20,2021,8,20
ON434492,AY.119,29689,France,2021-08-22,2021,8,22
ON434532,AY.4,29689,France,2021-08-22,2021,8,22
ON434557,AY.53,29689,France,2021-08-22,2021,8,22
ON434590,AY.72,29689,France,2021-08-22,2021,8,22
ON434598,AY.51,29689,France,2021-08-22,2021,8,22
ON434619,AY.5.4,29689,France,2021-08-22,2021,8,22
ON434620,AY.73,29689,France,2021-08-22,2021,8,22
ON434688,AY.43,29689,France,2021-07-25,2021,7,25
ON434701,AY.34,29692,France,2021-08-22,2021,8,22
ON434757,AY.37,29689,France,2021-08-10,2021,8,10
ON434759,AY.9.2,29689,France,2021-08-10,2021,8,10
ON434769,AY.20,29689,France,2021-08-31,2021,8,31
ON434920,AY.43,29689,France,2021-09-01,2021,9,1
ON434928,AY.34,29692,France,2021-09-04,2021,9,4
ON435072,AY.122,29689,France,2021-09-01,2021,9,1
ON435080,AY.98.1,29689,France,2021-09-01,2021,9,1
ON435086,AY.125,29689,France,2021-09-01,2021,9,1
ON435093,AY.42,29689,France,2021-09-01,2021,9,1
ON435094,AY.5,29689,France,2021-09-01,2021,9,1
ON435095,AY.34.1,29689,France,2021-09-01,2021,9,1
ON435101,AY.112,29686,France,2021-09-01,2021,9,1
ON435105,AY.33,29689,France,2021-09-01,2021,9,1
ON435128,AY.51,29689,France,2021-09-02,2021,9,2
ON435131,AY.4,29689,France,2021-09-02,2021,9,2
ON435150,AY.34.2,29692,France,2021-09-02,2021,9,2
ON435193,AY.34.1.1,29692,France,2021-09-02,2021,9,2
ON435198,B.1.617.2,29689,France,2021-09-02,2021,9,2
ON435201,AY.9.2,29689,France,2021-09-02,2021,9,2
ON435208,AY.73,29689,France,2021-09-02,2021,9,2
ON435258,AY.4.7,29689,France,2021-09-02,2021,9,2
ON435265,AY.16.1,29689,France,2021-09-02,2021,9,2
ON435281,AY.43.8,29689,France,2021-09-02,2021,9,2
ON435299,AY.124,29689,France,2021-09-02,2021,9,2
ON435311,AY.118,29689,France,2021-09-02,2021,9,2
ON435318,AY.5.1,29689,France,2021-09-02,2021,9,2
ON435325,AY.37,29689,France,2021-09-02,2021,9,2
ON435336,AY.126,29689,France,2021-09-02,2021,9,2
ON435409,AY.39,29689,France,2021-09-03,2021,9,3
ON435466,AY.7.2,29689,France,2021-09-04,2021,9,4
ON435480,AY.7.1,29680,France,2021-09-04,2021,9,4
ON435500,AY.4.2,29689,France,2021-09-04,2021,9,4
ON435521,AY.75,29689,France,2021-09-05,2021,9,5
ON435596,AY.45,29689,France,2021-09-05,2021,9,5
ON435605,AY.100,29684,France,2021-08-31,2021,8,31
ON437622,AY.120,29689,France,2021-09-04,2021,9,4
ON437625,AY.66,29689,France,2021-09-04,2021,9,4
ON437667,AY.5.4,29689,France,2021-09-04,2021,9,4
ON437769,AY.46,29689,France,2021-09-05,2021,9,5
ON437871,AY.23,29689,France,2021-09-05,2021,9,5
ON438028,AY.71,29689,France,2021-09-14,2021,9,14
ON438092,AY.72,29680,France,2021-09-16,2021,9,16
ON438134,AY.92,29689,France,2021-09-17,2021,9,17
ON438183,AY.100,29684,France,2021-09-20,2021,9,20
ON438199,AY.6,29689,France,2021-09-20,2021,9,20
ON438264,AY.106,29695,France,2021-09-23,2021,9,23
ON438290,AY.121,29689,France,2021-09-23,2021,9,23
ON438315,AY.98,29689,France,2021-09-24,2021,9,24
ON438461,AY.36,29689,France,2021-09-30,2021,9,30
ON438508,AY.116,29689,France,2021-09-30,2021,9,30
ON438568,AY.73,29689,France,2021-10-06,2021,10,6
ON438649,AY.65,29689,France,2021-10-07,2021,10,7
ON438657,AY.20,29689,France,2021-10-07,2021,10,7
ON439139,AY.37,29804,France,2021-07-22,2021,7,22
ON439141,AY.98.1,29804,France,2021-07-22,2021,7,22
ON439156,AY.5,29804,France,2021-07-22,2021,7,22
ON439169,B.1.617.2,29805,France,2021-07-23,2021,7,23
ON439172,AY.122,29787,France,2021-07-23,2021,7,23
ON439174,AY.34.1,29803,France,2021-07-23,2021,7,23
ON439180,AY.42,29827,France,2021-07-23,2021,7,23
ON439196,AY.9.2,29824,France,2021-07-24,2021,7,24
ON439232,AY.125,29805,France,2021-07-24,2021,7,24
ON439327,AY.33,29803,France,2021-07-25,2021,7,25
ON439556,AY.34.1,29692,France,2021-08-13,2021,8,13
ON439576,AY.4,29689,France,2021-07-28,2021,7,28
ON439579,AY.6,29689,France,2021-07-28,2021,7,28
ON439607,AY.6,29689,France,2021-08-13,2021,8,13
ON439659,AY.118,29689,France,2021-08-13,2021,8,13
ON439824,AY.22,29689,France,2021-08-09,2021,8,9
ON440191,AY.9.2,29830,France,2021-06-30,2021,6,30
ON440303,AY.5.4,29689,France,2021-07-26,2021,7,26
ON440427,P.1,29697,France,2021-07-26,2021,7,26
ON440441,P.1,29697,France,2021-08-01,2021,8,1
ON440444,AY.34,29692,France,2021-07-27,2021,7,27
ON440456,C.37,29672,France,2021-07-28,2021,7,28
ON440632,AY.124,29689,France,2021-07-26,2021,7,26
ON440699,AY.53,29689,France,2021-07-26,2021,7,26
ON440752,AY.41,29689,France,2021-07-26,2021,7,26
ON440964,AY.66,29689,France,2021-07-27,2021,7,27
ON441091,AY.7.2,29689,France,2021-07-28,2021,7,28
ON441093,AY.98,29689,France,2021-07-28,2021,7,28
ON441108,AY.68,29689,France,2021-07-28,2021,7,28
ON441185,AY.16.1,29689,France,2021-07-30,2021,7,30
ON441560,AY.7.2,29689,France,2021-08-01,2021,8,1
ON441597,P.1.1,29700,France,2021-05-25,2021,5,25
ON441637,B.1.160.30,29703,France,2021-03-24,2021,3,24
ON441638,B.1.160,29696,France,2021-03-24,2021,3,24
ON441639,B.1.177,29703,France,2021-03-24,2021,3,24
ON442087,B.1.367,29694,France,2021-02-25,2021,2,25
ON442108,B.1.160.30,29700,France,2021-04-30,2021,4,30
ON442122,B.1.177.81,29655,France,2021-02-01,2021,2,1
ON442154,B.1.258,29697,France,2021-01-23,2021,1,23
ON442156,B.1.258,29668,France,2021-02-03,2021,2,3
ON442158,B.1.177,29693,France,2021-01-21,2021,1,21
ON442159,B.1.177,29693,France,2021-02-11,2021,2,11
ON442160,W.1,29703,France,2021-01-29,2021,1,29
ON442163,B.1,29703,France,2021-01-21,2021,1,21
ON442164,B.1.1.269,29703,France,2021-01-23,2021,1,23
ON442165,B.1.160,29703,France,2021-01-24,2021,1,24
ON442168,B.1.160.30,29703,France,2021-01-25,2021,1,25
ON442169,A.21,29703,France,2021-01-25,2021,1,25
ON442172,B.1.177.81,29703,France,2021-01-28,2021,1,28
ON442175,B.1.221,29698,France,2021-02-02,2021,2,2
ON442176,B.1,29703,France,2021-02-02,2021,2,2
ON442177,B.1.1.153,29703,France,2021-02-03,2021,2,3
ON442179,B.1.1.269,29703,France,2021-02-12,2021,2,12
ON442187,B.1.160,29703,France,2021-02-13,2021,2,13
ON442201,B.1.160.25,29703,France,2021-02-17,2021,2,17
ON442203,B.1.177.32,29703,France,2021-02-18,2021,2,18
ON442207,B.1.160,29703,France,2020-12-03,2020,12,3
ON442213,B.1.351.2,29594,France,2021-02-20,2021,2,20
ON442225,B.1.160,29703,France,2020-10-22,2020,10,22
ON442239,B.1.351,29685,France,2021-02-23,2021,2,23
ON442759,BA.1.19,29654,France,2022-01-03,2022,1,3
ON442774,AY.98.1,29689,France,2022-01-10,2022,1,10
ON442801,AY.122.6,29674,France,2022-01-10,2022,1,10
ON442862,AY.37,29686,France,2022-01-03,2022,1,3
ON442868,AY.126,29689,France,2022-01-03,2022,1,3
ON442870,AY.34,29692,France,2022-01-10,2022,1,10
ON442872,AY.4.2,29689,France,2022-01-03,2022,1,3
ON442873,AY.4.2.3,29689,France,2022-01-10,2022,1,10
ON442878,AY.98,29686,France,2022-01-03,2022,1,3
ON442949,BA.1.17,29663,France,2021-12-27,2021,12,27
ON442953,AY.20,29689,France,2022-01-10,2022,1,10
ON442956,AY.129,29689,France,2022-01-03,2022,1,3
ON443087,BA.1.1.1,29663,France,2021-12-29,2021,12,29
ON443129,AY.133,29683,France,2021-12-27,2021,12,27
ON443131,AY.133,29689,France,2022-01-03,2022,1,3
ON443132,B.1.617.2,29689,France,2021-12-27,2021,12,27
ON443144,AY.121,29689,France,2021-12-27,2021,12,27
ON443148,AY.121,29674,France,2022-01-03,2022,1,3
ON443167,AY.125,29689,France,2022-01-03,2022,1,3
ON443172,AY.33.2,29689,France,2022-01-03,2022,1,3
ON443173,AY.34,29692,France,2021-12-20,2021,12,20
ON443175,AY.34.1,29692,France,2021-12-27,2021,12,27
ON443188,AY.4.2,29689,France,2021-12-27,2021,12,27
ON443190,AY.42,29689,France,2021-12-27,2021,12,27
ON443236,AY.46.6,29689,France,2021-12-27,2021,12,27
ON443237,AY.98,29689,France,2021-12-27,2021,12,27
ON443254,BA.1,29663,France,2021-12-27,2021,12,27
ON443263,BA.1.17.2,29663,France,2021-12-27,2021,12,27
ON443273,BA.1.13,29666,France,2021-12-27,2021,12,27
ON443299,BA.1.16,29663,France,2021-12-27,2021,12,27
ON443505,BA.1,29673,France,2022-02-14,2022,2,14
ON443758,BA.1.1,29673,France,2022-02-14,2022,2,14
ON443760,BA.1.1.14,29673,France,2022-02-07,2022,2,7
ON443761,BA.1.17,29673,France,2022-02-14,2022,2,14
ON443764,BA.2,29675,France,2022-01-24,2022,1,24
ON443771,BA.2,29650,France,2022-02-11,2022,2,11
ON443774,BA.2.9,29650,France,2022-02-11,2022,2,11
ON443778,BA.2.5,29650,France,2022-02-11,2022,2,11
ON444141,BA.1.17.2,29663,France,2022-02-14,2022,2,14
ON444521,BA.1.18,29672,France,2022-02-07,2022,2,7
ON444580,BA.1.1.1,29669,France,2022-02-14,2022,2,14
ON444840,AY.126,29689,France,2021-12-27,2021,12,27
ON444843,AY.36,29689,France,2021-12-27,2021,12,27
ON444868,AY.46,29689,France,2021-12-27,2021,12,27
ON444883,BA.1.19,29663,France,2021-12-14,2021,12,14
ON444903,BA.1.15,29663,France,2021-12-27,2021,12,27
ON445068,BA.1.4,29663,France,2021-12-20,2021,12,20
ON445215,AY.92,29689,France,2021-12-27,2021,12,27
ON445274,AY.20,29689,France,2021-12-20,2021,12,20
ON445293,AY.124,29689,France,2021-12-27,2021,12,27
ON445420,AY.100,29684,France,2021-12-25,2021,12,25
ON445426,AY.106,29689,France,2021-12-20,2021,12,20
ON445435,AY.46.2,29689,France,2021-12-20,2021,12,20
ON445449,BA.1.15.1,29666,France,2021-12-22,2021,12,22
ON445542,AY.4.2.4,29689,France,2021-11-29,2021,11,29
ON445639,AY.4.2.4,29689,France,2021-12-06,2021,12,6
ON445667,AY.43.3,29689,France,2021-12-06,2021,12,6
ON445713,AY.4.9,29689,France,2021-11-29,2021,11,29
ON445747,AY.109,29689,France,2021-11-29,2021,11,29
ON445795,AY.124.1.1,29689,France,2021-12-05,2021,12,5
ON445806,AY.125,29689,France,2021-12-06,2021,12,6
ON445879,AY.33,29689,France,2021-12-06,2021,12,6
ON445903,AY.5,29689,France,2021-12-06,2021,12,6
ON445998,AY.111,29689,France,2021-11-22,2021,11,22
ON446022,AY.113,29689,France,2021-11-22,2021,11,22
ON446052,AY.37,29686,France,2021-11-22,2021,11,22
ON446071,AY.125.1,29689,France,2021-11-15,2021,11,15
ON446076,AY.4.6,29686,France,2021-11-15,2021,11,15
ON446211,AY.25.1,29689,France,2021-11-22,2021,11,22
ON446407,AY.4.2.2,29689,France,2021-12-13,2021,12,13
ON446649,AY.116,29689,France,2021-12-21,2021,12,21
ON446735,AY.44,29689,France,2021-12-06,2021,12,6
ON446835,AY.43.4,29689,France,2021-12-13,2021,12,13
ON446852,AY.43.5,29689,France,2021-12-13,2021,12,13
ON446958,AY.111,29689,France,2021-12-06,2021,12,6
ON446964,AY.43.8,29689,France,2021-12-13,2021,12,13
ON446994,AY.129,29686,France,2021-12-06,2021,12,6
ON447072,AY.33.1,29689,France,2021-12-06,2021,12,6
ON447101,AY.113,29689,France,2021-12-06,2021,12,6
ON447125,AY.119,29689,France,2021-12-06,2021,12,6
ON447282,BA.1.1.14,29663,France,2021-12-13,2021,12,13
ON447330,AY.25.1,29689,France,2021-12-13,2021,12,13
ON366000,BA.1.1.16,29784,France,2022-03-07,2022,3,7
ON366027,BA.2.49,29759,France,2022-03-07,2022,3,7
ON366064,BA.2.3,29752,France,2022-03-07,2022,3,7
ON313844,BA.2.9.3,29750,France,2022-03-13,2022,3,13
ON313929,B.1.1.529,29724,France,2022-03-07,2022,3,7
ON313961,BA.2.9,29750,France,2022-03-07,2022,3,7
ON314027,BA.1.17.2,29747,France,2022-03-07,2022,3,7
ON314060,BA.1,29747,France,2022-03-07,2022,3,7
ON287427,B.1.160.30,29702,France,2020-11-09,2020,11,9
ON287525,AY.118,29689,France,2021-10-07,2021,10,7
ON287555,B.1.597,29693,France,2021-10-12,2021,10,12
ON287557,B.1,29702,France,2021-10-12,2021,10,12
ON287561,B.1.160,29702,France,2020-09-15,2020,9,15
ON287580,AH.2,29702,France,2020-09-02,2020,9,2
ON287590,B.1.1.241,29702,France,2020-09-07,2020,9,7
ON287631,B.1.1,29702,France,2021-10-12,2021,10,12
ON287633,B.1.160,29702,France,2021-10-12,2021,10,12
ON287666,B.1.1.317,29702,France,2021-10-12,2021,10,12
ON287761,B.1.36,29702,France,2021-10-13,2021,10,13
ON287816,AY.78,29689,France,2021-10-13,2021,10,13
ON287889,B.1.356,29702,France,2020-04-01,2020,4,1
ON287942,B.40,29702,France,2020-04-04,2020,4,4
ON287996,B.1.1.142,29702,France,2020-04-09,2020,4,9
ON288044,B.1.273,29702,France,2020-04-13,2020,4,13
ON288132,AH.2,29702,France,2020-12-03,2020,12,3
ON288136,B.1.1,29702,France,2020-12-05,2020,12,5
ON288139,B.1.221,29702,France,2020-12-08,2020,12,8
ON288149,B.1.160.30,29702,France,2020-12-17,2020,12,17
ON288292,AY.121,29689,France,2021-10-18,2021,10,18
ON288520,AY.4.8,29689,France,2021-11-08,2021,11,8
ON289013,AY.43,29674,France,2021-01-12,2021,1,12
ON289126,B.1.160.30,29702,France,2021-02-02,2021,2,2
ON289313,B.1.177.32,29702,France,2021-01-27,2021,1,27
ON289314,B.1.160,29693,France,2021-08-13,2021,8,13
ON289630,B.1.160,29699,France,2021-06-14,2021,6,14
ON289634,B.1.160.25,29702,France,2021-01-11,2021,1,11
ON289635,B.1.160.28,29702,France,2021-01-18,2021,1,18
