Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
UVJ69612,BA.1.1,ORF6 protein,61,Colombia,2022-03-28,2022,3,28
UVJ69613,BA.1.1,ORF7a protein,121,Colombia,2022-03-28,2022,3,28
UVJ69614,BA.1.1,ORF7b protein,43,Colombia,2022-03-28,2022,3,28
UVJ69615,BA.1.1,ORF8 protein,121,Colombia,2022-03-28,2022,3,28
UVJ69616,BA.1.1,nucleocapsid phosphoprotein,416,Colombia,2022-03-28,2022,3,28
UVJ69617,BA.1.1,ORF10 protein,38,Colombia,2022-03-28,2022,3,28
UVJ69618,BA.2,ORF1ab polyprotein,7093,Colombia,2022-03-05,2022,3,5
UVJ69619,BA.2,ORF1a polyprotein,4402,Colombia,2022-03-05,2022,3,5
UVJ69620,BA.2,surface glycoprotein,1270,Colombia,2022-03-05,2022,3,5
UVJ69621,BA.2,ORF3a protein,275,Colombia,2022-03-05,2022,3,5
UVJ69622,BA.2,envelope protein,75,Colombia,2022-03-05,2022,3,5
UVJ69623,BA.2,membrane glycoprotein,222,Colombia,2022-03-05,2022,3,5
UVJ69624,BA.2,ORF6 protein,61,Colombia,2022-03-05,2022,3,5
UVJ69625,BA.2,ORF7a protein,121,Colombia,2022-03-05,2022,3,5
UVJ69626,BA.2,ORF7b protein,43,Colombia,2022-03-05,2022,3,5
UVJ69627,BA.2,ORF8 protein,121,Colombia,2022-03-05,2022,3,5
UVJ69628,BA.2,nucleocapsid phosphoprotein,416,Colombia,2022-03-05,2022,3,5
UVJ69629,BA.2,ORF10 protein,38,Colombia,2022-03-05,2022,3,5
UVJ69630,BA.2.12.1,ORF1ab polyprotein,7093,Colombia,2022-06-22,2022,6,22
UVJ69631,BA.2.12.1,ORF1a polyprotein,4402,Colombia,2022-06-22,2022,6,22
UVJ69632,BA.2.12.1,surface glycoprotein,1270,Colombia,2022-06-22,2022,6,22
UVJ69633,BA.2.12.1,ORF3a protein,275,Colombia,2022-06-22,2022,6,22
UVJ69634,BA.2.12.1,envelope protein,75,Colombia,2022-06-22,2022,6,22
UVJ69635,BA.2.12.1,membrane glycoprotein,222,Colombia,2022-06-22,2022,6,22
UVJ69636,BA.2.12.1,ORF6 protein,61,Colombia,2022-06-22,2022,6,22
UVJ69637,BA.2.12.1,ORF7a protein,121,Colombia,2022-06-22,2022,6,22
UVJ69638,BA.2.12.1,ORF7b protein,43,Colombia,2022-06-22,2022,6,22
UVJ69639,BA.2.12.1,ORF8 protein,121,Colombia,2022-06-22,2022,6,22
UVJ69640,BA.2.12.1,nucleocapsid phosphoprotein,416,Colombia,2022-06-22,2022,6,22
UVJ69641,BA.2.12.1,ORF10 protein,38,Colombia,2022-06-22,2022,6,22
UVJ69654,AY.25.1,ORF1ab polyprotein,7096,Colombia,2021-12-12,2021,12,12
UVJ69655,AY.25.1,ORF1a polyprotein,4405,Colombia,2021-12-12,2021,12,12
UVJ69656,AY.25.1,surface glycoprotein,1271,Colombia,2021-12-12,2021,12,12
UVJ69657,AY.25.1,ORF3a protein,275,Colombia,2021-12-12,2021,12,12
UVJ69658,AY.25.1,envelope protein,75,Colombia,2021-12-12,2021,12,12
UVJ69659,AY.25.1,membrane glycoprotein,222,Colombia,2021-12-12,2021,12,12
UVJ69660,AY.25.1,ORF6 protein,61,Colombia,2021-12-12,2021,12,12
UVJ69661,AY.25.1,ORF7a protein,121,Colombia,2021-12-12,2021,12,12
UVJ69662,AY.25.1,ORF7b protein,43,Colombia,2021-12-12,2021,12,12
UVJ69663,AY.25.1,ORF8 protein,119,Colombia,2021-12-12,2021,12,12
UVJ69664,AY.25.1,nucleocapsid phosphoprotein,419,Colombia,2021-12-12,2021,12,12
UVJ69665,AY.25.1,ORF10 protein,38,Colombia,2021-12-12,2021,12,12
UVJ69666,BA.1.1,ORF1ab polyprotein,7092,Colombia,2022-02-12,2022,2,12
UVJ69667,BA.1.1,ORF1a polyprotein,4401,Colombia,2022-02-12,2022,2,12
UVJ69668,BA.1.1,surface glycoprotein,1270,Colombia,2022-02-12,2022,2,12
UVJ69669,BA.1.1,ORF3a protein,275,Colombia,2022-02-12,2022,2,12
UVJ69670,BA.1.1,envelope protein,75,Colombia,2022-02-12,2022,2,12
UVJ69671,BA.1.1,membrane glycoprotein,222,Colombia,2022-02-12,2022,2,12
UVJ69672,BA.1.1,ORF6 protein,61,Colombia,2022-02-12,2022,2,12
UVJ69673,BA.1.1,ORF7a protein,121,Colombia,2022-02-12,2022,2,12
UVJ69674,BA.1.1,ORF7b protein,43,Colombia,2022-02-12,2022,2,12
UVJ69675,BA.1.1,ORF8 protein,121,Colombia,2022-02-12,2022,2,12
UVJ69676,BA.1.1,nucleocapsid phosphoprotein,416,Colombia,2022-02-12,2022,2,12
UVJ69677,BA.1.1,ORF10 protein,38,Colombia,2022-02-12,2022,2,12
UVJ69678,BA.2,ORF1ab polyprotein,7093,Colombia,2022-06-09,2022,6,9
UVJ69679,BA.2,ORF1a polyprotein,4402,Colombia,2022-06-09,2022,6,9
UVJ69680,BA.2,surface glycoprotein,1270,Colombia,2022-06-09,2022,6,9
UVJ69681,BA.2,ORF3a protein,275,Colombia,2022-06-09,2022,6,9
UVJ69682,BA.2,envelope protein,75,Colombia,2022-06-09,2022,6,9
UVJ69683,BA.2,membrane glycoprotein,222,Colombia,2022-06-09,2022,6,9
UVJ69684,BA.2,ORF6 protein,61,Colombia,2022-06-09,2022,6,9
UVJ69685,BA.2,ORF7a protein,121,Colombia,2022-06-09,2022,6,9
UVJ69686,BA.2,ORF7b protein,43,Colombia,2022-06-09,2022,6,9
UVJ69687,BA.2,ORF8 protein,121,Colombia,2022-06-09,2022,6,9
UVJ69688,BA.2,nucleocapsid phosphoprotein,416,Colombia,2022-06-09,2022,6,9
UVJ69689,BA.2,ORF10 protein,38,Colombia,2022-06-09,2022,6,9
QJT73044,B.1,ORF1ab polyprotein,7096,Colombia,2020-04-02,2020,4,2
QJT73045,B.1,ORF1a polyprotein,4405,Colombia,2020-04-02,2020,4,2
QJT73046,B.1,surface glycoprotein,1273,Colombia,2020-04-02,2020,4,2
QJT73047,B.1,ORF3a protein,275,Colombia,2020-04-02,2020,4,2
QJT73048,B.1,envelope protein,75,Colombia,2020-04-02,2020,4,2
QJT73049,B.1,membrane glycoprotein,222,Colombia,2020-04-02,2020,4,2
QJT73050,B.1,ORF6 protein,61,Colombia,2020-04-02,2020,4,2
QJT73051,B.1,ORF7a protein,121,Colombia,2020-04-02,2020,4,2
QJT73052,B.1,ORF7b protein,43,Colombia,2020-04-02,2020,4,2
QJT73053,B.1,ORF8 protein,121,Colombia,2020-04-02,2020,4,2
QJT73054,B.1,nucleocapsid phosphoprotein,419,Colombia,2020-04-02,2020,4,2
QJT73055,B.1,ORF10 protein,38,Colombia,2020-04-02,2020,4,2
QIS30052,A.5,ORF1ab polyprotein,7096,Colombia,2020-03-11,2020,3,11
QIS30053,A.5,ORF1a polyprotein,4405,Colombia,2020-03-11,2020,3,11
QIS30054,A.5,surface glycoprotein,1273,Colombia,2020-03-11,2020,3,11
QIS30055,A.5,ORF3a protein,275,Colombia,2020-03-11,2020,3,11
QIS30056,A.5,envelope protein,75,Colombia,2020-03-11,2020,3,11
QIS30057,A.5,membrane glycoprotein,222,Colombia,2020-03-11,2020,3,11
QIS30058,A.5,ORF6 protein,61,Colombia,2020-03-11,2020,3,11
QIS30059,A.5,ORF7a protein,121,Colombia,2020-03-11,2020,3,11
QIS30060,A.5,ORF7b protein,43,Colombia,2020-03-11,2020,3,11
QIS30061,A.5,ORF8 protein,121,Colombia,2020-03-11,2020,3,11
QIS30062,A.5,nucleocapsid phosphoprotein,419,Colombia,2020-03-11,2020,3,11
QIS30063,A.5,ORF10 protein,38,Colombia,2020-03-11,2020,3,11
UFW15979,B.1.1,ORF1ab polyprotein,7093,Italy,2020-08-01,2020,8,1
UFW15980,B.1.1,ORF1a polyprotein,4402,Italy,2020-08-01,2020,8,1
UFW15981,B.1.1,surface glycoprotein,1273,Italy,2020-08-01,2020,8,1
UFW15982,B.1.1,ORF3a protein,275,Italy,2020-08-01,2020,8,1
UFW15983,B.1.1,envelope protein,75,Italy,2020-08-01,2020,8,1
UFW15984,B.1.1,membrane glycoprotein,222,Italy,2020-08-01,2020,8,1
UFW15985,B.1.1,ORF6 protein,61,Italy,2020-08-01,2020,8,1
UFW15986,B.1.1,ORF7a protein,121,Italy,2020-08-01,2020,8,1
UFW15987,B.1.1,ORF7b protein,43,Italy,2020-08-01,2020,8,1
UFW15988,B.1.1,ORF8 protein,121,Italy,2020-08-01,2020,8,1
UFW15989,B.1.1,nucleocapsid phosphoprotein,419,Italy,2020-08-01,2020,8,1
UFW15990,B.1.1,ORF10 protein,38,Italy,2020-08-01,2020,8,1
UFX18538,B.1.160,ORF1ab polyprotein,7096,Italy,2020-10-29,2020,10,29
UFX18539,B.1.160,ORF1a polyprotein,4405,Italy,2020-10-29,2020,10,29
UFX18540,B.1.160,surface glycoprotein,1273,Italy,2020-10-29,2020,10,29
UFX18541,B.1.160,ORF3a protein,275,Italy,2020-10-29,2020,10,29
UFX18542,B.1.160,envelope protein,75,Italy,2020-10-29,2020,10,29
UFX18543,B.1.160,membrane glycoprotein,222,Italy,2020-10-29,2020,10,29
UFX18544,B.1.160,ORF6 protein,61,Italy,2020-10-29,2020,10,29
UFX18545,B.1.160,ORF7a protein,121,Italy,2020-10-29,2020,10,29
UFX18546,B.1.160,ORF7b protein,43,Italy,2020-10-29,2020,10,29
UFX18547,B.1.160,ORF8 protein,121,Italy,2020-10-29,2020,10,29
UFX18548,B.1.160,nucleocapsid phosphoprotein,419,Italy,2020-10-29,2020,10,29
UFX18549,B.1.160,ORF10 protein,38,Italy,2020-10-29,2020,10,29
UVH36289,B.1.1.1,ORF1ab polyprotein,7096,Italy,2020-11-20,2020,11,20
UVH36290,B.1.1.1,ORF1a polyprotein,4405,Italy,2020-11-20,2020,11,20
UVH36291,B.1.1.1,surface glycoprotein,1273,Italy,2020-11-20,2020,11,20
UVH36292,B.1.1.1,ORF3a protein,275,Italy,2020-11-20,2020,11,20
UVH36293,B.1.1.1,envelope protein,75,Italy,2020-11-20,2020,11,20
UVH36294,B.1.1.1,membrane glycoprotein,222,Italy,2020-11-20,2020,11,20
UVH36295,B.1.1.1,ORF6 protein,61,Italy,2020-11-20,2020,11,20
UVH36296,B.1.1.1,ORF7a protein,121,Italy,2020-11-20,2020,11,20
UVH36297,B.1.1.1,ORF7b protein,43,Italy,2020-11-20,2020,11,20
UVH36298,B.1.1.1,ORF8 protein,121,Italy,2020-11-20,2020,11,20
UVH36299,B.1.1.1,nucleocapsid phosphoprotein,419,Italy,2020-11-20,2020,11,20
UVH36300,B.1.1.1,ORF10 protein,38,Italy,2020-11-20,2020,11,20
UVH36301,B.1,ORF1ab polyprotein,7096,Italy,2020-10-10,2020,10,10
UVH36302,B.1,ORF1a polyprotein,4405,Italy,2020-10-10,2020,10,10
UVH36303,B.1,surface glycoprotein,1273,Italy,2020-10-10,2020,10,10
UVH36304,B.1,ORF3a protein,275,Italy,2020-10-10,2020,10,10
UVH36305,B.1,envelope protein,75,Italy,2020-10-10,2020,10,10
UVH36306,B.1,membrane glycoprotein,222,Italy,2020-10-10,2020,10,10
UVH36307,B.1,ORF6 protein,61,Italy,2020-10-10,2020,10,10
UVH36308,B.1,ORF7a protein,121,Italy,2020-10-10,2020,10,10
UVH36309,B.1,ORF7b protein,43,Italy,2020-10-10,2020,10,10
UVH36310,B.1,ORF8 protein,121,Italy,2020-10-10,2020,10,10
UVH36311,B.1,nucleocapsid phosphoprotein,419,Italy,2020-10-10,2020,10,10
UVH36312,B.1,ORF10 protein,38,Italy,2020-10-10,2020,10,10
UVH36313,B.1.177.53,ORF1ab polyprotein,7096,Italy,2020-10-10,2020,10,10
UVH36314,B.1.177.53,ORF1a polyprotein,4405,Italy,2020-10-10,2020,10,10
UVH36315,B.1.177.53,surface glycoprotein,1273,Italy,2020-10-10,2020,10,10
UVH36316,B.1.177.53,ORF3a protein,275,Italy,2020-10-10,2020,10,10
UVH36317,B.1.177.53,envelope protein,75,Italy,2020-10-10,2020,10,10
UVH36318,B.1.177.53,membrane glycoprotein,222,Italy,2020-10-10,2020,10,10
UVH36319,B.1.177.53,ORF6 protein,61,Italy,2020-10-10,2020,10,10
UVH36320,B.1.177.53,ORF7a protein,121,Italy,2020-10-10,2020,10,10
UVH36321,B.1.177.53,ORF7b protein,43,Italy,2020-10-10,2020,10,10
UVH36322,B.1.177.53,ORF8 protein,121,Italy,2020-10-10,2020,10,10
UVH36323,B.1.177.53,nucleocapsid phosphoprotein,419,Italy,2020-10-10,2020,10,10
UVH36324,B.1.177.53,ORF10 protein,38,Italy,2020-10-10,2020,10,10
UVH36325,B.1.177,ORF1ab polyprotein,7096,Italy,2020-10-10,2020,10,10
UVH36326,B.1.177,ORF1a polyprotein,4405,Italy,2020-10-10,2020,10,10
UVH36327,B.1.177,surface glycoprotein,1273,Italy,2020-10-10,2020,10,10
UVH36328,B.1.177,ORF3a protein,275,Italy,2020-10-10,2020,10,10
UVH36329,B.1.177,envelope protein,75,Italy,2020-10-10,2020,10,10
UVH36330,B.1.177,membrane glycoprotein,222,Italy,2020-10-10,2020,10,10
UVH36331,B.1.177,ORF6 protein,61,Italy,2020-10-10,2020,10,10
UVH36332,B.1.177,ORF7a protein,121,Italy,2020-10-10,2020,10,10
UVH36333,B.1.177,ORF7b protein,43,Italy,2020-10-10,2020,10,10
UVH36334,B.1.177,ORF8 protein,121,Italy,2020-10-10,2020,10,10
UVH36335,B.1.177,nucleocapsid phosphoprotein,419,Italy,2020-10-10,2020,10,10
UVH36336,B.1.177,ORF10 protein,38,Italy,2020-10-10,2020,10,10
UVH36337,B.1.1,ORF1ab polyprotein,7096,Italy,2020-10-10,2020,10,10
UVH36338,B.1.1,ORF1a polyprotein,4405,Italy,2020-10-10,2020,10,10
UVH36339,B.1.1,surface glycoprotein,1272,Italy,2020-10-10,2020,10,10
UVH36340,B.1.1,ORF3a protein,275,Italy,2020-10-10,2020,10,10
UVH36341,B.1.1,envelope protein,75,Italy,2020-10-10,2020,10,10
UVH36342,B.1.1,membrane glycoprotein,222,Italy,2020-10-10,2020,10,10
UVH36343,B.1.1,ORF6 protein,61,Italy,2020-10-10,2020,10,10
UVH36344,B.1.1,ORF7a protein,121,Italy,2020-10-10,2020,10,10
UVH36345,B.1.1,ORF7b protein,43,Italy,2020-10-10,2020,10,10
UVH36346,B.1.1,ORF8 protein,121,Italy,2020-10-10,2020,10,10
UVH36347,B.1.1,nucleocapsid phosphoprotein,419,Italy,2020-10-10,2020,10,10
UVH36348,B.1.1,ORF10 protein,38,Italy,2020-10-10,2020,10,10
UVH36349,B.1.177.33,ORF1ab polyprotein,7096,Italy,2020-10-10,2020,10,10
UVH36350,B.1.177.33,ORF1a polyprotein,4405,Italy,2020-10-10,2020,10,10
UVH36351,B.1.177.33,surface glycoprotein,1273,Italy,2020-10-10,2020,10,10
UVH36352,B.1.177.33,ORF3a protein,275,Italy,2020-10-10,2020,10,10
UVH36353,B.1.177.33,envelope protein,75,Italy,2020-10-10,2020,10,10
UVH36354,B.1.177.33,membrane glycoprotein,222,Italy,2020-10-10,2020,10,10
UVH36355,B.1.177.33,ORF6 protein,61,Italy,2020-10-10,2020,10,10
UVH36356,B.1.177.33,ORF7a protein,121,Italy,2020-10-10,2020,10,10
UVH36357,B.1.177.33,ORF7b protein,43,Italy,2020-10-10,2020,10,10
UVH36358,B.1.177.33,ORF8 protein,121,Italy,2020-10-10,2020,10,10
UVH36359,B.1.177.33,nucleocapsid phosphoprotein,419,Italy,2020-10-10,2020,10,10
UVH36360,B.1.177.33,ORF10 protein,38,Italy,2020-10-10,2020,10,10
UVH36361,B.1.160,ORF1ab polyprotein,7096,Italy,2020-11-20,2020,11,20
UVH36362,B.1.160,ORF1a polyprotein,4405,Italy,2020-11-20,2020,11,20
UVH36363,B.1.160,surface glycoprotein,1273,Italy,2020-11-20,2020,11,20
UVH36364,B.1.160,ORF3a protein,275,Italy,2020-11-20,2020,11,20
UVH36365,B.1.160,envelope protein,75,Italy,2020-11-20,2020,11,20
UVH36366,B.1.160,membrane glycoprotein,222,Italy,2020-11-20,2020,11,20
UVH36367,B.1.160,ORF6 protein,61,Italy,2020-11-20,2020,11,20
UVH36368,B.1.160,ORF7a protein,121,Italy,2020-11-20,2020,11,20
UVH36369,B.1.160,ORF7b protein,43,Italy,2020-11-20,2020,11,20
UVH36370,B.1.160,ORF8 protein,121,Italy,2020-11-20,2020,11,20
UVH36371,B.1.160,nucleocapsid phosphoprotein,419,Italy,2020-11-20,2020,11,20
UVH36372,B.1.160,ORF10 protein,38,Italy,2020-11-20,2020,11,20
UVH36373,B.1.177,ORF1ab polyprotein,7096,Italy,2020-11-20,2020,11,20
UVH36374,B.1.177,ORF1a polyprotein,4405,Italy,2020-11-20,2020,11,20
UVH36375,B.1.177,surface glycoprotein,1273,Italy,2020-11-20,2020,11,20
UVH36376,B.1.177,ORF3a protein,275,Italy,2020-11-20,2020,11,20
UVH36377,B.1.177,envelope protein,75,Italy,2020-11-20,2020,11,20
UVH36378,B.1.177,membrane glycoprotein,222,Italy,2020-11-20,2020,11,20
UVH36379,B.1.177,ORF6 protein,61,Italy,2020-11-20,2020,11,20
UVH36380,B.1.177,ORF7a protein,121,Italy,2020-11-20,2020,11,20
UVH36381,B.1.177,ORF7b protein,43,Italy,2020-11-20,2020,11,20
UVH36382,B.1.177,ORF8 protein,121,Italy,2020-11-20,2020,11,20
UVH36383,B.1.177,nucleocapsid phosphoprotein,419,Italy,2020-11-20,2020,11,20
UVH36384,B.1.177,ORF10 protein,38,Italy,2020-11-20,2020,11,20
UVH36433,B,ORF1ab polyprotein,7096,Italy,2020-03-07,2020,3,7
UVH36434,B,ORF1a polyprotein,4405,Italy,2020-03-07,2020,3,7
UVH36435,B,surface glycoprotein,1273,Italy,2020-03-07,2020,3,7
UVH36436,B,ORF3a protein,275,Italy,2020-03-07,2020,3,7
UVH36437,B,envelope protein,75,Italy,2020-03-07,2020,3,7
UVH36438,B,membrane glycoprotein,222,Italy,2020-03-07,2020,3,7
UVH36439,B,ORF6 protein,61,Italy,2020-03-07,2020,3,7
UVH36440,B,ORF7a protein,121,Italy,2020-03-07,2020,3,7
UVH36441,B,ORF7b protein,43,Italy,2020-03-07,2020,3,7
UVH36442,B,ORF8 protein,121,Italy,2020-03-07,2020,3,7
UVH36443,B,nucleocapsid phosphoprotein,419,Italy,2020-03-07,2020,3,7
UVH36444,B,ORF10 protein,38,Italy,2020-03-07,2020,3,7
UVH36445,B,ORF1ab polyprotein,7096,Italy,2020-02-27,2020,2,27
UVH36446,B,ORF1a polyprotein,4405,Italy,2020-02-27,2020,2,27
UVH36447,B,surface glycoprotein,1273,Italy,2020-02-27,2020,2,27
UVH36448,B,ORF3a protein,275,Italy,2020-02-27,2020,2,27
UVH36449,B,envelope protein,75,Italy,2020-02-27,2020,2,27
UVH36450,B,membrane glycoprotein,222,Italy,2020-02-27,2020,2,27
UVH36451,B,ORF6 protein,61,Italy,2020-02-27,2020,2,27
UVH36452,B,ORF7a protein,121,Italy,2020-02-27,2020,2,27
UVH36453,B,ORF7b protein,43,Italy,2020-02-27,2020,2,27
UVH36454,B,ORF8 protein,121,Italy,2020-02-27,2020,2,27
UVH36455,B,nucleocapsid phosphoprotein,419,Italy,2020-02-27,2020,2,27
UVH36456,B,ORF10 protein,38,Italy,2020-02-27,2020,2,27
UQK91065,B.1,ORF1ab polyprotein,7096,Italy,2021-02-27,2021,2,27
UQK91066,B.1,ORF1a polyprotein,4405,Italy,2021-02-27,2021,2,27
UQK91067,B.1,surface glycoprotein,1271,Italy,2021-02-27,2021,2,27
UQK91068,B.1,ORF3a protein,275,Italy,2021-02-27,2021,2,27
UQK91069,B.1,envelope protein,75,Italy,2021-02-27,2021,2,27
UQK91070,B.1,membrane glycoprotein,222,Italy,2021-02-27,2021,2,27
UQK91071,B.1,ORF6 protein,61,Italy,2021-02-27,2021,2,27
UQK91072,B.1,ORF7a protein,121,Italy,2021-02-27,2021,2,27
UQK91073,B.1,ORF7b protein,43,Italy,2021-02-27,2021,2,27
UQK91074,B.1,ORF8 protein,121,Italy,2021-02-27,2021,2,27
UQK91075,B.1,nucleocapsid phosphoprotein,419,Italy,2021-02-27,2021,2,27
UQK91076,B.1,ORF10 protein,38,Italy,2021-02-27,2021,2,27
UQK91077,B.1,ORF1ab polyprotein,7096,Italy,2021-03-12,2021,3,12
UQK91078,B.1,ORF1a polyprotein,4405,Italy,2021-03-12,2021,3,12
UQK91079,B.1,surface glycoprotein,1271,Italy,2021-03-12,2021,3,12
UQK91080,B.1,ORF3a protein,275,Italy,2021-03-12,2021,3,12
UQK91081,B.1,envelope protein,75,Italy,2021-03-12,2021,3,12
UQK91082,B.1,membrane glycoprotein,222,Italy,2021-03-12,2021,3,12
UQK91083,B.1,ORF6 protein,61,Italy,2021-03-12,2021,3,12
UQK91084,B.1,ORF7a protein,121,Italy,2021-03-12,2021,3,12
UQK91085,B.1,ORF7b protein,43,Italy,2021-03-12,2021,3,12
UQK91086,B.1,ORF8 protein,121,Italy,2021-03-12,2021,3,12
UQK91087,B.1,nucleocapsid phosphoprotein,419,Italy,2021-03-12,2021,3,12
UQK91088,B.1,ORF10 protein,38,Italy,2021-03-12,2021,3,12
UQK91089,B.1.177,ORF1ab polyprotein,7096,Italy,2021-03-04,2021,3,4
UQK91090,B.1.177,ORF1a polyprotein,4405,Italy,2021-03-04,2021,3,4
UQK91091,B.1.177,surface glycoprotein,1273,Italy,2021-03-04,2021,3,4
UQK91092,B.1.177,ORF3a protein,275,Italy,2021-03-04,2021,3,4
UQK91093,B.1.177,envelope protein,75,Italy,2021-03-04,2021,3,4
UQK91094,B.1.177,membrane glycoprotein,222,Italy,2021-03-04,2021,3,4
UQK91095,B.1.177,ORF6 protein,61,Italy,2021-03-04,2021,3,4
UQK91096,B.1.177,ORF7a protein,121,Italy,2021-03-04,2021,3,4
UQK91097,B.1.177,ORF7b protein,43,Italy,2021-03-04,2021,3,4
UQK91098,B.1.177,ORF8 protein,121,Italy,2021-03-04,2021,3,4
UQK91099,B.1.177,nucleocapsid phosphoprotein,419,Italy,2021-03-04,2021,3,4
UQK91100,B.1.177,ORF10 protein,38,Italy,2021-03-04,2021,3,4
UQK91137,B.1.177,ORF1ab polyprotein,7096,Italy,2021-04-23,2021,4,23
UQK91138,B.1.177,ORF1a polyprotein,4405,Italy,2021-04-23,2021,4,23
UQK91139,B.1.177,surface glycoprotein,1273,Italy,2021-04-23,2021,4,23
UQK91140,B.1.177,ORF3a protein,275,Italy,2021-04-23,2021,4,23
UQK91141,B.1.177,envelope protein,75,Italy,2021-04-23,2021,4,23
UQK91142,B.1.177,membrane glycoprotein,222,Italy,2021-04-23,2021,4,23
UQK91143,B.1.177,ORF6 protein,61,Italy,2021-04-23,2021,4,23
UQK91144,B.1.177,ORF7a protein,121,Italy,2021-04-23,2021,4,23
UQK91145,B.1.177,ORF7b protein,43,Italy,2021-04-23,2021,4,23
UQK91146,B.1.177,ORF8 protein,121,Italy,2021-04-23,2021,4,23
UQK91147,B.1.177,nucleocapsid phosphoprotein,419,Italy,2021-04-23,2021,4,23
UQK91148,B.1.177,ORF10 protein,38,Italy,2021-04-23,2021,4,23
UQK91149,B.1.160,ORF1ab polyprotein,7096,Italy,2021-03-04,2021,3,4
UQK91150,B.1.160,ORF1a polyprotein,4405,Italy,2021-03-04,2021,3,4
UQK91151,B.1.160,surface glycoprotein,1273,Italy,2021-03-04,2021,3,4
UQK91152,B.1.160,ORF3a protein,275,Italy,2021-03-04,2021,3,4
UQK91153,B.1.160,envelope protein,75,Italy,2021-03-04,2021,3,4
UQK91154,B.1.160,membrane glycoprotein,222,Italy,2021-03-04,2021,3,4
